Artist and Title,Streams,Daily,Artist,Song
Luniz - I Got 5 On It,534085798,286379,Luniz,I Got 5 On It
Weezer - Say It Ain't So,531362534,295537,Weezer,Say It Ain't So
Fools Garden - Lemon Tree,527777035,347244,Fools Garden,Lemon Tree
Savage Garden - Truly Madly Deeply,527757194,238679,Savage Garden,Truly Madly Deeply
Sade - Smooth Operator,527615085,630979,Sade,Smooth Operator
Sublime - What I Got,522258495,250337,Sublime,What I Got
The Notorious B.I.G. - Mo Money Mo Problems,521758706,224674,The Notorious B.I.G.,Mo Money Mo Problems
The Cranberries - Dreams,518524285,474756,The Cranberries,Dreams
Blind Melon - No Rain,513224186,247952,Blind Melon,No Rain
Alice Deejay - Better Off Alone,506776318,361551,Alice Deejay,Better Off Alone
Ms. Lauryn Hill - Doo Wop (That Thing),502366718,286285,Ms. Lauryn Hill,Doo Wop (That Thing)
The Offspring - Pretty Fly (For A White Guy),499915559,332483,The Offspring,Pretty Fly (For A White Guy)
New Radicals - You Get What You Give,498270897,247880,New Radicals,You Get What You Give
Rusted Root - Send Me On My Way,496626868,167829,Rusted Root,Send Me On My Way
Backstreet Boys - As Long as You Love Me,496312996,419605,Backstreet Boys,As Long as You Love Me
Alanis Morissette - Ironic,493041166,215988,Alanis Morissette,Ironic
Nirvana - Something In The Way,492351678,276011,Nirvana,Something In The Way
Rob Zombie - Dragula,489798909,468732,Rob Zombie,Dragula
Alejandro Sanz - Corazón partío,483467117,220735,Alejandro Sanz,Corazón partío
Luis Miguel - Hasta Que Me Olvides,482551702,248875,Luis Miguel,Hasta Que Me Olvides
Nirvana - The Man Who Sold The World,480750844,277348,Nirvana,The Man Who Sold The World
ChiChi Peralta - Procura,479076867,280316,ChiChi Peralta,Procura
Whitney Houston - I Have Nothing,478580313,236609,Whitney Houston,I Have Nothing
Andrés Calamaro - Flaca,475547043,315411,Andrés Calamaro,Flaca
Metallica - Whiskey In The Jar,475482926,252422,Metallica,Whiskey In The Jar
Mark Morrison - Return of the Mack,474164660,255211,Mark Morrison,Return of the Mack
"Vengaboys - Boom, Boom, Boom, Boom!!",473250517,252791,Vengaboys,"Boom, Boom, Boom, Boom!!"
Slipknot - Wait and Bleed,472408557,383376,Slipknot,Wait and Bleed
Pearl Jam - Black,472396891,227551,Pearl Jam,Black
Wu-Tang Clan - C.R.E.A.M. (Cash Rules Everything Around Me),469931953,190024,Wu-Tang Clan,C.R.E.A.M. (Cash Rules Everything Around Me)
Seal - Kiss from a Rose,468818129,175861,Seal,Kiss from a Rose
Darude - Sandstorm,468685269,227023,Darude,Sandstorm
Ace of Base - All That She Wants,464546685,477796,Ace of Base,All That She Wants
Radiohead - High and Dry,463386529,335393,Radiohead,High and Dry
Gloria Gaynor - I Will Survive,463064571,189318,Gloria Gaynor,I Will Survive
Beck - Loser,462424410,197896,Beck,Loser
Christina Aguilera - Genie In a Bottle,462183573,578962,Christina Aguilera,Genie In a Bottle
Dr. Dre - What's The Difference,461976957,312504,Dr. Dre,What's The Difference
Foo Fighters - My Hero,457628699,239216,Foo Fighters,My Hero
Crazy Town - Butterfly,457311768,328465,Crazy Town,Butterfly
Santana - Maria Maria,456758746,245859,Santana,Maria Maria
R.E.M. - Everybody Hurts,456517350,201816,R.E.M.,Everybody Hurts
Ricky Martin - Livin' la Vida Loca,454590020,240607,Ricky Martin,Livin' la Vida Loca
Snoop Dogg - Gin and Juice,452865142,203495,Snoop Dogg,Gin and Juice
Lionel Richie - All Night Long,452060205,196071,Lionel Richie,All Night Long
Shakira - Antologia,451519486,534036,Shakira,Antologia
"Céline Dion - Because You Loved Me (Theme from ""Up Close and Personal"")",450779840,316059,Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")"
Rage Against The Machine - Bulls On Parade,450349132,177351,Rage Against The Machine,Bulls On Parade
Shakin' Stevens - Merry Christmas Everyone,450217261,56687,Shakin' Stevens,Merry Christmas Everyone
Dimension Latina - Llorarás,444971960,423443,Dimension Latina,Llorarás
Mariah Carey - Fantasy,440582650,250521,Mariah Carey,Fantasy
MC Hammer - U Can't Touch This,439880244,179663,MC Hammer,U Can't Touch This
Weezer - Buddy Holly,439350362,341363,Weezer,Buddy Holly
Aerosmith - Crazy,438281179,194577,Aerosmith,Crazy
Queen - The Show Must Go On,436844103,152121,Queen,The Show Must Go On
Alice In Chains - Man in the Box,436769301,313913,Alice In Chains,Man in the Box
Pantera - Walk,436460173,240777,Pantera,Walk
Roxette - Listen to Your Heart,436436461,220234,Roxette,Listen to Your Heart
Luis Miguel - La Media Vuelta,433981424,310556,Luis Miguel,La Media Vuelta
TLC - Waterfalls,432814700,249123,TLC,Waterfalls
Oasis - Champagne Supernova,430245899,258091,Oasis,Champagne Supernova
Beastie Boys - Sabotage,430135654,183308,Beastie Boys,Sabotage
Cypress Hill - Insane in the Brain,430044855,177428,Cypress Hill,Insane in the Brain
Stone Temple Pilots - Interstate Love Song,429920735,343962,Stone Temple Pilots,Interstate Love Song
Red Hot Chili Peppers - Give It Away,428433725,250174,Red Hot Chili Peppers,Give It Away
Will Smith - Miami,427427181,340047,Will Smith,Miami
Maná - Clavado en Un Bar,427263847,253511,Maná,Clavado en Un Bar
"Dr. Dre - Nuthin' But A ""G"" Thang",426981370,364888,Dr. Dre,"Nuthin' But A ""G"" Thang"
Los Abuelos De La Nada - Mil Horas,426771980,346565,Los Abuelos De La Nada,Mil Horas
Lenny Kravitz - Are You Gonna Go My Way,423799429,193340,Lenny Kravitz,Are You Gonna Go My Way
Maná - En El Muelle de San Blas,423164734,230414,Maná,En El Muelle de San Blas
Shakira - Inevitable,423089210,535432,Shakira,Inevitable
Santana - Smooth,423056843,197032,Santana,Smooth
Dido - Thank You,421525625,368118,Dido,Thank You
Dido - White Flag,418525316,414547,Dido,White Flag
Mariah Carey - Always Be My Baby,412612682,188038,Mariah Carey,Always Be My Baby
Alejandro Sanz - Amiga mía,405227144,223330,Alejandro Sanz,Amiga mía
Jennifer Lopez - Let's Get Loud,400185372,202108,Jennifer Lopez,Let's Get Loud
Marilyn Manson - The Beautiful People,398722889,234046,Marilyn Manson,The Beautiful People
Marilyn Manson - Sweet Dreams (Are Made Of This),395718327,171912,Marilyn Manson,Sweet Dreams (Are Made Of This)
Maná - Rayando el Sol,395462403,305867,Maná,Rayando el Sol
Daft Punk - Around the World,393596621,159339,Daft Punk,Around the World
Bon Jovi - Bed Of Roses,391249585,192391,Bon Jovi,Bed Of Roses
Gianluca Grignani - Mi Historia Entre Tus Dedos,390327856,259738,Gianluca Grignani,Mi Historia Entre Tus Dedos
Nat King Cole Trio - The Christmas Song (Merry Christmas To You),389874067,17158,Nat King Cole Trio,The Christmas Song (Merry Christmas To You)
Perry Como - It's Beginning to Look a Lot Like Christmas,386359525,79849,Perry Como,It's Beginning to Look a Lot Like Christmas
Sting - Fields Of Gold,385802899,253948,Sting,Fields Of Gold
Rednex - Cotton Eye Joe,383321571,205536,Rednex,Cotton Eye Joe
Luis Miguel - Por Debajo De La Mesa,382371620,192952,Luis Miguel,Por Debajo De La Mesa
Mr. Big - To Be With You,382201451,133232,Mr. Big,To Be With You
Macy Gray - I Try,381970792,161789,Macy Gray,I Try
Los Fabulosos Cadillacs - Vasos Vacíos,381868187,158030,Los Fabulosos Cadillacs,Vasos Vacíos
Metallica - Sad But True (Remastered),381713403,229785,Metallica,Sad But True (Remastered)
Lenny Kravitz - Fly Away,381593402,276186,Lenny Kravitz,Fly Away
Lit - My Own Worst Enemy,380239640,289542,Lit,My Own Worst Enemy
Will Smith - Gettin' Jiggy Wit It,380191090,145871,Will Smith,Gettin' Jiggy Wit It
Inner Circle - Sweat (A La La La La Long),379488675,242422,Inner Circle,Sweat (A La La La La Long)
The Offspring - Why Don't You Get A Job,378312522,234393,The Offspring,Why Don't You Get A Job
Deftones - My Own Summer (Shove It),377961476,500223,Deftones,My Own Summer (Shove It)
Supergrass - Alright,377873760,254656,Supergrass,Alright
Fugees - Ready or Not,377139852,174463,Fugees,Ready or Not
Alice In Chains - Would? (2022 Remaster),376109116,250752,Alice In Chains,Would? (2022 Remaster)
Jeff Buckley - Hallelujah,374290857,107520,Jeff Buckley,Hallelujah
Lionel Richie - Endless Love,371808727,155492,Lionel Richie,Endless Love
La Bouche - Be My Lover,368835598,359599,La Bouche,Be My Lover
Elvis Crespo - Suavemente,367261311,175887,Elvis Crespo,Suavemente
Bruce Springsteen - Streets of Philadelphia,366095054,321381,Bruce Springsteen,Streets of Philadelphia
Corona - The Rhythm of the Night,364873714,201173,Corona,The Rhythm of the Night
Nirvana - In Bloom,364851590,220283,Nirvana,In Bloom
The La's - There She Goes,362776888,460640,The La's,There She Goes
Sting - Shape Of My Heart,362118278,223315,Sting,Shape Of My Heart
Los Ángeles Azules - Cómo Te Voy A Olvidar,361211093,192000,Los Ángeles Azules,Cómo Te Voy A Olvidar
Duran Duran - Ordinary World,357891967,188116,Duran Duran,Ordinary World
2Pac - Hail Mary,355869952,178126,2Pac,Hail Mary
Makaveli - Hail Mary,355691826,175131,Makaveli,Hail Mary
Shaggy - Boombastic,355421447,169287,Shaggy,Boombastic
2Pac - Do For Love,353780042,308408,2Pac,Do For Love
Bowling For Soup - 1985,352724863,138270,Bowling For Soup,1985
Pearl Jam - Jeremy,349542050,127339,Pearl Jam,Jeremy
Matchbox Twenty - Push,348483740,177822,Matchbox Twenty,Push
Grupo Mojado - Piensa En Mí,348349979,261697,Grupo Mojado,Piensa En Mí
Deep Blue Something - Breakfast At Tiffany's,348284543,133158,Deep Blue Something,Breakfast At Tiffany's
Ray Parker Jr. - Ghostbusters,348118427,526322,Ray Parker Jr.,Ghostbusters
Roxette - The Look,346953546,327191,Roxette,The Look
R.E.M. - Shiny Happy People,346800173,176700,R.E.M.,Shiny Happy People
Elton John - Can You Feel The Love Tonight,345406107,132937,Elton John,Can You Feel The Love Tonight
Joan Sebastian - Tatuajes,344500723,237295,Joan Sebastian,Tatuajes
DMX - Party Up,344036644,138747,DMX,Party Up
Bloodhound Gang - The Bad Touch,343495141,183863,Bloodhound Gang,The Bad Touch
Michael Jackson - Remember the Time,343355223,245701,Michael Jackson,Remember the Time
Iron Maiden - Fear of the Dark (2015 Remaster),342413840,144636,Iron Maiden,Fear of the Dark (2015 Remaster)
Bobby Pulido - Desvelado,341099981,215285,Bobby Pulido,Desvelado
Megadeth - Symphony Of Destruction,340106721,185333,Megadeth,Symphony Of Destruction
Lenny Kravitz - It Ain't Over 'Til It's Over,340063083,341001,Lenny Kravitz,It Ain't Over 'Til It's Over
Tal Bachman - She's so High,339513011,146504,Tal Bachman,She's so High
Big Pun - Still Not a Player,339435374,271401,Big Pun,Still Not a Player
blink-182 - Adam's Song,338906773,174527,blink-182,Adam's Song
Selena - Amor Prohibido,335788308,208071,Selena,Amor Prohibido
Boyz II Men - End Of The Road,333960007,161400,Boyz II Men,End Of The Road
Joe Cocker - Up Where We Belong,333399759,151649,Joe Cocker,Up Where We Belong
Eric Clapton - Layla,331933863,108434,Eric Clapton,Layla
Journey - Separate Ways (Worlds Apart),331490948,191117,Journey,Separate Ways (Worlds Apart)
Caifanes - Afuera,329354116,214763,Caifanes,Afuera
Pantera - Cowboys from Hell,329100981,243591,Pantera,Cowboys from Hell
2Pac - Dear Mama,328401399,142523,2Pac,Dear Mama
Pearl Jam - Last Kiss,326361733,159863,Pearl Jam,Last Kiss
Mr. President - Coco Jamboo,324737220,195952,Mr. President,Coco Jamboo
"Destiny's Child - Jumpin', Jumpin'",323993028,121218,Destiny's Child,"Jumpin', Jumpin'"
Ace of Base - The Sign,323135399,187860,Ace of Base,The Sign
Randy Newman - You've Got a Friend in Me,322298145,140733,Randy Newman,You've Got a Friend in Me
The Goo Goo Dolls - Slide,322261566,170304,The Goo Goo Dolls,Slide
Stone Temple Pilots - Plush,320378721,139679,Stone Temple Pilots,Plush
Nirvana - Dumb,320205185,329285,Nirvana,Dumb
Matchbox Twenty - 3AM,319953286,157083,Matchbox Twenty,3AM
Aerosmith - Cryin',318795115,146236,Aerosmith,Cryin'
Radiohead - Fake Plastic Trees,317896075,212580,Radiohead,Fake Plastic Trees
Cristian Castro - No Podras,316812769,175791,Cristian Castro,No Podras
Korn - Falling Away from Me,316614372,204024,Korn,Falling Away from Me
Air Supply - Making Love Out of Nothing at All,316387205,216528,Air Supply,Making Love Out of Nothing at All
"Shakira - Ciega, Sordomuda",316085837,308807,Shakira,"Ciega, Sordomuda"
Los Ángeles Azules - El Listón De Tu Pelo,315941996,195130,Los Ángeles Azules,El Listón De Tu Pelo
Adolescent's Orquesta - Persona Ideal,315031286,299740,Adolescent's Orquesta,Persona Ideal
"Destiny's Child - Bills, Bills, Bills",314998435,124009,Destiny's Child,"Bills, Bills, Bills"
Rammstein - Engel,312035406,200272,Rammstein,Engel
Frankie Ruiz - Tú Con El,311312693,317113,Frankie Ruiz,Tú Con El
Eric Clapton - Tears in Heaven,311091890,72000,Eric Clapton,Tears in Heaven
Nas - N.Y. State of Mind,310842324,184009,Nas,N.Y. State of Mind
Creed - Higher,310816967,340632,Creed,Higher
System Of A Down - Sugar,308897615,247919,System Of A Down,Sugar
blink-182 - Dammit,308600523,132028,blink-182,Dammit
Moby - Porcelain,308510069,127468,Moby,Porcelain
Toby Keith - Should've Been A Cowboy,308245733,206173,Toby Keith,Should've Been A Cowboy
2Pac - Keep Ya Head Up,307884276,163956,2Pac,Keep Ya Head Up
Luis Miguel - Tengo Todo Excepto a Ti,306998842,178694,Luis Miguel,Tengo Todo Excepto a Ti
Kool & The Gang - Get Down On It,305581887,151929,Kool & The Gang,Get Down On It
Chayanne - Dejaría Todo,305377528,221347,Chayanne,Dejaría Todo
Montell Jordan - This Is How We Do It,304931903,137814,Montell Jordan,This Is How We Do It
Sinéad O'Connor - Nothing Compares 2 U,304901637,262601,Sinéad O'Connor,Nothing Compares 2 U
Massive Attack - Teardrop,303596516,164445,Massive Attack,Teardrop
Deftones - Be Quiet and Drive (Far Away),302350154,370847,Deftones,Be Quiet and Drive (Far Away)
Pet Shop Boys - Always on My Mind,301031160,161766,Pet Shop Boys,Always on My Mind
A Tribe Called Quest - Can I Kick It?,298967806,110642,A Tribe Called Quest,Can I Kick It?
Tom Petty and the Heartbreakers - Learning To Fly,297043744,151938,Tom Petty and the Heartbreakers,Learning To Fly
Bell Biv DeVoe - Poison,296432636,178809,Bell Biv DeVoe,Poison
Mariah Carey - Christmas (Baby Please Come Home),296427189,45956,Mariah Carey,Christmas (Baby Please Come Home)
Oasis - Live Forever,295375931,223797,Oasis,Live Forever
Lalo Rodriguez - Ven Devórame Otra Vez,295123245,291429,Lalo Rodriguez,Ven Devórame Otra Vez
Willie Colón - Talento De Televisión,294705533,216244,Willie Colón,Talento De Televisión
Nirvana - Rape Me,294509474,173377,Nirvana,Rape Me
Intocable - ¿Y Todo Para Qué?,293596077,245363,Intocable,¿Y Todo Para Qué?
"Destiny's Child - Independent Women, Pt. 1",292510645,91130,Destiny's Child,"Independent Women, Pt. 1"
K-Ci & JoJo - All My Life,291299666,131702,K-Ci & JoJo,All My Life
Take That - Back for Good,290976096,151276,Take That,Back for Good
The Offspring - Come Out and Play,290498714,157729,The Offspring,Come Out and Play
Selena - Como La Flor,289919798,165395,Selena,Como La Flor
Robert Miles - Children,289711133,172333,Robert Miles,Children
Marc Cohn - Walking in Memphis,288713608,79931,Marc Cohn,Walking in Memphis
Céline Dion - It's All Coming Back to Me Now,288663372,179583,Céline Dion,It's All Coming Back to Me Now
Luis Miguel - No Sé Tú,287805272,165543,Luis Miguel,No Sé Tú
Mariah Carey - Hero,287532657,116247,Mariah Carey,Hero
Lonestar - Amazed,287354941,104843,Lonestar,Amazed
Survivor - Burning Heart,286907098,162236,Survivor,Burning Heart
Nas - If I Ruled the World (Imagine That),285831654,113196,Nas,If I Ruled the World (Imagine That)
Pancho Barraza - Mi Enemigo El Amor,285233531,153384,Pancho Barraza,Mi Enemigo El Amor
Ms. Lauryn Hill - Ex-Factor,285199557,262751,Ms. Lauryn Hill,Ex-Factor
Boyz II Men - I'll Make Love To You,285119447,144057,Boyz II Men,I'll Make Love To You
Snoop Dogg - Who Am I (What’s My Name)?,285104940,142822,Snoop Dogg,Who Am I (What’s My Name)?
Metallica - Fuel,283096645,239276,Metallica,Fuel
George Michael - Freedom! '90,282224883,108754,George Michael,Freedom! '90
The Cranberries - Ode To My Family,280738261,167201,The Cranberries,Ode To My Family
Journey - Faithfully,278934076,108985,Journey,Faithfully
Jerry Rivera - Amores Como el Nuestro,278912829,163502,Jerry Rivera,Amores Como el Nuestro
Green Day - Brain Stew,278273949,506702,Green Day,Brain Stew
Savage Garden - I Knew I Loved You,278161063,129321,Savage Garden,I Knew I Loved You
Caifanes - La Célula Que Explota,277498179,202944,Caifanes,La Célula Que Explota
Intocable - Fuerte No Soy,276485830,130456,Intocable,Fuerte No Soy
Dr. Dre - Xxplosive,273797075,132435,Dr. Dre,Xxplosive
Barenaked Ladies - One Week,273558634,83499,Barenaked Ladies,One Week
Ice Cube - Check Yo Self,272976956,136201,Ice Cube,Check Yo Self
Korn - Got the Life,272078612,193043,Korn,Got the Life
Journey - Open Arms,272028091,105343,Journey,Open Arms
Tracy Chapman - Give Me One Reason,271501746,140396,Tracy Chapman,Give Me One Reason
Oasis - Stand By Me,270973555,168629,Oasis,Stand By Me
Mariah Carey - Without You,270877296,130860,Mariah Carey,Without You
2Pac - 2 Of Amerikaz Most Wanted,270735693,210946,2Pac,2 Of Amerikaz Most Wanted
Backstreet Boys - Quit Playing Games (With My Heart),270392564,172338,Backstreet Boys,Quit Playing Games (With My Heart)
Pearl Jam - Yellow Ledbetter,270101015,120882,Pearl Jam,Yellow Ledbetter
Los Socios Del Ritmo - Llorar,269378018,277925,Los Socios Del Ritmo,Llorar
Heroes Del Silencio - Entre dos tierras,269140016,153239,Heroes Del Silencio,Entre dos tierras
Inner Circle - Bad Boys,268869860,198519,Inner Circle,Bad Boys
Panteon Rococo - La Dosis Perfecta,268611793,101054,Panteon Rococo,La Dosis Perfecta
Rage Against The Machine - Guerrilla Radio,268233279,112507,Rage Against The Machine,Guerrilla Radio
Pretenders - I'll Stand by You,267479356,137933,Pretenders,I'll Stand by You
Toni Braxton - Un-Break My Heart,267324473,148065,Toni Braxton,Un-Break My Heart
Sir Mix-A-Lot - Baby Got Back,267205797,138384,Sir Mix-A-Lot,Baby Got Back
The Notorious B.I.G. - Notorious Thugs,264907548,163240,The Notorious B.I.G.,Notorious Thugs
Guns N' Roses - Live And Let Die,264412902,127641,Guns N' Roses,Live And Let Die
Nirvana - All Apologies,264265253,206664,Nirvana,All Apologies
USHER - You Make Me Wanna...,263717336,104607,USHER,You Make Me Wanna...
Ana Gabriel - Quién Como Tú,262891492,196603,Ana Gabriel,Quién Como Tú
iNi Kamoze - Here Comes the Hotstepper,262659869,128378,iNi Kamoze,Here Comes the Hotstepper
Eazy-E - Real Muthaphuckkin G's,261588965,167573,Eazy-E,Real Muthaphuckkin G's
UB40 - (I Can't Help) Falling In Love With You,259946217,137538,UB40,(I Can't Help) Falling In Love With You
Israel Kamakawiwo'ole - Somewhere Over The Rainbow_What A Wonderful World,258998058,127042,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World
Radiohead - Exit Music (For A Film),258992176,280224,Radiohead,Exit Music (For A Film)
Simply Red - Stars,258939585,140828,Simply Red,Stars
Marcy Playground - Sex & Candy,258489892,151442,Marcy Playground,Sex & Candy
Brian McKnight - Back At One,258373897,121331,Brian McKnight,Back At One
Salt-N-Pepa - Shoop,258012386,150572,Salt-N-Pepa,Shoop
Five For Fighting - Superman (It's Not Easy),257756876,87160,Five For Fighting,Superman (It's Not Easy)
KC & The Sunshine Band - Give It Up,256505251,134930,KC & The Sunshine Band,Give It Up
Los Tucanes De Tijuana - La Chona,255942303,180774,Los Tucanes De Tijuana,La Chona
Cardenales De Nuevo León - Mi Cómplice,255613657,323767,Cardenales De Nuevo León,Mi Cómplice
Molotov - Gimme Tha Power,255384205,125806,Molotov,Gimme Tha Power
Mos Def - Ms. Fat Booty,255373524,106702,Mos Def,Ms. Fat Booty
Opus - Live Is Life,254884768,142009,Opus,Live Is Life
Portishead - Glory Box,254540283,242322,Portishead,Glory Box
Alice In Chains - Nutshell,254459028,236312,Alice In Chains,Nutshell
Neil Young - Harvest Moon,253871340,153399,Neil Young,Harvest Moon
Wet Wet Wet - Love Is All Around,252788534,100497,Wet Wet Wet,Love Is All Around
Alanis Morissette - You Oughta Know,251942764,106008,Alanis Morissette,You Oughta Know
Eros Ramazzotti - La Cosa Mas Bella,251926147,131233,Eros Ramazzotti,La Cosa Mas Bella
JAY-Z - Hard Knock Life (Ghetto Anthem),249304619,75799,JAY-Z,Hard Knock Life (Ghetto Anthem)
2Pac - I Get Around,249111981,100785,2Pac,I Get Around
Donna Lewis - I Love You Always Forever,248657409,103367,Donna Lewis,I Love You Always Forever
Madonna - Vogue,247838979,125543,Madonna,Vogue
Mobb Deep - Survival of the Fittest,247403486,131723,Mobb Deep,Survival of the Fittest
Sisqo - Thong Song,247243071,122370,Sisqo,Thong Song
Santana - Black Magic Woman,246902665,202450,Santana,Black Magic Woman
Michael Jackson - Black or White,245717344,120146,Michael Jackson,Black or White
Luis Miguel - Entrégate,245627920,136270,Luis Miguel,Entrégate
Kabah - La Calle De Las Sirenas,245036814,76053,Kabah,La Calle De Las Sirenas
Gloria Estefan - Conga,245003836,116743,Gloria Estefan,Conga
Alice In Chains - Rooster (2022 Remaster),244859151,172074,Alice In Chains,Rooster (2022 Remaster)
Los Enanitos Verdes - Luz De Dia,244771375,188369,Los Enanitos Verdes,Luz De Dia
DMX - Ruff Ryders' Anthem,243952065,130312,DMX,Ruff Ryders' Anthem
Edwin McCain - I'll Be,243488338,97924,Edwin McCain,I'll Be
Foo Fighters - Monkey Wrench,243302308,100183,Foo Fighters,Monkey Wrench
MF DOOM - Doomsday,242912458,214104,MF DOOM,Doomsday
Beastie Boys - Intergalactic,241708279,99452,Beastie Boys,Intergalactic
All-4-One - I Swear,239745542,102212,All-4-One,I Swear
The Smashing Pumpkins - Disarm,239681648,146743,The Smashing Pumpkins,Disarm
Caifanes - No Dejes Que...,238726421,204018,Caifanes,No Dejes Que...
CAKE - The Distance,238151558,118033,CAKE,The Distance
*NSYNC - Tearin' up My Heart,237981640,128378,*NSYNC,Tearin' up My Heart
Café Tacvba - Como te extraño mi amor,237926193,108418,Café Tacvba,Como te extraño mi amor
Scorpions - Send Me An Angel,237606381,129684,Scorpions,Send Me An Angel
Cristian Castro - Por Amarte Así,236482001,125315,Cristian Castro,Por Amarte Así
Bush - Glycerine,236362298,106933,Bush,Glycerine
Buena Vista Social Club - Chan Chan,236294110,93495,Buena Vista Social Club,Chan Chan
Guns N' Roses - You Could Be Mine,236289088,112155,Guns N' Roses,You Could Be Mine
Los Prisioneros - Tren Al Sur,236092520,135889,Los Prisioneros,Tren Al Sur
Metallica - Wherever I May Roam (Remastered),236083391,145063,Metallica,Wherever I May Roam (Remastered)
Chalino Sanchez - Nieves De Enero,235512817,164870,Chalino Sanchez,Nieves De Enero
Luis Miguel - Suave,234887220,100363,Luis Miguel,Suave
Grupo Cañaveral De Humberto Pabón - Tiene Espinas El Rosal,234565311,284370,Grupo Cañaveral De Humberto Pabón,Tiene Espinas El Rosal
C & C Music Factory - Gonna Make You Sweat (Everybody Dance Now),234562719,128131,C & C Music Factory,Gonna Make You Sweat (Everybody Dance Now)
Paul Young - Every Time You Go Away,233373071,116274,Paul Young,Every Time You Go Away
The Rembrandts - I'll Be There for You,232968927,95715,The Rembrandts,I'll Be There for You
Backstreet Boys - Everybody (Backstreet's Back),232942094,72245,Backstreet Boys,Everybody (Backstreet's Back)
Los Fabulosos Cadillacs - Matador,232581586,112662,Los Fabulosos Cadillacs,Matador
Radiohead - Paranoid Android,232374463,125733,Radiohead,Paranoid Android
Lighthouse Family - High,232288958,97316,Lighthouse Family,High
Chayanne - Un Siglo Sin Ti,232146561,183181,Chayanne,Un Siglo Sin Ti
Dr. Alban - It's My Life,231760648,158805,Dr. Alban,It's My Life
Sheryl Crow - All I Wanna Do,231445796,97267,Sheryl Crow,All I Wanna Do
Chumbawamba - Tubthumping,231291878,121840,Chumbawamba,Tubthumping
Dave Matthews Band - Crash into Me,230631781,64387,Dave Matthews Band,Crash into Me
Heroes Del Silencio - Maldito duende,230353587,122011,Heroes Del Silencio,Maldito duende
Céline Dion - The Power of Love,229862047,167107,Céline Dion,The Power of Love
Meat Loaf - I'd Do Anything For Love (But I Won't Do That),229544274,84545,Meat Loaf,I'd Do Anything For Love (But I Won't Do That)
Crowded House - Weather With You,229374477,147479,Crowded House,Weather With You
Warrant - Cherry Pie,229050808,77745,Warrant,Cherry Pie
Michael Jackson - Heal the World,228793178,125968,Michael Jackson,Heal the World
Luis Miguel - Sabor a Mi,228518261,236833,Luis Miguel,Sabor a Mi
Tim McGraw - Something Like That,228398188,106025,Tim McGraw,Something Like That
Los Tucanes De Tijuana - Amor Platónico,227840649,201129,Los Tucanes De Tijuana,Amor Platónico
Incubus - Pardon Me,227770342,104695,Incubus,Pardon Me
Guns N' Roses - Civil War,226724246,91421,Guns N' Roses,Civil War
Joan Sebastian - Rumores,226676911,178061,Joan Sebastian,Rumores
Brandy - The Boy Is Mine,226637094,239117,Brandy,The Boy Is Mine
Pulp - Common People,224760060,62038,Pulp,Common People
David Gray - This Year's Love,222972333,115438,David Gray,This Year's Love
Deee-Lite - Groove Is in the Heart,222757651,118934,Deee-Lite,Groove Is in the Heart
Bone Thugs-N-Harmony - Tha Crossroads,222514143,74613,Bone Thugs-N-Harmony,Tha Crossroads
Eros Ramazzotti - Otra Como Tu,222011025,109068,Eros Ramazzotti,Otra Como Tu
Red Hot Chili Peppers - Around the World,221524587,104075,Red Hot Chili Peppers,Around the World
Alejandra Guzman - Hacer El Amor Con Otro,221476687,146082,Alejandra Guzman,Hacer El Amor Con Otro
The Chicks - Cowboy Take Me Away,219781505,91471,The Chicks,Cowboy Take Me Away
Manu Chao - Bongo Bong,219103373,107158,Manu Chao,Bongo Bong
Ice Cube - No Vaseline,218657860,124108,Ice Cube,No Vaseline
Creed - With Arms Wide Open,218303825,196131,Creed,With Arms Wide Open
Nirvana - Where Did You Sleep Last Night,218297275,76956,Nirvana,Where Did You Sleep Last Night
"*NSYNC - Merry Christmas, Happy Holidays",217371160,20013,*NSYNC,"Merry Christmas, Happy Holidays"
Collective Soul - Shine,217329299,125909,Collective Soul,Shine
Sarah McLachlan - Angel,217030438,69274,Sarah McLachlan,Angel
Third Eye Blind - Jumper,216223602,125177,Third Eye Blind,Jumper
Rod Stewart - All for Love,216163785,73668,Rod Stewart,All for Love
The Corrs - Breathless,216130171,109101,The Corrs,Breathless
Culture Beat - Mr. Vain,215938722,120103,Culture Beat,Mr. Vain
Liquido - Narcotic,215748299,127341,Liquido,Narcotic
Mijares - El Privilegio De Amar,215427516,82981,Mijares,El Privilegio De Amar
Chaka Demus & Pliers - Murder She Wrote,215366490,118522,Chaka Demus & Pliers,Murder She Wrote
Bryan Adams - Have You Ever Really Loved A Woman?,214627058,119474,Bryan Adams,Have You Ever Really Loved A Woman?
Selena - El Chico Del Apartamento 512,214568881,139977,Selena,El Chico Del Apartamento 512
Hootie & The Blowfish - Only Wanna Be With You,214529448,82733,Hootie & The Blowfish,Only Wanna Be With You
Next - Too Close,214115954,73542,Next,Too Close
Gloria Trevi - Con los Ojos Cerrados,214107368,172175,Gloria Trevi,Con los Ojos Cerrados
Maldita Vecindad Y Los Hijos Del 5to. Patio - Kumbala,213779160,131927,Maldita Vecindad Y Los Hijos Del 5to. Patio,Kumbala
