Artist and Title,Streams,Daily,Artist,Song
"Ozzy Osbourne - Mama, I'm Coming Home",213636908,79663,Ozzy Osbourne,"Mama, I'm Coming Home"
Dr. Dre - Keep Their Heads Ringin',213625371,157910,Dr. Dre,Keep Their Heads Ringin'
Erykah Badu - On & On,213513984,117624,Erykah Badu,On & On
Sublime - Badfish,213188662,112543,Sublime,Badfish
Marco Antonio Solís - La Venia Bendita,213180546,148621,Marco Antonio Solís,La Venia Bendita
Green Day - Welcome to Paradise,213118482,98296,Green Day,Welcome to Paradise
Eddie Santiago - Lluvia,213096751,194378,Eddie Santiago,Lluvia
Robin S - Show Me Love,212943370,113377,Robin S,Show Me Love
Pras - Ghetto Supastar (That is What You Are),212355719,85676,Pras,Ghetto Supastar (That is What You Are)
Los Ángeles Azules - 17 Años,211765911,144546,Los Ángeles Azules,17 Años
JUVENILE - Back That Azz Up,211758941,76747,JUVENILE,Back That Azz Up
Shania Twain - That Don't Impress Me Much,211257175,104773,Shania Twain,That Don't Impress Me Much
Antônio Carlos Jobim - The Girl From Ipanema,210917421,111141,Antônio Carlos Jobim,The Girl From Ipanema
Los Acosta - Como Una Novela,210698741,125739,Los Acosta,Como Una Novela
Ricardo Arjona - Mujeres,210655316,97698,Ricardo Arjona,Mujeres
Hanson - MMMBop,210450013,81250,Hanson,MMMBop
Shakira - Estoy Aquí,210439674,135654,Shakira,Estoy Aquí
Cypress Hill - Hits from the Bong,210231178,92109,Cypress Hill,Hits from the Bong
SNAP! - Rhythm Is a Dancer,210100599,147663,SNAP!,Rhythm Is a Dancer
Alanis Morissette - Hand in My Pocket,209817849,174708,Alanis Morissette,Hand in My Pocket
Kim Wilde - Kids In America,209787942,90300,Kim Wilde,Kids In America
Soundgarden - Spoonman,209672889,95590,Soundgarden,Spoonman
Backstreet Boys - Larger Than Life,209640485,109011,Backstreet Boys,Larger Than Life
Los Fabulosos Cadillacs - Siguiendo la Luna,208815943,99668,Los Fabulosos Cadillacs,Siguiendo la Luna
Red Hot Chili Peppers - Road Trippin',208644621,126831,Red Hot Chili Peppers,Road Trippin'
Vicente Fernández - Acá Entre Nos,208218641,139169,Vicente Fernández,Acá Entre Nos
Jarabe De Palo - Agua,207648426,125286,Jarabe De Palo,Agua
Marisela - La Pareja Ideal,207121070,203867,Marisela,La Pareja Ideal
2Pac - Only God Can Judge Me,206781144,85136,2Pac,Only God Can Judge Me
Pearl Jam - Daughter,206628965,94048,Pearl Jam,Daughter
The Notorious B.I.G. - Who Shot Ya?,206325017,96484,The Notorious B.I.G.,Who Shot Ya?
James - Laid,205999013,102830,James,Laid
The Cardigans - My Favourite Game,205876795,168340,The Cardigans,My Favourite Game
OMC - How Bizarre,205837825,90138,OMC,How Bizarre
Mariah Carey - One Sweet Day,205712040,100494,Mariah Carey,One Sweet Day
Backstreet Boys - Show Me the Meaning of Being Lonely,205375850,100367,Backstreet Boys,Show Me the Meaning of Being Lonely
Ozzy Osbourne - No More Tears,205183478,177601,Ozzy Osbourne,No More Tears
Whitney Houston - My Love Is Your Love,204967781,74900,Whitney Houston,My Love Is Your Love
Slipknot - Spit It Out,203635503,169430,Slipknot,Spit It Out
Eric Clapton - Tears in Heaven,203417460,112943,Eric Clapton,Tears in Heaven
Chayanne - Y Tú Te Vas,202743712,152993,Chayanne,Y Tú Te Vas
2Pac - How Do U Want It,202650185,100807,2Pac,How Do U Want It
Sade - No Ordinary Love,201957514,116615,Sade,No Ordinary Love
Shakira - Si Te Vas,201687714,188734,Shakira,Si Te Vas
Method Man - Da Rockwilder,201374907,72909,Method Man,Da Rockwilder
Los Tigres Del Norte - La Mesa Del Rincón,201088237,165438,Los Tigres Del Norte,La Mesa Del Rincón
Rocío Dúrcal - Como Tu Mujer,200866352,147899,Rocío Dúrcal,Como Tu Mujer
Duran Duran - Come Undone,200725366,124185,Duran Duran,Come Undone
Los Temerarios - Mi Vida Eres Tú,200073638,204060,Los Temerarios,Mi Vida Eres Tú
TLC - Creep,199637697,67334,TLC,Creep
Nek - Laura no està,199210269,101672,Nek,Laura no està
Sheila On 7 - Dan...,199189036,211226,Sheila On 7,Dan...
Luis Miguel - Si Nos Dejan,199104221,103324,Luis Miguel,Si Nos Dejan
Eros Ramazzotti - Cosas De La Vida,199092843,105126,Eros Ramazzotti,Cosas De La Vida
Sublime - Wrong Way,198652990,140174,Sublime,Wrong Way
Ricardo Arjona - Historia de Taxi,198626098,119051,Ricardo Arjona,Historia de Taxi
Outkast - ATLiens,198051121,175072,Outkast,ATLiens
Kris Kross - Jump,197004957,76111,Kris Kross,Jump
Tom Petty - Wildflowers,196676820,146212,Tom Petty,Wildflowers
Aaliyah - Are You That Somebody,195901855,171153,Aaliyah,Are You That Somebody
Wilson Phillips - Hold On,195807709,79898,Wilson Phillips,Hold On
The Smashing Pumpkins - Today,194639478,169724,The Smashing Pumpkins,Today
Spice Girls - Stop,194571912,79705,Spice Girls,Stop
Fuel - Shimmer,194212810,73597,Fuel,Shimmer
SWV - Weak,194134931,99730,SWV,Weak
Sade - Like a Tattoo,193536752,335929,Sade,Like a Tattoo
Korn - Blind,193105495,172907,Korn,Blind
Eve 6 - Inside Out,193087969,64380,Eve 6,Inside Out
JAY-Z - Big Pimpin',192739254,92042,JAY-Z,Big Pimpin'
Jimmy Cliff - I Can See Clearly Now,192706384,61483,Jimmy Cliff,I Can See Clearly Now
Vilma Palma e Vampiros - Bye Bye,192667310,129417,Vilma Palma e Vampiros,Bye Bye
"Tim McGraw - I Like It, I Love It",192522684,112735,Tim McGraw,"I Like It, I Love It"
Faith No More - Easy,192228668,56623,Faith No More,Easy
Vicente Fernández - Hermoso Cariño,192162093,104661,Vicente Fernández,Hermoso Cariño
Placebo - Every You Every Me,192144634,83162,Placebo,Every You Every Me
Elton John - Don't Let The Sun Go Down On Me,191277102,72852,Elton John,Don't Let The Sun Go Down On Me
Grupo Niche - Gotas De Lluvia,191073417,100340,Grupo Niche,Gotas De Lluvia
Radiohead - Just,190848554,184054,Radiohead,Just
Jackson Browne - Running on Empty,190784192,51302,Jackson Browne,Running on Empty
Tina Turner - Proud Mary,190536252,69793,Tina Turner,Proud Mary
Soundgarden - Fell On Black Days,190526688,117881,Soundgarden,Fell On Black Days
Hole - Celebrity Skin,190487242,118994,Hole,Celebrity Skin
Gustavo Cerati - Puente,190251255,91206,Gustavo Cerati,Puente
Oasis - Supersonic,189931611,156763,Oasis,Supersonic
Mikel Erentxun - A un minuto de ti,189825731,289518,Mikel Erentxun,A un minuto de ti
Faith Hill - This Kiss,189461578,104196,Faith Hill,This Kiss
Sublime - Doin' Time,189393789,92611,Sublime,Doin' Time
Eminem - Guilty Conscience,189142690,69747,Eminem,Guilty Conscience
LA INDIA - Vivir Lo Nuestro,188860601,95389,LA INDIA,Vivir Lo Nuestro
Weezer - Undone,187955996,153810,Weezer,Undone
Selena - No Me Queda Más,187754186,107006,Selena,No Me Queda Más
Mijares - Para Amarnos Más,186864292,63010,Mijares,Para Amarnos Más
Mägo de Oz - Molinos De Viento,186859888,167938,Mägo de Oz,Molinos De Viento
El Tri - Las piedras rodantes,186803842,92707,El Tri,Las piedras rodantes
Ricky Martin - Vuelve,186790559,85692,Ricky Martin,Vuelve
Selena - Dreaming Of You,186623395,91441,Selena,Dreaming Of You
R.E.M. - Man On The Moon,186610838,82969,R.E.M.,Man On The Moon
Robbie Williams - She's The One,185258749,75858,Robbie Williams,She's The One
Alice In Chains - Them Bones (2022 Remaster),185172765,283504,Alice In Chains,Them Bones (2022 Remaster)
Annie Lennox - Walking on Broken Glass,185049399,48570,Annie Lennox,Walking on Broken Glass
Five For Fighting - 100 Years,184951003,56859,Five For Fighting,100 Years
Adolescent's Orquesta - Anhelo,184913581,221028,Adolescent's Orquesta,Anhelo
Chalino Sanchez - Alma Enamorada,184846786,107776,Chalino Sanchez,Alma Enamorada
Shakira - Tú,184677449,113740,Shakira,Tú
Limp Bizkit - Nookie,184306378,183233,Limp Bizkit,Nookie
Rob Zombie - Living Dead Girl,184216340,186302,Rob Zombie,Living Dead Girl
Los Temerarios - Tu Última Canción,184069313,183080,Los Temerarios,Tu Última Canción
Vilma Palma e Vampiros - La Pachanga,183613683,91084,Vilma Palma e Vampiros,La Pachanga
Ol' Dirty Bastard - Got Your Money,183250419,62045,Ol' Dirty Bastard,Got Your Money
The Smashing Pumpkins - Cherub Rock,183170412,71880,The Smashing Pumpkins,Cherub Rock
Pearl Jam - Better Man,183149263,76085,Pearl Jam,Better Man
Grupo Bryndis - Amor Prohibido,182849871,171817,Grupo Bryndis,Amor Prohibido
Nas - The World Is Yours,182507518,100925,Nas,The World Is Yours
Vince Guaraldi Trio - Christmas Time Is Here,182089086,33899,Vince Guaraldi Trio,Christmas Time Is Here
Nirvana - Lake Of Fire,181863060,70648,Nirvana,Lake Of Fire
Trisha Yearwood - She's In Love With The Boy,181791026,104468,Trisha Yearwood,She's In Love With The Boy
Boyz II Men - On Bended Knee,181527055,441398,Boyz II Men,On Bended Knee
Mike + The Mechanics - Over My Shoulder,181500398,69313,Mike + The Mechanics,Over My Shoulder
George Strait - Carrying Your Love With Me,181255124,117201,George Strait,Carrying Your Love With Me
Vengaboys - We Like To Party! (The Vengabus),181254719,101902,Vengaboys,We Like To Party! (The Vengabus)
Tim McGraw - Just To See You Smile,180677557,68450,Tim McGraw,Just To See You Smile
Alejandra Guzman - Eternamente Bella,180145392,120794,Alejandra Guzman,Eternamente Bella
Chaka Khan - I'm Every Woman,180068196,93183,Chaka Khan,I'm Every Woman
The Verve - Lucky Man,180055431,95061,The Verve,Lucky Man
Bone Thugs-N-Harmony - Thuggish Ruggish Bone,179798263,138116,Bone Thugs-N-Harmony,Thuggish Ruggish Bone
Rayito Colombiano - Muchachita Consentida,179363220,95151,Rayito Colombiano,Muchachita Consentida
Tevin Campbell - Can We Talk,178770334,157516,Tevin Campbell,Can We Talk
Roxette - Spending My Time,178665598,158747,Roxette,Spending My Time
Los Rodriguez - Sin documentos,178473540,112415,Los Rodriguez,Sin documentos
Des'ree - You Gotta Be,178110521,57727,Des'ree,You Gotta Be
The Chicks - Wide Open Spaces,177779687,71387,The Chicks,Wide Open Spaces
Ol' Dirty Bastard - Shimmy Shimmy Ya,177465258,60182,Ol' Dirty Bastard,Shimmy Shimmy Ya
Westlife - If I Let You Go,177439555,95468,Westlife,If I Let You Go
Los Cafres - Tus Ojos,177406400,99511,Los Cafres,Tus Ojos
Enya - Caribbean Blue,175970871,117581,Enya,Caribbean Blue
Miguel Bosé - Si tú no vuelves,175907522,115920,Miguel Bosé,Si tú no vuelves
A Tribe Called Quest - Electric Relaxation,175755588,77386,A Tribe Called Quest,Electric Relaxation
George Strait - Write This Down,175647760,133983,George Strait,Write This Down
2Pac - Can't C Me,175475224,120415,2Pac,Can't C Me
Nirvana - Breed,175361745,155574,Nirvana,Breed
Conjunto Primavera - Necesito Decirte,175315551,149461,Conjunto Primavera,Necesito Decirte
Fugees - Fu-Gee-La,175153278,85606,Fugees,Fu-Gee-La
Alejandro Fernández - Como Quien Pierde una Estrella,174931756,94741,Alejandro Fernández,Como Quien Pierde una Estrella
The Notorious B.I.G. - Suicidal Thoughts,174718844,58108,The Notorious B.I.G.,Suicidal Thoughts
Céline Dion - All By Myself,174717853,106823,Céline Dion,All By Myself
Kool & The Gang - Celebration,174578635,48647,Kool & The Gang,Celebration
Grupo Niche - Una Aventura,174501084,87607,Grupo Niche,Una Aventura
Alejandro Sanz - Mi soledad y yo,174179671,88789,Alejandro Sanz,Mi soledad y yo
The Prodigy - Breathe,174124560,74970,The Prodigy,Breathe
Eric Clapton - Change the World,173685474,49137,Eric Clapton,Change the World
Pantera - Cemetery Gates,173589593,85937,Pantera,Cemetery Gates
Fey - Azúcar Amargo,173026946,86028,Fey,Azúcar Amargo
Andrea Bocelli - Con Te Partirò,172594301,93913,Andrea Bocelli,Con Te Partirò
Mase - Feel so Good,171435313,93310,Mase,Feel so Good
Bryan Adams - When You're Gone,171373940,86461,Bryan Adams,When You're Gone
Jon Bon Jovi - Blaze Of Glory,171086940,61471,Jon Bon Jovi,Blaze Of Glory
Fito Paez - Mariposa tecknicolor,170972301,75528,Fito Paez,Mariposa tecknicolor
Andrea Bocelli - Time To Say Goodbye,170929351,76338,Andrea Bocelli,Time To Say Goodbye
The Roots - You Got Me,170834350,65912,The Roots,You Got Me
Los Mier - Te Amo,170609768,143380,Los Mier,Te Amo
Anastacia - Left Outside Alone,170350023,92310,Anastacia,Left Outside Alone
Whigfield - Saturday Night,169763142,88885,Whigfield,Saturday Night
Sash! - Ecuador,169663183,94296,Sash!,Ecuador
Sade - Kiss of Life,169386787,217542,Sade,Kiss of Life
Grupo Bryndis - Tu Traición,169210266,165243,Grupo Bryndis,Tu Traición
Stardust - Music Sounds Better With You,168989835,194422,Stardust,Music Sounds Better With You
Eminem - Role Model,168927329,121144,Eminem,Role Model
Los Pericos - Pupilas Lejanas,168831785,129917,Los Pericos,Pupilas Lejanas
Stardust - Music Sounds Better With You,168756014,141394,Stardust,Music Sounds Better With You
Nightcrawlers - Push the Feeling On,168737326,73836,Nightcrawlers,Push the Feeling On
Silverchair - Tomorrow,168551014,58046,Silverchair,Tomorrow
Luis Alberto Spinetta - Seguir Viviendo Sin Tu Amor,168128816,104904,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor
Santana - Corazon Espinado,168127910,87329,Santana,Corazon Espinado
Will Smith - Men In Black,167721687,85017,Will Smith,Men In Black
Eddie Santiago - Mia,167223993,164374,Eddie Santiago,Mia
Robbie Williams - Let Me Entertain You,166891763,50992,Robbie Williams,Let Me Entertain You
Whitney Houston - When You Believe,166251589,71785,Whitney Houston,When You Believe
Naughty By Nature - Hip Hop Hooray,165923563,89824,Naughty By Nature,Hip Hop Hooray
Third Eye Blind - How's It Going to Be,165703858,62895,Third Eye Blind,How's It Going to Be
Charles & Eddie - Would I Lie To You?,165338689,71215,Charles & Eddie,Would I Lie To You?
Megadeth - Holy Wars...The Punishment Due,165328194,84523,Megadeth,Holy Wars...The Punishment Due
Metallica - Turn The Page,165277415,81962,Metallica,Turn The Page
Dido - Here With Me,165225653,82178,Dido,Here With Me
Genesis - I Can't Dance,164833696,59581,Genesis,I Can't Dance
Jennifer Lopez - If You Had My Love,164751189,62659,Jennifer Lopez,If You Had My Love
Jerry Rivera - Qué Hay de Malo,164542715,84400,Jerry Rivera,Qué Hay de Malo
Cher - The Shoop Shoop Song (It's In His Kiss),164265771,93861,Cher,The Shoop Shoop Song (It's In His Kiss)
Sugar Ray - Fly,164184048,67745,Sugar Ray,Fly
Billy Ray Cyrus - Achy Breaky Heart,163638075,78805,Billy Ray Cyrus,Achy Breaky Heart
Sheryl Crow - If It Makes You Happy,163579269,87621,Sheryl Crow,If It Makes You Happy
White Town - Your Woman,163566451,121666,White Town,Your Woman
David Gray - Babylon,163198254,124701,David Gray,Babylon
Gigi D'Agostino - Bla Bla Bla,162590662,206140,Gigi D'Agostino,Bla Bla Bla
Stone Temple Pilots - Creep,162400534,96503,Stone Temple Pilots,Creep
Metallica - The Unforgiven II,162076113,95359,Metallica,The Unforgiven II
Dr. Alban - Sing Hallelujah!,161966231,118206,Dr. Alban,Sing Hallelujah!
Estopa - Como Camarón,161757697,100248,Estopa,Como Camarón
Djavan - Se...,161184414,85455,Djavan,Se...
Nirvana - Drain You,161152824,112331,Nirvana,Drain You
Ms. Lauryn Hill - Can't Take My Eyes Off of You,160869398,121069,Ms. Lauryn Hill,Can't Take My Eyes Off of You
Ana Gabriel - ¡Ay Amor!,160344135,143054,Ana Gabriel,¡Ay Amor!
Rage Against The Machine - Bombtrack,160144596,73949,Rage Against The Machine,Bombtrack
Rage Against The Machine - Sleep Now In the Fire,159107593,66079,Rage Against The Machine,Sleep Now In the Fire
Céline Dion - Beauty and the Beast,159101376,66116,Céline Dion,Beauty and the Beast
Spice Girls - 2 Become 1,159100493,64377,Spice Girls,2 Become 1
2Pac - All About U,158996372,52158,2Pac,All About U
Pat Benatar - Love Is A Battlefield,158449243,82462,Pat Benatar,Love Is A Battlefield
Jennifer Lopez - Waiting for Tonight,158272408,67907,Jennifer Lopez,Waiting for Tonight
Juan Luis Guerra 4.40 - Bachata Rosa,158155285,122943,Juan Luis Guerra 4.40,Bachata Rosa
Alice In Chains - Down In A Hole (2022 Remaster),157945458,108678,Alice In Chains,Down In A Hole (2022 Remaster)
Heart - All I Wanna Do Is Make Love To You,157919166,82311,Heart,All I Wanna Do Is Make Love To You
Janet Jackson - Together Again,157897656,43309,Janet Jackson,Together Again
Biz Markie - Just a Friend,157874328,56159,Biz Markie,Just a Friend
Jackson Browne - Doctor My Eyes,157451116,50628,Jackson Browne,Doctor My Eyes
Moby - Natural Blues,157341345,70027,Moby,Natural Blues
Green Day - Longview,157208543,67895,Green Day,Longview
The Cardigans - Step On Me,156721215,236601,The Cardigans,Step On Me
Temple Of The Dog - Hunger Strike,156234812,72532,Temple Of The Dog,Hunger Strike
Vanessa Williams - Save The Best For Last,155785746,46482,Vanessa Williams,Save The Best For Last
Gilberto Santa Rosa - Conciencia,155586427,85005,Gilberto Santa Rosa,Conciencia
Etta James - Something's Got A Hold On Me,155484287,94808,Etta James,Something's Got A Hold On Me
Gang Starr - Full Clip,155313935,76018,Gang Starr,Full Clip
Andrea Bocelli - Vivo per lei,155193100,85927,Andrea Bocelli,Vivo per lei
Dr. Dre - The Watcher,155127940,137137,Dr. Dre,The Watcher
Bush - Machinehead,155056344,79603,Bush,Machinehead
Tamia - So Into You,155012119,130822,Tamia,So Into You
Los Temerarios - Eres un Sueño,154765587,162651,Los Temerarios,Eres un Sueño
Los Rieleros Del Norte - El Columpio,154669649,95431,Los Rieleros Del Norte,El Columpio
New Order - Blue Monday '88,154541174,67002,New Order,Blue Monday '88
Spice Girls - Say You'll Be There,154441709,79246,Spice Girls,Say You'll Be There
Oasis - She's Electric,154202669,122980,Oasis,She's Electric
Slipknot - Eyeless,154092238,208803,Slipknot,Eyeless
The Goo Goo Dolls - Name,153875413,81923,The Goo Goo Dolls,Name
José José - Lo Dudo,153844944,135807,José José,Lo Dudo
Luis Miguel - Amarte es un placer,153796892,86485,Luis Miguel,Amarte es un placer
Janet Jackson - That's The Way Love Goes,153351405,64397,Janet Jackson,That's The Way Love Goes
Binomio de Oro de América - Olvídala,153241787,109300,Binomio de Oro de América,Olvídala
The Notorious B.I.G. - Gimme the Loot,152668377,52460,The Notorious B.I.G.,Gimme the Loot
Wu-Tang Clan - Wu-Tang Clan Ain't Nuthing ta F' Wit,152659219,51769,Wu-Tang Clan,Wu-Tang Clan Ain't Nuthing ta F' Wit
Anastacia - I'm Outta Love,152554889,85934,Anastacia,I'm Outta Love
Luis Miguel - Usted,152099296,145772,Luis Miguel,Usted
Céline Dion - That's the Way It Is,151552498,116205,Céline Dion,That's the Way It Is
Raimundos - Mulher de fases,151356263,139744,Raimundos,Mulher de fases
Moby - Flower,151338762,62704,Moby,Flower
Spice Girls - Spice Up Your Life,150950221,64701,Spice Girls,Spice Up Your Life
Judas Priest - Painkiller,150234581,67278,Judas Priest,Painkiller
Ghost Town DJs - My Boo,149986860,40817,Ghost Town DJs,My Boo
System Of A Down - Spiders,149818006,111820,System Of A Down,Spiders
Rosana - Si tú no estas,149401107,42475,Rosana,Si tú no estas
Céline Dion - Happy Xmas (War Is Over),149360048,14198,Céline Dion,Happy Xmas (War Is Over)
Eraserheads - Ang Huling El Bimbo,148985956,115694,Eraserheads,Ang Huling El Bimbo
Café Tacvba - La ingrata,148531216,74614,Café Tacvba,La ingrata
Gin Blossoms - Hey Jealousy,148314081,61172,Gin Blossoms,Hey Jealousy
Marc Anthony - Y Hubo Alguien,148057655,86002,Marc Anthony,Y Hubo Alguien
Hikaru Utada - First Love,147960811,108861,Hikaru Utada,First Love
José José - Almohada,147713182,122934,José José,Almohada
Aerosmith - Amazing,147430567,56460,Aerosmith,Amazing
Carlos Vives - La Gota Fria,147261616,67578,Carlos Vives,La Gota Fria
"Jeff Buckley - Lover, You Should've Come Over",147125811,270909,Jeff Buckley,"Lover, You Should've Come Over"
Warren G - This D.J.,147052911,78937,Warren G,This D.J.
Myriam Hernandez - El Hombre Que Yo Amo,146809837,100870,Myriam Hernandez,El Hombre Que Yo Amo
Keith Sweat - Twisted,146462342,80608,Keith Sweat,Twisted
Nas - The Message,146452359,53112,Nas,The Message
Madonna - Crazy for You,146133239,68611,Madonna,Crazy for You
Westlife - Swear It Again,145918305,89680,Westlife,Swear It Again
La Bouche - Sweet Dreams,145833329,94618,La Bouche,Sweet Dreams
Pandora - Cómo Te Va Mi Amor,145815096,125064,Pandora,Cómo Te Va Mi Amor
Deftones - Mascara,145515249,186505,Deftones,Mascara
Ricardo Arjona - Desnuda,145480389,74786,Ricardo Arjona,Desnuda
Tim McGraw - Where The Green Grass Grows,145175384,68094,Tim McGraw,Where The Green Grass Grows
Faith Hill - Breathe,145086097,48615,Faith Hill,Breathe
Andy Montañez - Casi Te Envidio,144719357,82955,Andy Montañez,Casi Te Envidio
Oasis - Half The World Away,144207717,94611,Oasis,Half The World Away
Jamiroquai - Cosmic Girl,144113629,72622,Jamiroquai,Cosmic Girl
Outkast - Rosa Parks,143869514,54252,Outkast,Rosa Parks
Slipknot - (sic),143861682,109975,Slipknot,(sic)
Aterciopelados - Bolero Falaz,143832601,55660,Aterciopelados,Bolero Falaz
Proyecto Uno - Tiburon,143621191,96968,Proyecto Uno,Tiburon
Luis Miguel - Inolvidable,143478204,83989,Luis Miguel,Inolvidable
Bomfunk MC's - Freestyler,143391413,61250,Bomfunk MC's,Freestyler
Cher - Strong Enough,143370603,108102,Cher,Strong Enough
Donell Jones - U Know What's Up,143240315,56106,Donell Jones,U Know What's Up
Rey Ruiz - Mi Media Mitad,143160179,96412,Rey Ruiz,Mi Media Mitad
Sting - Desert Rose,143106853,68749,Sting,Desert Rose
Juan Luis Guerra 4.40 - La Bilirrubina,142638929,150272,Juan Luis Guerra 4.40,La Bilirrubina
Wu-Tang Clan - Protect Ya Neck,142536351,64931,Wu-Tang Clan,Protect Ya Neck
Louise Attaque - J't'emmène au vent,142233477,76097,Louise Attaque,J't'emmène au vent
Rosana - A fuego lento,142025116,36337,Rosana,A fuego lento
Rage Against The Machine - Testify,141899477,42215,Rage Against The Machine,Testify
Tom Petty - You Don't Know How It Feels,141871475,82584,Tom Petty,You Don't Know How It Feels
Jarabe De Palo - El lado oscuro,141787399,141254,Jarabe De Palo,El lado oscuro
CeCe Peniston - Finally,141693578,61303,CeCe Peniston,Finally
Gigi D'Agostino - The Riddle,141382021,65691,Gigi D'Agostino,The Riddle
The Chemical Brothers - Hey Boy Hey Girl,141174025,48626,The Chemical Brothers,Hey Boy Hey Girl
Gang Starr - Work,141158105,77885,Gang Starr,Work
The Prodigy - Smack My Bitch Up,141095664,50542,The Prodigy,Smack My Bitch Up
SWV - Right Here,140125751,56130,SWV,Right Here
Lenny Kravitz - American Woman,139921257,57061,Lenny Kravitz,American Woman
Snoop Dogg - Ain’t No Fun (If The Homies Can’t Have None),139844216,64361,Snoop Dogg,Ain’t No Fun (If The Homies Can’t Have None)
Mariah Carey - My All,139473792,91646,Mariah Carey,My All
Radiohead - Let Down,138777447,215025,Radiohead,Let Down
Red Hot Chili Peppers - Suck My Kiss,138438846,57856,Red Hot Chili Peppers,Suck My Kiss
