Artist and Title,Streams,Daily,Artist,Song
Diego Verdaguer - Volveré,158998512,122556,Diego Verdaguer,Volveré
The Doors - L.A. Woman,158569399,44352,The Doors,L.A. Woman
Gordon Lightfoot - Sundown,156692604,107461,Gordon Lightfoot,Sundown
David Bowie - Ziggy Stardust,154503981,43637,David Bowie,Ziggy Stardust
Eagles - Tequila Sunrise,153800661,81546,Eagles,Tequila Sunrise
The Police - Walking On The Moon,153570491,67714,The Police,Walking On The Moon
KC & The Sunshine Band - That's the Way (I Like It),152999312,72648,KC & The Sunshine Band,That's the Way (I Like It)
Donna Summer - Hot Stuff,152779722,41796,Donna Summer,Hot Stuff
"Earth, Wind & Fire - Fantasy",151896441,50037,"Earth, Wind & Fire",Fantasy
John Denver - Rocky Mountain High,151346276,74665,John Denver,Rocky Mountain High
Commodores - Brick House,151150398,58928,Commodores,Brick House
Slade - Merry Xmas Everybody,150934685,10772,Slade,Merry Xmas Everybody
"Vicente Fernández - Volver, Volver",150773222,81859,Vicente Fernández,"Volver, Volver"
The Rolling Stones - Under My Thumb,150615548,64405,The Rolling Stones,Under My Thumb
Neil Young - Old Man,150104952,124074,Neil Young,Old Man
The Jackson 5 - I'll Be There,149941195,47227,The Jackson 5,I'll Be There
Black Sabbath - Children of the Grave,149754341,54261,Black Sabbath,Children of the Grave
James Taylor - Carolina in My Mind,148896164,48935,James Taylor,Carolina in My Mind
Bruce Springsteen - Thunder Road,148284834,57892,Bruce Springsteen,Thunder Road
Carpenters - Yesterday Once More,148254180,109768,Carpenters,Yesterday Once More
Bee Gees - Tragedy,148031758,189478,Bee Gees,Tragedy
Aliotta Haynes Jeremiah - Lake Shore Drive,146975364,36074,Aliotta Haynes Jeremiah,Lake Shore Drive
Marvin Gaye - Mercy Mercy Me (The Ecology),146482520,80466,Marvin Gaye,Mercy Mercy Me (The Ecology)
The Beatles - Across The Universe,145944021,62213,The Beatles,Across The Universe
Peter Frampton - Show Me The Way,145578366,48563,Peter Frampton,Show Me The Way
Paul McCartney - Maybe I’m Amazed,145175519,66261,Paul McCartney,Maybe I’m Amazed
Warren Zevon - Werewolves of London,143539966,118818,Warren Zevon,Werewolves of London
The Clash - Train in Vain (Stand by Me),143034771,52743,The Clash,Train in Vain (Stand by Me)
Willie Colón - Pedro Navaja,142939206,74707,Willie Colón,Pedro Navaja
Supertramp - Take The Long Way Home,141463507,60367,Supertramp,Take The Long Way Home
"Baccara - Yes Sir, I Can Boogie",141423722,62585,Baccara,"Yes Sir, I Can Boogie"
Led Zeppelin - When the Levee Breaks,140687489,84966,Led Zeppelin,When the Levee Breaks
Yes - Roundabout,140658791,47567,Yes,Roundabout
Journey - Wheel in the Sky,139866285,66804,Journey,Wheel in the Sky
Lynyrd Skynyrd - Tuesday's Gone,139661085,62752,Lynyrd Skynyrd,Tuesday's Gone
John Lennon - Jealous Guy,139622904,64416,John Lennon,Jealous Guy
Stevie Wonder - Higher Ground,139022802,57783,Stevie Wonder,Higher Ground
Black Sabbath - N.I.B.,137520125,81318,Black Sabbath,N.I.B.
Little River Band - Reminiscing,137500248,66625,Little River Band,Reminiscing
Stevie Wonder - I Wish,137195421,62564,Stevie Wonder,I Wish
Led Zeppelin - Over the Hills and Far Away,136906881,54223,Led Zeppelin,Over the Hills and Far Away
Gordon Lightfoot - If You Could Read My Mind,136104520,110142,Gordon Lightfoot,If You Could Read My Mind
Carole King - You've Got a Friend,135989055,37369,Carole King,You've Got a Friend
Van Halen - Eruption,134948948,56574,Van Halen,Eruption
Dolly Parton - I Will Always Love You,133774826,55854,Dolly Parton,I Will Always Love You
Rod Stewart - I Don't Want to Talk About It,133740133,63065,Rod Stewart,I Don't Want to Talk About It
"Pyotr Ilyich Tchaikovsky - Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",133488733,123716,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato"
"Pink Floyd - Another Brick in the Wall, Pt. 1",132937282,70914,Pink Floyd,"Another Brick in the Wall, Pt. 1"
The Real Thing - You to Me Are Everything,132594352,108157,The Real Thing,You to Me Are Everything
John Denver - Thank God I'm a Country Boy,131487255,63325,John Denver,Thank God I'm a Country Boy
George Harrison - What Is Life (2014 Remaster),131459863,46983,George Harrison,What Is Life (2014 Remaster)
Jim Croce - Walkin’ Back to Georgia,130836535,119570,Jim Croce,Walkin’ Back to Georgia
Roy Ayers Ubiquity - Everybody Loves The Sunshine,130670792,58205,Roy Ayers Ubiquity,Everybody Loves The Sunshine
Carole King - I Feel the Earth Move,130479914,52446,Carole King,I Feel the Earth Move
The Beatles - We Can Work It Out,130303881,28281,The Beatles,We Can Work It Out
The Doobie Brothers - Black Water,129858858,36550,The Doobie Brothers,Black Water
Carpenters - Merry Christmas Darling,129496033,11181,Carpenters,Merry Christmas Darling
The Beatles - The Long And Winding Road,129409680,60193,The Beatles,The Long And Winding Road
Jim Croce - Operator (That's Not the Way It Feels),129324650,148318,Jim Croce,Operator (That's Not the Way It Feels)
Led Zeppelin - All My Love,129248801,97384,Led Zeppelin,All My Love
KC & The Sunshine Band - Boogie Shoes,129233687,82932,KC & The Sunshine Band,Boogie Shoes
Stevie Wonder - My Cherie Amour,127667832,68020,Stevie Wonder,My Cherie Amour
Chicago - 25 or 6 to 4,127135614,39773,Chicago,25 or 6 to 4
Tom Petty and the Heartbreakers - Breakdown,127077849,72807,Tom Petty and the Heartbreakers,Breakdown
Eagles - Take It to the Limit,126881141,53702,Eagles,Take It to the Limit
Pink Floyd - Mother,126811408,42387,Pink Floyd,Mother
Donna Summer - Hot Stuff,126690254,82637,Donna Summer,Hot Stuff
Umberto Tozzi - Ti Amo,126051951,81760,Umberto Tozzi,Ti Amo
Leo Sayer - You Make Me Feel Like Dancing,125694181,64201,Leo Sayer,You Make Me Feel Like Dancing
Electric Light Orchestra - Evil Woman,125530132,85872,Electric Light Orchestra,Evil Woman
Sister Sledge - He's the Greatest Dancer,124939049,40350,Sister Sledge,He's the Greatest Dancer
Jean Knight - Mr. Big Stuff,124828337,45597,Jean Knight,Mr. Big Stuff
Edwin Starr - War,124646460,27675,Edwin Starr,War
Michael Jackson - Thriller,124386828,132633,Michael Jackson,Thriller
Steve Miller Band - Jet Airliner,123557908,60492,Steve Miller Band,Jet Airliner
James Taylor - How Sweet It Is (To Be Loved By You),122832776,91958,James Taylor,How Sweet It Is (To Be Loved By You)
Bob Seger - Still The Same,122807378,83833,Bob Seger,Still The Same
Buzzcocks - Ever Fallen in Love (With Someone You Shouldn't've?),122126576,38258,Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?)
Simon & Garfunkel - The Only Living Boy in New York,122039477,35116,Simon & Garfunkel,The Only Living Boy in New York
Cheap Trick - The Flame,121875270,58397,Cheap Trick,The Flame
Al Green - How Can You Mend a Broken Heart,121523337,46870,Al Green,How Can You Mend a Broken Heart
Pink Floyd - Young Lust,121376877,62217,Pink Floyd,Young Lust
Fleetwood Mac - Say You Love Me,121087626,91944,Fleetwood Mac,Say You Love Me
Julio Iglesias - Me Olvide De Vivir,121024198,83821,Julio Iglesias,Me Olvide De Vivir
"John Denver - Leaving, On a Jet Plane",120737208,48990,John Denver,"Leaving, On a Jet Plane"
Boston - Foreplay / Long Time,120039121,29354,Boston,Foreplay / Long Time
"Crosby, Stills, Nash & Young - Suite: Judy Blue Eyes",119615194,22396,"Crosby, Stills, Nash & Young",Suite: Judy Blue Eyes
The Rolling Stones - Can't You Hear Me Knocking,117462740,39502,The Rolling Stones,Can't You Hear Me Knocking
Bob Marley & The Wailers - Easy Skanking,117208678,57083,Bob Marley & The Wailers,Easy Skanking
The Beatles - Revolution,117193234,23492,The Beatles,Revolution
Creedence Clearwater Revival - Long As I Can See The Light,117068365,118231,Creedence Clearwater Revival,Long As I Can See The Light
Sweet - Ballroom Blitz,117023023,55691,Sweet,Ballroom Blitz
"Earth, Wind & Fire - Shining Star",116317790,42306,"Earth, Wind & Fire",Shining Star
The Cars - My Best Friend's Girl,115865043,42807,The Cars,My Best Friend's Girl
The Doors - Peace Frog,115157295,52388,The Doors,Peace Frog
Bill Withers - Grandma's Hands,114796528,69989,Bill Withers,Grandma's Hands
Sex Pistols - Anarchy in the U.K.,112566620,37806,Sex Pistols,Anarchy in the U.K.
The Police - Can't Stand Losing You,112561941,80219,The Police,Can't Stand Losing You
Boney M. - Rasputin,112411700,46158,Boney M.,Rasputin
ABBA - I Have A Dream,112054393,51425,ABBA,I Have A Dream
Bob Marley & The Wailers - Exodus,111889621,38455,Bob Marley & The Wailers,Exodus
Journey - Lights,111457036,48441,Journey,Lights
"Neil Young - My My, Hey Hey (Out of the Blue)",111386448,44914,Neil Young,"My My, Hey Hey (Out of the Blue)"
Led Zeppelin - Since I've Been Loving You,111373075,56917,Led Zeppelin,Since I've Been Loving You
Willie Nelson - Always On My Mind,111322177,43023,Willie Nelson,Always On My Mind
Michael Jackson - Off the Wall,110815598,64080,Michael Jackson,Off the Wall
The Beatles - I Feel Fine,110204359,26440,The Beatles,I Feel Fine
J.J. Cale - After Midnight,110168260,50307,J.J. Cale,After Midnight
Bob Marley & The Wailers - Sun Is Shining,109803936,63830,Bob Marley & The Wailers,Sun Is Shining
Dr. Hook - When You're In Love With A Beautiful Woman,108753214,64218,Dr. Hook,When You're In Love With A Beautiful Woman
Pink Floyd - On the Run,108653257,40093,Pink Floyd,On the Run
Leo Sayer - When I Need You,108040549,36585,Leo Sayer,When I Need You
Van Morrison - And It Stoned Me,107039605,66816,Van Morrison,And It Stoned Me
AC/DC - If You Want Blood (You've Got It),107029820,44433,AC/DC,If You Want Blood (You've Got It)
Donna Summer - I Feel Love,106842758,35294,Donna Summer,I Feel Love
Jethro Tull - Aqualung,106624931,24675,Jethro Tull,Aqualung
Linda Ronstadt - Blue Bayou,106173880,41596,Linda Ronstadt,Blue Bayou
Pink Floyd - Any Colour You Like,105999934,40863,Pink Floyd,Any Colour You Like
Creedence Clearwater Revival - Travelin' Band,105954214,76866,Creedence Clearwater Revival,Travelin' Band
"ABBA - Honey, Honey",105672975,55240,ABBA,"Honey, Honey"
The Specials - A Message to You Rudy,105213751,41781,The Specials,A Message to You Rudy
Dr. Hook - Sharing The Night Together,105189445,75568,Dr. Hook,Sharing The Night Together
Gary Numan - Cars,104927330,32881,Gary Numan,Cars
Sex Pistols - God Save the Queen,104885406,42946,Sex Pistols,God Save the Queen
ABBA - Thank You For The Music,104847249,51685,ABBA,Thank You For The Music
Carpenters - Sleigh Ride,104513660,6499,Carpenters,Sleigh Ride
Santana - Samba Pa Ti,104237494,37960,Santana,Samba Pa Ti
Pink Floyd - Speak to Me,104148463,36753,Pink Floyd,Speak to Me
Pink Floyd - Welcome to the Machine,102416791,45422,Pink Floyd,Welcome to the Machine
Taeko Onuki - 4:00A.M.,101632144,79897,Taeko Onuki,4:00A.M.
"Crosby, Stills, Nash & Young - Ohio",100885120,23816,"Crosby, Stills, Nash & Young",Ohio
Nino Bravo - Un Beso Y Una Flor,100720169,69765,Nino Bravo,Un Beso Y Una Flor
Simon & Garfunkel - El Condor Pasa (If I Could),100414022,36015,Simon & Garfunkel,El Condor Pasa (If I Could)
Janis Joplin - Cry Baby,100337899,29160,Janis Joplin,Cry Baby
