Artist and Title,Streams,Daily,Artist,Song
The Black Keys - Lonely Boy,607829028,239000,The Black Keys,Lonely Boy
Jessie J - Price Tag,599449869,285679,Jessie J,Price Tag
Childish Gambino - Les,594110271,811243,Childish Gambino,Les
David Guetta - Play Hard,593001123,363992,David Guetta,Play Hard
Jessie J - Domino,589394637,423881,Jessie J,Domino
Beyoncé - Run the World (Girls),581961258,152400,Beyoncé,Run the World (Girls)
Drake - The Motto,576189239,220492,Drake,The Motto
Ed Sheeran - Lego House,573409632,145563,Ed Sheeran,Lego House
Lady Gaga - Bloody Mary,571575945,566572,Lady Gaga,Bloody Mary
Pitbull - International Love,568725710,321855,Pitbull,International Love
Lil Wayne - Mirror,562139592,284189,Lil Wayne,Mirror
Christina Perri - jar of hearts,556817755,165696,Christina Perri,jar of hearts
Ed Sheeran - Give Me Love,550637309,111722,Ed Sheeran,Give Me Love
Childish Gambino - Heartbeat,534572056,603267,Childish Gambino,Heartbeat
Lil Wayne - 6 Foot 7 Foot,526201805,175438,Lil Wayne,6 Foot 7 Foot
Selena Gomez & The Scene - Who Says,524547779,212448,Selena Gomez & The Scene,Who Says
Luke Bryan - Country Girl (Shake It For Me),498385905,248436,Luke Bryan,Country Girl (Shake It For Me)
Eric Church - Springsteen,496179800,296491,Eric Church,Springsteen
David Guetta - Without You,495614915,312507,David Guetta,Without You
Jennifer Lopez - On The Floor,485100783,222996,Jennifer Lopez,On The Floor
"Tyler, The Creator - She",483801523,675636,"Tyler, The Creator",She
Ricardo Arjona - Fuiste Tú,481348357,210265,Ricardo Arjona,Fuiste Tú
The Weeknd - The Morning,476900647,239031,The Weeknd,The Morning
The Rolling Stones - Beast Of Burden,476679352,269366,The Rolling Stones,Beast Of Burden
Reik - Creo en Ti,474442519,177934,Reik,Creo en Ti
Ed Sheeran - Kiss Me,473398573,81297,Ed Sheeran,Kiss Me
LMFAO - Sexy And I Know It,459893188,187053,LMFAO,Sexy And I Know It
Bon Iver - Holocene,452765173,112841,Bon Iver,Holocene
Mac Miller - Donald Trump,432773279,113448,Mac Miller,Donald Trump
Kendrick Lamar - A.D.H.D,430433856,179035,Kendrick Lamar,A.D.H.D
Florence + The Machine - Shake It Out,426559395,149751,Florence + The Machine,Shake It Out
JAY-Z - No Church In The Wild,423429480,246840,JAY-Z,No Church In The Wild
Adele - Turning Tables,422795483,149354,Adele,Turning Tables
Avril Lavigne - What the Hell,421597245,194929,Avril Lavigne,What the Hell
Ben Howard - Only Love,414078704,131274,Ben Howard,Only Love
Taio Cruz - Hangover,404160445,156808,Taio Cruz,Hangover
Childish Gambino - Bonfire,404154710,145464,Childish Gambino,Bonfire
Sean Paul - She Doesn't Mind,403556046,357012,Sean Paul,She Doesn't Mind
Beyoncé - Best Thing I Never Had,400828789,76800,Beyoncé,Best Thing I Never Had
Daughter - Youth,396290530,105137,Daughter,Youth
M83 - Wait,393518513,147356,M83,Wait
Zoé - Labios Rotos,391261779,239572,Zoé,Labios Rotos
The Weeknd - House Of Balloons / Glass Table Girls,380128345,482533,The Weeknd,House Of Balloons / Glass Table Girls
Jake Owen - Barefoot Blue Jean Night,377943920,235452,Jake Owen,Barefoot Blue Jean Night
Jason Derulo - It Girl,377515286,102458,Jason Derulo,It Girl
Scorpions - Still Loving You,371193636,172150,Scorpions,Still Loving You
The Drums - Money,370264516,263870,The Drums,Money
Jesse & Joy - ¡Corre!,366260969,277584,Jesse & Joy,¡Corre!
Drake - Crew Love,361845497,116054,Drake,Crew Love
Adele - Rumour Has It,360181559,162924,Adele,Rumour Has It
Young the Giant - Cough Syrup,352354307,104014,Young the Giant,Cough Syrup
Dr. Dre - I Need A Doctor,351185310,119034,Dr. Dre,I Need A Doctor
The Weeknd - High For This,346433623,144483,The Weeknd,High For This
Justin Bieber - Never Say Never,336883147,252761,Justin Bieber,Never Say Never
Fuego - Una Vaina Loca,336562636,121043,Fuego,Una Vaina Loca
Rihanna - You Da One,334751588,130463,Rihanna,You Da One
Metronomy - The Look,333682995,205522,Metronomy,The Look
David Guetta - She Wolf (Falling to Pieces) [feat. Sia],332920214,84994,David Guetta,She Wolf (Falling to Pieces) [feat. Sia]
Eric Church - Drink In My Hand,330547216,156814,Eric Church,Drink In My Hand
The Black Keys - Gold on the Ceiling,327551635,136023,The Black Keys,Gold on the Ceiling
Demi Lovato - Give Your Heart a Break,326475185,151513,Demi Lovato,Give Your Heart a Break
Coldplay - Every Teardrop Is a Waterfall,325182186,103783,Coldplay,Every Teardrop Is a Waterfall
Lady Gaga - The Edge Of Glory,324267731,129089,Lady Gaga,The Edge Of Glory
Birdy - People Help the People,322366677,189349,Birdy,People Help the People
Drake - HYFR (Hell Ya Fucking Right),321457479,110795,Drake,HYFR (Hell Ya Fucking Right)
Lil Wayne - How To Love,318597769,133010,Lil Wayne,How To Love
Zoé - Soñé,310310408,181089,Zoé,Soñé
Hunter Hayes - Wanted,308338006,53232,Hunter Hayes,Wanted
J Alvarez - La Pregunta,308077076,206183,J Alvarez,La Pregunta
Bad Meets Evil - Fast Lane,301063571,123157,Bad Meets Evil,Fast Lane
Michael Bublé - Santa Claus Is Coming to Town,300949236,49268,Michael Bublé,Santa Claus Is Coming to Town
Ben Howard - Old Pine,300613990,88610,Ben Howard,Old Pine
Michel Teló - Ai Se Eu Te Pego,300314204,104137,Michel Teló,Ai Se Eu Te Pego
Florence + The Machine - Spectrum (Say My Name),299646326,171118,Florence + The Machine,Spectrum (Say My Name)
Cobra Starship - You Make Me Feel...,299213211,245347,Cobra Starship,You Make Me Feel...
Adele - One And Only,294211928,128368,Adele,One And Only
Coldplay - Princess of China,290698500,124418,Coldplay,Princess of China
David Guetta - Turn Me On,290095471,110263,David Guetta,Turn Me On
Snoop Dogg - Sweat,287852978,112567,Snoop Dogg,Sweat
Pablo Alborán - Solamente tú,286892650,132476,Pablo Alborán,Solamente tú
Britney Spears - Criminal,281616561,181657,Britney Spears,Criminal
Zoé - Luna,280440627,160404,Zoé,Luna
Cher Lloyd - Want U Back,279959961,79427,Cher Lloyd,Want U Back
The Weeknd - What You Need,278214119,218045,The Weeknd,What You Need
Drake - Practice,277490656,274180,Drake,Practice
Drake - Make Me Proud,276687823,83781,Drake,Make Me Proud
Foster The People - Houdini,275388713,152184,Foster The People,Houdini
Adele - Don't You Remember,275090125,155880,Adele,Don't You Remember
The Head And The Heart - Rivers and Roads,274517625,99772,The Head And The Heart,Rivers and Roads
Yuridia - Ya Te Olvidé,273558080,187929,Yuridia,Ya Te Olvidé
Falling In Reverse - The Drug In Me Is You,273446499,173038,Falling In Reverse,The Drug In Me Is You
Pitbull - Rain Over Me,273276837,140763,Pitbull,Rain Over Me
DJ Khaled - I'm On One,272604106,107414,DJ Khaled,I'm On One
Lil Wayne - She Will,264342971,138503,Lil Wayne,She Will
Bad Meets Evil - Lighters,263232153,139520,Bad Meets Evil,Lighters
Sachin-Jigar - Saibo,262079534,340087,Sachin-Jigar,Saibo
JAY-Z - Otis,261341287,148106,JAY-Z,Otis
Drake - Doing It Wrong,260512689,109270,Drake,Doing It Wrong
Jesse & Joy - La De La Mala Suerte,258857138,283141,Jesse & Joy,La De La Mala Suerte
Ed Sheeran - Drunk,256236490,36239,Ed Sheeran,Drunk
Olly Murs - Dance with Me Tonight,256062979,66625,Olly Murs,Dance with Me Tonight
Coldplay - Charlie Brown,256055031,134618,Coldplay,Charlie Brown
Skrillex - First of the Year (Equinox),255716288,47936,Skrillex,First of the Year (Equinox)
Demi Lovato - Skyscraper,252871197,56030,Demi Lovato,Skyscraper
Foo Fighters - Walk,251797778,73476,Foo Fighters,Walk
Nicki Minaj - Pound The Alarm,250991416,88903,Nicki Minaj,Pound The Alarm
Kelly Rowland - Motivation,248607998,120354,Kelly Rowland,Motivation
"J Alvarez - Sexo, Sudor y Calor",247775911,198905,J Alvarez,"Sexo, Sudor y Calor"
Luke Bryan - I Don't Want This Night To End,246534376,131322,Luke Bryan,I Don't Want This Night To End
Nickelback - When We Stand Together,245421108,67529,Nickelback,When We Stand Together
Wale - Lotus Flower Bomb,244424237,70746,Wale,Lotus Flower Bomb
Eli Young Band - Crazy Girl,243244763,66438,Eli Young Band,Crazy Girl
Ben Howard - Keep Your Head Up,242091364,71958,Ben Howard,Keep Your Head Up
"Tyler, The Creator - Yonkers",242060732,107271,"Tyler, The Creator",Yonkers
Daughter - Medicine,241450505,93573,Daughter,Medicine
Drake - Shot For Me,239978854,105893,Drake,Shot For Me
Banda El Recodo - La Mejor De Todas,238674414,118397,Banda El Recodo,La Mejor De Todas
Gavin DeGraw - Not Over You,238176050,38347,Gavin DeGraw,Not Over You
Ed Sheeran - Small Bump,235098988,26545,Ed Sheeran,Small Bump
The Weeknd - The Party & The After Party,234724831,337770,The Weeknd,The Party & The After Party
Juan Magán - Bailando por Ahi,234187834,117223,Juan Magán,Bailando por Ahi
JAY-Z - Gotta Have It,232274568,163911,JAY-Z,Gotta Have It
Scorpions - Rock You Like a Hurricane,231561259,60111,Scorpions,Rock You Like a Hurricane
Florence + The Machine - Never Let Me Go,230576633,128650,Florence + The Machine,Never Let Me Go
Swedish House Mafia - Save The World,226766166,74837,Swedish House Mafia,Save The World
Alex Clare - Too Close,226597964,65570,Alex Clare,Too Close
Boy Wonder CF - Siente El Boom,226551451,149863,Boy Wonder CF,Siente El Boom
Michael Bublé - Jingle Bells,225583355,26249,Michael Bublé,Jingle Bells
Rise Against - Satellite,225243414,99580,Rise Against,Satellite
J. Cole - Can't Get Enough,224250281,146742,J. Cole,Can't Get Enough
Drake - Cameras / Good Ones Go Interlude,223920434,201415,Drake,Cameras / Good Ones Go Interlude
Sean Paul - Got 2 Luv U,220310238,104148,Sean Paul,Got 2 Luv U
Lucenzo - Baila Morena,219597393,133278,Lucenzo,Baila Morena
Wiz Khalifa - No Sleep,215909912,60551,Wiz Khalifa,No Sleep
Pink Floyd - Wish You Were Here,213601564,56717,Pink Floyd,Wish You Were Here
Sleeping With Sirens - If You Can't Hang,209452471,154419,Sleeping With Sirens,If You Can't Hang
Gusttavo Lima - Balada,207076995,151095,Gusttavo Lima,Balada
M83 - Outro,206824559,176337,M83,Outro
The Head And The Heart - Lost in My Mind,204776326,32505,The Head And The Heart,Lost in My Mind
Luke Bryan - Drunk On You,201949938,68198,Luke Bryan,Drunk On You
Michael Bublé - I'll Be Home for Christmas,199828934,28242,Michael Bublé,I'll Be Home for Christmas
Cody Johnson - Diamond In My Pocket,199764401,137921,Cody Johnson,Diamond In My Pocket
Miranda Lambert - Mama's Broken Heart,199128479,74672,Miranda Lambert,Mama's Broken Heart
Dizzee Rascal - Dance Wiv Me,198727628,82387,Dizzee Rascal,Dance Wiv Me
Beyoncé - Countdown,198526474,35941,Beyoncé,Countdown
Eli Young Band - Even If It Breaks Your Heart,198345721,50314,Eli Young Band,Even If It Breaks Your Heart
Rodney Atkins - Take A Back Road,197834429,116048,Rodney Atkins,Take A Back Road
The Weeknd - Coming Down,197818617,438695,The Weeknd,Coming Down
Frank Ocean - Swim Good,197715957,113729,Frank Ocean,Swim Good
Dizzee Rascal - Bonkers,196916177,78660,Dizzee Rascal,Bonkers
Michael Bublé - White Christmas,196281307,22997,Michael Bublé,White Christmas
Michael Bublé - All I Want for Christmas Is You,191767900,15844,Michael Bublé,All I Want for Christmas Is You
Maná - Amor Clandestino,188625773,87372,Maná,Amor Clandestino
"Ed Sheeran - You Need Me, I Don't Need You",186435035,32275,Ed Sheeran,"You Need Me, I Don't Need You"
Technotronic - Pump Up The Jam,185088354,84344,Technotronic,Pump Up The Jam
J. Cole - In The Morning,184224851,85407,J. Cole,In The Morning
The Lonely Island - I Just Had Sex,183928080,33844,The Lonely Island,I Just Had Sex
Lady Gaga - Yoü And I,182221263,61148,Lady Gaga,Yoü And I
Britney Spears - Till the World Ends,181949959,57019,Britney Spears,Till the World Ends
Foster The People - Helena Beat,181549076,46627,Foster The People,Helena Beat
Benjamin Francis Leftwich - Shine,180300244,8847,Benjamin Francis Leftwich,Shine
Hunter Hayes - I Want Crazy,179892066,34415,Hunter Hayes,I Want Crazy
Charlie Brown Jr. - Zóio De Lula,178561174,132846,Charlie Brown Jr.,Zóio De Lula
Rihanna - Talk That Talk,178485302,145721,Rihanna,Talk That Talk
Britney Spears - I Wanna Go,177452766,93396,Britney Spears,I Wanna Go
JAY-Z - Why I Love You,177386460,121906,JAY-Z,Why I Love You
Michael Bublé - Christmas (Baby Please Come Home),175912448,21319,Michael Bublé,Christmas (Baby Please Come Home)
Jessie J - Who You Are,175909641,35126,Jessie J,Who You Are
T-Pain - Best Love Song,175842087,60977,T-Pain,Best Love Song
Banda MS de Sergio Lizárraga - Mi Olvido,172338859,64581,Banda MS de Sergio Lizárraga,Mi Olvido
Avril Lavigne - Wish You Were Here,169559560,84201,Avril Lavigne,Wish You Were Here
Michael Bublé - Have Yourself a Merry Little Christmas,169049678,36411,Michael Bublé,Have Yourself a Merry Little Christmas
Franco De Vita - Te Amo,168912563,51456,Franco De Vita,Te Amo
Luke Bryan - Kiss Tomorrow Goodbye,168038413,138265,Luke Bryan,Kiss Tomorrow Goodbye
Franco De Vita - Tan Sólo Tú,167169562,71059,Franco De Vita,Tan Sólo Tú
The Kooks - Junk Of The Heart (Happy),166599628,47132,The Kooks,Junk Of The Heart (Happy)
Wiz Khalifa - Roll Up,165683601,45037,Wiz Khalifa,Roll Up
2NE1 - I AM THE BEST,164661929,163911,2NE1,I AM THE BEST
Red Hot Chili Peppers - The Adventures of Rain Dance Maggie,163226591,42511,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie
Jack Johnson - Flake,162662967,66473,Jack Johnson,Flake
Bon Iver - Wash.,162464795,160404,Bon Iver,Wash.
Benny Benassi - Cinema,162012492,38288,Benny Benassi,Cinema
Hollywood Undead - Bullet,162004089,46440,Hollywood Undead,Bullet
Michael Bublé - Cold December Night,161385980,13130,Michael Bublé,Cold December Night
Los Caligaris - Razón,160090976,72335,Los Caligaris,Razón
J. Cole - Nobody's Perfect,159273983,72505,J. Cole,Nobody's Perfect
Río Roma - Me Cambiaste la Vida,158999235,46947,Río Roma,Me Cambiaste la Vida
Adele - Lovesong,158285356,97389,Adele,Lovesong
James Morrison - I Won't Let You Go,157414032,54973,James Morrison,I Won't Let You Go
Wiz Khalifa - On My Level,156691116,41649,Wiz Khalifa,On My Level
Beyoncé - Dance for You,155288796,41875,Beyoncé,Dance for You
Calvin Harris - Bounce,152364207,33844,Calvin Harris,Bounce
Beyoncé - End of Time,150628838,34852,Beyoncé,End of Time
Toby Keith - Red Solo Cup,150387683,55919,Toby Keith,Red Solo Cup
Falling In Reverse - I'm Not A Vampire,150375054,108661,Falling In Reverse,I'm Not A Vampire
Maná - El verdadero amor perdona,149295553,66152,Maná,El verdadero amor perdona
Lady A - Just A Kiss,147480598,53697,Lady A,Just A Kiss
Montgomery Gentry - Where I Come From,145817048,67813,Montgomery Gentry,Where I Come From
Foster The People - Don't Stop (Color on the Walls),145633491,32251,Foster The People,Don't Stop (Color on the Walls)
Drake - Over My Dead Body,143289898,85803,Drake,Over My Dead Body
M83 - My Tears Are Becoming A Sea,143249262,98099,M83,My Tears Are Becoming A Sea
Kendrick Lamar - HiiiPower,142507003,66282,Kendrick Lamar,HiiiPower
Ben Howard - Promise,141941402,35626,Ben Howard,Promise
J Alvarez - Junto al Amanecer,141655075,141466,J Alvarez,Junto al Amanecer
Emma Louise - Jungle,140697618,45709,Emma Louise,Jungle
Marcell - Takkan Terganti,140126561,134640,Marcell,Takkan Terganti
Jason Derulo - Don't Wanna Go Home,139364904,32933,Jason Derulo,Don't Wanna Go Home
Pepe Aguilar - Prometiste,139140287,63846,Pepe Aguilar,Prometiste
The Black Keys - Little Black Submarines,138580975,62626,The Black Keys,Little Black Submarines
Drake - Look What You've Done,137734123,112030,Drake,Look What You've Done
David Guetta - Little Bad Girl,137254344,34812,David Guetta,Little Bad Girl
"Alejandro Sanz - Te lo agradezco, pero no",136336080,87895,Alejandro Sanz,"Te lo agradezco, pero no"
Lady Gaga - Government Hooker,135595312,168161,Lady Gaga,Government Hooker
Kirko Bangz - Drank in My Cup,135203535,44820,Kirko Bangz,Drank in My Cup
Colbie Caillat - Brighter Than The Sun,135154781,26020,Colbie Caillat,Brighter Than The Sun
The Vaccines - If You Wanna,135109750,37941,The Vaccines,If You Wanna
Dalmata - Dile a Tu Amiga,134781893,208452,Dalmata,Dile a Tu Amiga
Kendrick Lamar - Rigamortus,134221405,43293,Kendrick Lamar,Rigamortus
Lil Wayne - Blunt Blowin,132945075,56136,Lil Wayne,Blunt Blowin
Andy Grammer - Fine By Me,132455418,50915,Andy Grammer,Fine By Me
Nicki Minaj - Beez In The Trap,131206942,38171,Nicki Minaj,Beez In The Trap
Foster The People - Call It What You Want,130695690,34989,Foster The People,Call It What You Want
Gym Class Heroes - Ass Back Home,129188437,44421,Gym Class Heroes,Ass Back Home
Cage The Elephant - Shake Me Down,128998940,28499,Cage The Elephant,Shake Me Down
Alejandro Sanz - Desde cuando,128248729,60126,Alejandro Sanz,Desde cuando
Michael Bublé - Santa Baby,127643387,10388,Michael Bublé,Santa Baby
The Weeknd - Loft Music,126909775,38269,The Weeknd,Loft Music
Falling In Reverse - Good Girls Bad Guys,125432689,54802,Falling In Reverse,Good Girls Bad Guys
Lady Gaga - Marry The Night,124894543,50846,Lady Gaga,Marry The Night
George Strait - Give It Away,124765045,65200,George Strait,Give It Away
Example - Changed the Way You Kiss Me,123917820,35028,Example,Changed the Way You Kiss Me
Bobby Darin - Dream Lover,123527664,57789,Bobby Darin,Dream Lover
The Oh Hellos - Hello My Old Heart,122988148,28462,The Oh Hellos,Hello My Old Heart
Imagine Dragons - Amsterdam,122409859,22756,Imagine Dragons,Amsterdam
Chris Young - Tomorrow,120644291,32527,Chris Young,Tomorrow
Foo Fighters - These Days,120584822,32521,Foo Fighters,These Days
LMFAO - Sorry For Party Rocking,120293594,56014,LMFAO,Sorry For Party Rocking
T-Pain - Turn All the Lights On,120057664,29479,T-Pain,Turn All the Lights On
Seu Jorge - Amiga da Minha Mulher,120007658,79810,Seu Jorge,Amiga da Minha Mulher
Christina Perri - arms,119459665,23105,Christina Perri,arms
Pusha T - Trouble on My Mind,119233284,26451,Pusha T,Trouble on My Mind
Veronica Maggio - Jag kommer,118904537,23331,Veronica Maggio,Jag kommer
Alex Turner - Stuck on the puzzle,118836242,51595,Alex Turner,Stuck on the puzzle
J Alvarez - Regalame una Noche,118708255,79227,J Alvarez,Regalame una Noche
Justin Bieber - The Christmas Song (Chestnuts Roasting On An Open Fire),118689559,8977,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire)
Michael Bublé - Silent Night,118336697,16294,Michael Bublé,Silent Night
Rammstein - Rosenrot,118005455,55821,Rammstein,Rosenrot
B.o.B - Strange Clouds,117730067,14745,B.o.B,Strange Clouds
Avicii - Levels,116961878,32009,Avicii,Levels
Rihanna - Birthday Cake,116539657,20059,Rihanna,Birthday Cake
Leonel García - Para Empezar,116539209,31603,Leonel García,Para Empezar
Bob Seger - Against The Wind,115408969,74562,Bob Seger,Against The Wind
Los Bukis - Quiéreme,115303325,102062,Los Bukis,Quiéreme
Jim Croce - I Got a Name (Stereo Version),114320930,58146,Jim Croce,I Got a Name (Stereo Version)
Adele - He Won't Go,113353131,32809,Adele,He Won't Go
Chris Tomlin - How Great Is Our God,112617703,61954,Chris Tomlin,How Great Is Our God
Metronomy - The Bay,112612355,47609,Metronomy,The Bay
Westlife - You Raise Me Up,112087287,35466,Westlife,You Raise Me Up
Newsboys - God's Not Dead (Like A Lion),111761804,54037,Newsboys,God's Not Dead (Like A Lion)
The Head And The Heart - Down in the Valley,111717427,15409,The Head And The Heart,Down in the Valley
Drake - Under Ground Kings,111034644,29951,Drake,Under Ground Kings
Ed Sheeran - Wake Me Up,109932186,8880,Ed Sheeran,Wake Me Up
Seksendört - Kendime Yalan Söyledim,109267356,91519,Seksendört,Kendime Yalan Söyledim
"Ricky Martin - Te Extraño, Te Olvido, Te Amo",108482694,60986,Ricky Martin,"Te Extraño, Te Olvido, Te Amo"
Avril Lavigne - Smile,107946020,45489,Avril Lavigne,Smile
DMX - Ruff Ryders' Anthem,107462685,12780,DMX,Ruff Ryders' Anthem
Dean Martin - Sway (Quien Sera),106998320,76430,Dean Martin,Sway (Quien Sera)
Justin Bieber - All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey,106831992,14712,Justin Bieber,All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey
Beyoncé - Party,106518229,27160,Beyoncé,Party
Exaltasamba - Tá Vendo Aquela Lua,106215535,98429,Exaltasamba,Tá Vendo Aquela Lua
Alejandro Fernández - No,105966988,32435,Alejandro Fernández,No
Michael Bublé - Blue Christmas,105827247,7601,Michael Bublé,Blue Christmas
T-Pain - 5 O'Clock,104424813,22584,T-Pain,5 O'Clock
J. Cole - Lights Please,104302116,32992,J. Cole,Lights Please
Bon Iver - Towers,103849653,62070,Bon Iver,Towers
Charlie Brown Jr. - Proibida Pra Mim (Grazon),103642475,58118,Charlie Brown Jr.,Proibida Pra Mim (Grazon)
Bruno Mars - Grenade,103403560,50410,Bruno Mars,Grenade
The Lonely Island - Jack Sparrow,102547958,14751,The Lonely Island,Jack Sparrow
Veronica Maggio - Välkommen in,102524865,24572,Veronica Maggio,Välkommen in
Mother Mother - Problems,102296412,64151,Mother Mother,Problems
Jim Croce - I’ll Have to Say I Love You in a Song,102253601,66909,Jim Croce,I’ll Have to Say I Love You in a Song
JAY-Z - Who Gon Stop Me,101708092,22879,JAY-Z,Who Gon Stop Me
Adele - Take It All,100375860,27328,Adele,Take It All
