Date,Global,MX,CL,BR,AR,PE,AU,NL,ES,FR,BE,CR,CH,CA,SV,GB,CO,HN,NZ,IE,PT,EC,AT,DE,NI,CZ,GT,IL,IT,SE,BO,LU,DK,UY,PY,MT,SK,ZA,IS,LV,AE,LT,CY
2024/03/07,10640737,,321364,,,155429,354612,258848,414495,,91388,51364,74085,,37854,534692,,28701,63079,62997,73508,,54646,,,60164,,49686,,,,6048,,,,,,,,,,,
2024/03/14,10354483,,333957,,305929,155483,,230047,419924,380502,92780,51315,75584,,38135,,,28522,65201,63315,75751,,54776,,,61813,,50171,,,,6017,,,,,,,,,,,
2024/03/21,10594508,,342649,1090981,323764,162519,,228335,434960,391900,94890,53356,76110,,38514,,,29111,66168,63340,81464,,55528,,,63859,,49671,,,31979,6535,,,,,,,,,,,
2024/03/28,10538689,,345586,,,161750,,226030,437223,386716,92694,52961,76948,,38723,,,29188,66027,67483,80337,,56650,,,,,47994,,,31618,6336,,,,,,,,,,,
2024/04/04,10160321,,336309,,,155827,340584,232817,412046,404077,94313,48285,71320,,35179,,,26761,65446,65999,74133,,52670,,,,,49130,,,30767,6227,,,32742,,,,,,,,
2024/04/11,10686306,,350824,1112092,338312,169765,,228004,437367,411600,100492,53476,74418,,39845,,,29787,66481,69322,80993,70810,52928,,18048,,,48728,,,32118,6400,,24334,35673,,,,,,,,
2024/04/18,10821944,,340563,,336626,167391,343831,234235,,429331,102568,52393,75268,351885,38889,,,28524,68890,70602,80709,,51546,,17639,,,47778,,,32322,6344,,,35030,,,,,,,,
2024/04/25,9777328,,310889,,,,,215460,,,91866,48132,72094,,36451,,,27132,,,,,,,,,,,,,,5725,,,,,,,,,,,
2024/05/02,10247522,,309114,,,158750,,211972,,400794,97038,51620,72952,,38266,,,28449,62028,,72388,,,,,,,,,,,6133,,,,,,,,,,,
2024/05/09,10368622,,307121,,,160409,,224538,,425262,97594,51214,74964,,38605,,,28340,64898,67820,76349,,,,,,,41820,,,,6246,,,,,,,,,,,
2024/05/16,10414990,,319278,,,160740,,223426,,,97160,51653,72082,,39378,,,28955,66611,68710,77777,,,,,,,,,,31901,6197,,,,,,,,,,,
2024/05/23,10736553,,303182,,,165484,,230959,,,100074,51568,77319,,39988,,,28914,66627,72127,80490,,53564,,,,,,,,31637,6321,,,31880,,,,,,,,
2024/05/30,11079675,,333855,,328252,168925,,237931,450959,,100937,53979,81329,,40658,,,29818,69107,74268,80319,,,,,,,47439,,,31279,6630,,,33265,,,,,,,,
2024/06/06,11009652,,346730,,,173729,,243087,445579,,106234,53783,80990,,40713,,,30303,71244,77999,83714,,54386,,,,,48121,,,32836,6842,,,,,,,,,,,
2024/06/13,11209133,,335156,,,173435,369500,249779,448942,,108049,55185,80480,,42268,,,31198,69827,71231,84435,,55585,,18280,,,,,,33558,6918,,,,,,,,,,,
2024/06/20,10545325,,320645,,,166150,,221824,,,98972,51270,71500,,33899,,,28653,65837,71811,79911,,,,,,,46299,,,,6239,,,,,,,,,,,
2024/06/27,10471261,,297521,,,154877,,221801,,,100716,49135,72509,,36022,,,28084,66873,73594,77275,,,,,,,47534,,,,6834,,,,,,,,,,,
2024/07/04,10646796,,334275,1124666,,167426,357328,220694,,,96739,50941,70591,,39936,,,29315,67563,66098,78743,,,,17135,,,47810,,,30675,6463,,,,,,,,,,,
2024/07/11,10701282,,346606,1127321,314028,170320,352191,216347,,413736,96933,53265,71072,,41669,,,30293,66824,69636,81449,,52380,,18008,,,47551,,,30433,6691,,,34102,,,,,,,,
2024/07/18,10754583,,330397,1178181,,168678,,238598,,419554,104112,53390,74402,,41108,,,30388,67066,73758,82397,,53123,,18027,,,47445,,,29954,6458,,,,,,,,,,,
2024/07/25,11461514,,368446,1252755,353530,173796,,248214,,444374,110622,58111,76865,391388,44191,,,33163,69277,78111,89178,,58470,,18635,69572,,48735,,,33535,7020,,,,,,,7533,,,,
2024/08/01,10346162,,313083,,,,,219684,,,98218,49856,68657,,39068,,,29098,64226,74077,77432,,53359,,,,,,,,,6250,,,,,,,,,,,
2024/08/08,9391711,,273471,,,,,193519,,,84040,45623,58419,,33647,,,,,,,,,,,,,,,,,5659,,,,,,,,,,,
2024/08/15,9463368,,289507,,,,,,,,87580,46971,61128,,,,,,,,,,,,,,,,,,,5575,,,,,,,,,,,
2024/08/22,9953619,,304772,,,,,200329,,,87071,48483,65861,,37189,,,28054,,,71506,,,,,,,,,,,5673,,,,,,,,,,,
2024/08/29,10309419,,316362,,,,,208330,,,91678,51525,68996,,38926,,,29794,,66463,72985,,52530,,,,,,,,,5842,,27710,,,,,,,,,
2024/09/05,10558543,,319253,,,161504,,229162,430608,,98085,50650,74267,,39971,,,30048,65939,79711,77057,,50213,,,,,,,,,5853,,,,,,,,,,,
2024/09/12,11584647,,346711,,,186009,,249980,471699,409464,105020,57543,81245,,44854,536416,,33306,70997,83257,83279,,54734,,20370,66077,,45858,,,32788,6381,,,,,,,,,,,
2024/09/19,11448346,,301670,,,189643,372449,245387,470707,,103359,57647,80914,,45033,,,32728,72078,79585,80322,,54500,,19559,,,46683,,,,6398,,,,,,,,,,,
2024/09/26,11488063,,311197,,,184206,386263,249988,470347,,102646,54852,79457,365011,45086,540238,,33045,75904,78571,83483,,54431,,18998,,,,,140762,,6166,,,,,,,,,,,
2024/10/03,11595152,,340240,1214262,,178732,387842,258069,486648,,105001,54676,80052,368758,44968,561816,,32807,76651,80897,86472,71267,55036,,19439,67210,,,,145918,,6603,,,,,,,,,,,
2024/10/10,12195389,1421010,353453,1222044,,181827,421951,267910,500570,,105603,59056,82572,390625,47244,583906,,34541,80099,83198,89867,78665,60135,501911,21180,74028,,,,149838,,6981,,,,,22904,,7314,,,,
2024/10/17,11559004,,330110,1201833,,164510,404660,257541,473578,,98562,55273,78892,374388,43881,545657,,33273,77021,78012,87096,,57690,,19852,69280,,38195,,145898,,6863,,,,,22145,,6874,,,,
2024/10/24,10604925,,295258,,,,,233938,435201,,93136,51061,73608,,39969,,,30692,71687,69697,85257,,54178,,,,,40982,,,,6776,,,,,,,,,,,
2024/10/31,10454910,,296203,,,,,227354,415680,,96098,49497,72204,,38605,,,29999,65386,66866,82354,,54666,,,,,,,,,6803,,,,,,,,,,,
