Date,Global,US,SE,NO,GB,DK,PH,ES,DE,NL,MX,BE,SG,IT,AU,PL,FI,NZ,MY,CH,BR,CR,PT,CL,IE,CZ,HK,FR,TW,AR,CO,CA,TR,PE,GR,IS,AT,EC,EE,SV,NI,LV,LT,BO,GT,SK,HU,MT,HN,PY,DO,UY,PA
2016/11/10,,,,,174955,48515,,,,,,13215,,,,20085,,,,,,,,,15085,5615,,,,,,,,,,3011,,,,,1412,,,,,,,1005,,,,,
2016/11/17,,,,,,48349,,,,,,14724,,,,20068,,,,,,12264,,,15726,5706,,,,,,,,,2155,,,,,,,,,,,,,1050,,,,,
2016/11/24,,,,,,,,,,,,15884,,52713,,,,,,,,11614,,,15700,5792,,,,,,,,,,,,,,,,,,2890,,,,1071,,,,,
2016/12/01,,,,,,,,,,,,16196,,55589,,,,,,,,11910,,,15663,5899,,,,,,,,,,,,,,,1528,,,,,,,1125,,,,,
2016/12/08,,,,,,,,,,,,16837,,,,,,,,,,12030,,,,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15,,,,,,,,,,,,,,,,,,,,,,12229,,,,,,,,,,,,,,,,,,,1528,,,,,,,,,,,,
2017/01/05,,,,,,,,,,,,,,52459,,,,,,,,,,,,,,,,,,,,,,,,,,3401,1685,,,,,,,,,,,,
2017/01/12,,,,,,,,,,,,16419,,52627,,,,,,,,13344,,,,,,,,,,,,,,3747,,,,3518,1823,,,3249,,,,,,,,,
2017/01/19,,,,,,,,,,,,16657,,,,,,,,,,13293,,,,,,,,,,,,,,3413,,,,,1644,,,3374,,,,,,,,,
2017/01/26,,,,,,,,,,,,16228,,,,,,,,,,13187,,,,,,,,,,,,,,,,,,,1820,,,3158,,,,,,,,,
2017/02/02,,,,,,,,,,,,,,,,,,,,,,13740,,,,,,,,,,,,,,,,,,3838,1848,,,,,,,,,,,,
2017/02/09,,,,,,52067,,,,,,,,,,,,,,,,13776,,,,,,,,,,,,,,,,,,,1713,,,,,,,1192,,,,,
2017/02/16,,,,,,,,,,,,16589,,,,,,,,,,14979,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,4695,,,
2017/02/23,,,,,,,,,,,,,,,,,,,,,,14519,,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,,,
2017/03/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958,,,,,,,,,,,,
2017/03/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,,,,,,,,,,,,
2017/04/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4676,,,
2017/07/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,,,,,,,,,,,,
2017/09/07,,,,,,,,,,,,,,,,,,,,,,16542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/09/14,,,,,,,,,,,,,,,,,,,,,,16146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/09/28,,,,76174,,,,,,,,,,,,,,,,,,16589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/10/05,,,,,,,,,,,,,,,,,,,,,,16098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/10/12,,,,,,,,,,,,,,,,,,,,,,15105,,,,,,,,,,,,,,,,,,,2177,,,,,,,,,,,,
2017/10/26,,,,,,,,,,,,,,,,,,,,,,16999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/16,,,,,,,,,,,,,,,,,,,,,,17189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/23,,,,,,,,,,,,,,,,,,,,,,17023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/30,,,,,,,,,,,,,,,,,,,,,,16703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/14,,,,,,,,,,,,,,,,,,,,,,16135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/01/11,,,,,,,,,,,,,,,,,,,,,,15141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/01/25,,,,,,,,,,,,,,,,,,,,,,16021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/02/01,,,,,,,,,,,,,,,,,,,,,,16317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/02/15,,,,,,,,,,,,,,,,,,,,,,15819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
