Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Manuel Turizo - La Bachata,876,227.0,1,(x115),52099,14942459,Manuel Turizo,La Bachata
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",657,203.0,1,(x66),81221,12687192,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
Big One - Un Finde | CROSSOVER #2,568,208.0,1,(x52),66035,11990226,Big One,Un Finde | CROSSOVER #2
TINI - Miénteme,1255,153.0,1,(x29),48717,11868905,TINI,Miénteme
Big One - En la Intimidad,630,201.0,1,(x36),56360,11126913,Big One,En la Intimidad
Luck Ra - La Morocha,475,192.0,1,(x59),89565,10451279,Luck Ra,La Morocha
Taiu - Rara Vez,621,86.0,2,(x2),36030,9764347,Taiu,Rara Vez
Luck Ra - Ya No Vuelvas (Versión Cuarteto),678,28.0,8,,37685,9659285,Luck Ra,Ya No Vuelvas (Versión Cuarteto)
BM - Ni Una Ni Dos,482,176.0,1,(x4),52602,9386986,BM,Ni Una Ni Dos
LIT killah - Los del Espacio,510,123.0,1,(x35),71551,8681062,LIT killah,Los del Espacio
Rei - Tu Turrito,629,161.0,3,(x49),39895,8544548,Rei,Tu Turrito
Matías Valdez - Latidos,1093,,11,,26093,8393817,Matías Valdez,Latidos
LA NUEVA ESCUELA - Tu y Yo,576,44.0,3,(x1),36822,8344519,LA NUEVA ESCUELA,Tu y Yo
Mesita - Una Foto,435,114.0,1,(x4),52206,8026493,Mesita,Una Foto
Quevedo - Columbia,475,96.0,1,(x44),56265,7738801,Quevedo,Columbia
BM - M.A (Mejores Amigos),522,96.0,2,(x9),45680,7723537,BM,M.A (Mejores Amigos)
Maria Becerra - CORAZÓN VACÍO,489,103.0,2,(x12),47453,7652241,Maria Becerra,CORAZÓN VACÍO
ROSALÍA - DESPECHÁ,604,168.0,2,(x6),48117,7597766,ROSALÍA,DESPECHÁ
Emilia - Como Si No Importara,1142,99.0,1,(x14),36485,7553306,Emilia,Como Si No Importara
TINI - La Triple T,633,117.0,1,(x33),31444,7449457,TINI,La Triple T
Ozuna - Hey Mor,540,128.0,2,(x1),34083,7435169,Ozuna,Hey Mor
Feid - Classy 101,573,104.0,2,(x11),41460,7395173,Feid,Classy 101
Emilia - La_Original.mp3,356,124.0,1,(x31),52822,7389074,Emilia,La_Original.mp3
LiL CaKe - MERCHO,434,111.0,1,(x6),49418,7345111,LiL CaKe,MERCHO
Luck Ra - Quiero Creer,629,4.0,9,,33345,7340854,Luck Ra,Quiero Creer
Maria Becerra - ADIÓS,683,10.0,8,,26250,7322228,Maria Becerra,ADIÓS
No Te Va Gustar - A las Nueve,2280,,40,,12638,7297803,No Te Va Gustar,A las Nueve
"Bizarrap - Tiago PZK: Bzrp Music Sessions, Vol. 48",763,127.0,1,(x42),43656,7287824,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48"
Jay Wheeler - La Curiosidad,1232,123.0,2,(x8),23063,7272894,Jay Wheeler,La Curiosidad
Myke Towers - LALA,454,106.0,1,(x24),59107,7221047,Myke Towers,LALA
Rauw Alejandro - Desesperados,843,118.0,1,(x29),26790,7201841,Rauw Alejandro,Desesperados
Quevedo - PUNTO G,523,105.0,2,(x13),44234,7199498,Quevedo,PUNTO G
Bad Bunny - Me Porto Bonito,603,146.0,1,(x12),31159,7143798,Bad Bunny,Me Porto Bonito
Feid - Feliz Cumpleaños Ferxxo,790,,14,,21170,7136204,Feid,Feliz Cumpleaños Ferxxo
Mesita - Una Foto Remix,293,114.0,1,(x24),72447,6966757,Mesita,Una Foto Remix
TINI - Bar,674,118.0,1,(x50),54962,6751866,TINI,Bar
Luck Ra - HOLA PERDIDA,293,113.0,1,(x31),71235,6736519,Luck Ra,HOLA PERDIDA
Maluma - Hawái,660,146.0,1,(x75),49082,6679665,Maluma,Hawái
LA NUEVA ESCUELA - Que Dolor,540,,18,,29732,6562544,LA NUEVA ESCUELA,Que Dolor
Tiago PZK - Piel,265,209.0,1,(x7),46342,6521040,Tiago PZK,Piel
Feid - LUNA,325,103.0,4,,36283,6514732,Feid,LUNA
Marka Akme - Linda - Remix,390,92.0,2,(x1),47895,6436095,Marka Akme,Linda - Remix
Yandel - Yandel 150,414,112.0,4,,38309,6337348,Yandel,Yandel 150
The La Planta - DISCOTEKA,550,,12,,27329,6268654,The La Planta,DISCOTEKA
KAROL G - Tusa,644,180.0,1,(x119),43946,6137653,KAROL G,Tusa
Rauw Alejandro - Todo De Ti,712,93.0,1,(x22),44392,6079900,Rauw Alejandro,Todo De Ti
Feid - Normal,832,,22,,15197,6034893,Feid,Normal
KAROL G - TQG,507,69.0,1,(x18),56706,6029410,KAROL G,TQG
Luck Ra - QUE ME FALTE TODO,363,45.0,6,,38126,5980936,Luck Ra,QUE ME FALTE TODO
Quevedo - VISTA AL MAR,547,96.0,6,,27886,5969389,Quevedo,VISTA AL MAR
Bad Bunny - Ojitos Lindos,539,102.0,2,(x20),24413,5915576,Bad Bunny,Ojitos Lindos
J Balvin - Qué Más Pues?,597,143.0,1,(x5),41996,5759150,J Balvin,Qué Más Pues?
Rels B - cómo dormiste?,578,75.0,2,(x1),41851,5705011,Rels B,cómo dormiste?
Emilia - Exclusive.mp3,356,62.0,3,(x7),38111,5666937,Emilia,Exclusive.mp3
Big One - Mentiras | CROSSOVER #3,452,12.0,9,,30869,5613074,Big One,Mentiras | CROSSOVER #3
Roze Oficial - Inocente,324,91.0,2,(x7),50376,5581170,Roze Oficial,Inocente
TINI - Cupido,521,51.0,3,(x1),41241,5564260,TINI,Cupido
Maria Becerra - AUTOMÁTICO,514,86.0,3,(x3),33585,5558636,Maria Becerra,AUTOMÁTICO
Tiago PZK - Salimo de Noche,557,130.0,1,(x18),36065,5554428,Tiago PZK,Salimo de Noche
Tiago PZK - Me Enteré,395,74.0,2,(x7),43223,5538970,Tiago PZK,Me Enteré
YSY A - FLECHAZO EN EL CENTRO,407,,16,,23715,5527649,YSY A,FLECHAZO EN EL CENTRO
Migrantes - Si Me Tomo Una Cerveza,730,112.0,1,(x11),43303,5478990,Migrantes,Si Me Tomo Una Cerveza
"Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53",376,69.0,1,(x28),130880,5463798,Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53"
BM - M.A - Remix,361,54.0,2,(x28),50563,5463179,BM,M.A - Remix
Airbag - Por Mil Noches,1258,,23,,13755,5428271,Airbag,Por Mil Noches
Andrés Calamaro - Flaca,1965,,89,,5848,5421554,Andrés Calamaro,Flaca
Paulo Londra - Adan y Eva,622,167.0,1,(x57),33699,5408901,Paulo Londra,Adan y Eva
DJ Tao - ROZE | DJ TAO Turreo Sessions #22,326,70.0,3,(x1),40507,5380592,DJ Tao,ROZE | DJ TAO Turreo Sessions #22
Los Ángeles Azules - El Amor De Mi Vida,433,1.0,10,,37109,5352881,Los Ángeles Azules,El Amor De Mi Vida
Bad Bunny - Yonaguni,658,61.0,3,(x16),34866,5334628,Bad Bunny,Yonaguni
Salastkbron - Un Besito Más,223,146.0,1,(x15),43846,5297587,Salastkbron,Un Besito Más
KAROL G - PROVENZA,640,56.0,5,,19645,5261880,KAROL G,PROVENZA
Emilia - GTA.mp3,372,62.0,2,(x2),41781,5249685,Emilia,GTA.mp3
Shakira - Te Felicito,478,75.0,1,(x12),27669,5240557,Shakira,Te Felicito
Ed Sheeran - Shape of You,1177,192.0,2,(x35),15507,5205366,Ed Sheeran,Shape of You
Cris Mj - Marisola - Remix,486,57.0,1,(x1),40061,5181219,Cris Mj,Marisola - Remix
La Vela Puerca - Zafar,1861,,65,,7534,5179923,La Vela Puerca,Zafar
Pedro Capó - Calma - Remix,723,144.0,1,(x33),34128,5139804,Pedro Capó,Calma - Remix
Rei - FERNET,487,69.0,6,,26331,5127938,Rei,FERNET
FloyyMenor - Gata Only,263,108.0,1,(x26),43636,5118142,FloyyMenor,Gata Only
Marshmello - El Merengue,601,,17,,17015,5101761,Marshmello,El Merengue
Yng Lvcas - La Bebe - Remix,418,81.0,2,(x3),39890,5101328,Yng Lvcas,La Bebe - Remix
Cris Mj - Una Noche en Medellín,543,103.0,2,(x16),22003,5097424,Cris Mj,Una Noche en Medellín
Danny Ocean - Me Rehúso,1078,241.0,2,(x73),14408,5085582,Danny Ocean,Me Rehúso
Rusherking - Besos con Fernet,338,63.0,3,(x6),47848,5023918,Rusherking,Besos con Fernet
KAROL G - QLONA,440,25.0,8,,32709,4969587,KAROL G,QLONA
Bad Bunny - DÁKITI,562,112.0,1,(x19),42424,4933618,Bad Bunny,DÁKITI
Nicki Nicole - DISPARA ***,471,12.0,6,,30177,4908744,Nicki Nicole,DISPARA ***
WOS - ARRANCARMELO,656,29.0,4,,19755,4879156,WOS,ARRANCARMELO
zzoilo - Mon Amour - Remix,579,73.0,6,,22599,4827482,zzoilo,Mon Amour - Remix
Mesita - Dale Mecha,327,38.0,5,,34622,4787139,Mesita,Dale Mecha
Mau y Ricky - Desconocidos,833,139.0,3,(x8),18184,4766653,Mau y Ricky,Desconocidos
Duki - She Don't Give a Fo,1244,7.0,8,,10295,4747166,Duki,She Don't Give a Fo
