Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Eden Hason - שקיעות אדומות,1460,189.0,2,(x21),24274,19411050,Eden Hason,שקיעות אדומות
Tuna - היי בייב,1042,394.0,2,(x1),28741,18674001,Tuna,היי בייב
Hanan Ben Ari - אלוף העולם,2022,247.0,2,(x8),15364,16500389,Hanan Ben Ari,אלוף העולם
Ishay Ribo - לשוב הביתה,2392,33.0,5,,15797,16211900,Ishay Ribo,לשוב הביתה
Eden Hason - עושה לי צרות,885,230.0,3,(x10),33310,16113781,Eden Hason,עושה לי צרות
Tuna - סהרה - Live,860,278.0,1,(x18),48523,16088964,Tuna,סהרה - Live
Eden Hason - את חסרה לי,1577,108.0,1,(x8),20989,14880964,Eden Hason,את חסרה לי
Osher Cohen - אהבה,506,260.0,1,(x74),69601,14458453,Osher Cohen,אהבה
Marina Maximilian - ביחד,1451,,14,,16684,14199492,Marina Maximilian,ביחד
Avraham Tal - שבוע טוב,1537,,14,,23149,14067228,Avraham Tal,שבוע טוב
Benaia Barabi - קרן שמש,814,241.0,1,(x77),49516,13515996,Benaia Barabi,קרן שמש
Jasmin Moallem - יחפים,1053,74.0,4,,36580,13179286,Jasmin Moallem,יחפים
The Weeknd - Blinding Lights,1511,278.0,1,(x32),19995,13070087,The Weeknd,Blinding Lights
Idan Rafael Haviv - שלמים,1416,213.0,1,(x86),37973,12784536,Idan Rafael Haviv,שלמים
Raviv Kaner - רסיסים,1187,254.0,1,(x70),27974,12619656,Raviv Kaner,רסיסים
Eviatar Banai - עד מחר,2299,,24,,12567,12455996,Eviatar Banai,עד מחר
Harry Styles - As It Was,893,185.0,1,(x60),40055,12280478,Harry Styles,As It Was
Eden Hason - גדל לי קצת זקן,1252,193.0,1,(x4),30398,12249260,Eden Hason,גדל לי קצת זקן
Tuna - עולם משוגע,2248,,24,,16151,12147665,Tuna,עולם משוגע
Full Trunk - סתלבט בקיבוץ,857,175.0,2,(x16),32170,12081309,Full Trunk,סתלבט בקיבוץ
Idan Amedi - חלק מהזמן,2148,,11,,25943,12042906,Idan Amedi,חלק מהזמן
Hanan Ben Ari - שמש,1656,,14,,13752,11854409,Hanan Ben Ari,שמש
Static & Ben El - אפס מאמץ,954,249.0,1,(x108),48372,11848937,Static & Ben El,אפס מאמץ
Hanan Ben Ari - אם תרצי,1364,105.0,4,,17403,11619949,Hanan Ben Ari,אם תרצי
Peer Tasi - אהבה חולה,683,201.0,1,(x46),48761,11300595,Peer Tasi,אהבה חולה
ששון איפרם שאולוב - משהו אמיתי בעיניים,417,174.0,2,(x49),53408,11141840,ששון איפרם שאולוב,משהו אמיתי בעיניים
Shlomo Artzi - תתארו לכם,2277,,19,,11084,11102303,Shlomo Artzi,תתארו לכם
Tuna - בסיבוב,2293,,28,,15335,11083155,Tuna,בסיבוב
Harry Styles - Watermelon Sugar,1428,17.0,7,,14938,11065296,Harry Styles,Watermelon Sugar
Tuna - י'א 2,1460,,17,,21022,11057906,Tuna,י'א 2
Ravid Plotnik - כל הזמן הזה,1600,,23,,16525,10981316,Ravid Plotnik,כל הזמן הזה
Osher Cohen - מנגן ושר,259,152.0,1,(x40),84390,10846907,Osher Cohen,מנגן ושר
Ravid Plotnik - נתראה בגלגול הבא,1384,,19,,20556,10841833,Ravid Plotnik,נתראה בגלגול הבא
Lewis Capaldi - Someone You Loved,1769,5.0,6,,10657,10706807,Lewis Capaldi,Someone You Loved
Omer Adam - רק שלך,217,145.0,1,(x29),129864,10599930,Omer Adam,רק שלך
Static - רונדלים,610,139.0,1,(x2),45937,10524883,Static,רונדלים
Doli & Penn - לאהוב אותך כל יום,518,173.0,1,(x23),49009,10358628,Doli & Penn,לאהוב אותך כל יום
Jasmin Moallem - יהיה טוב,513,130.0,1,(x27),52911,10224039,Jasmin Moallem,יהיה טוב
Osher Cohen - ככה וככה,506,149.0,2,(x40),55436,10147204,Osher Cohen,ככה וככה
Osher Cohen - אני פה,623,161.0,2,(x2),33915,10090362,Osher Cohen,אני פה
Kfir Tsafrir - פחד אלוהים,341,132.0,1,(x60),72237,10078300,Kfir Tsafrir,פחד אלוהים
Omer Adam - לבד על המיטה,965,94.0,2,(x24),23937,9970036,Omer Adam,לבד על המיטה
Osher Cohen - פלסטרים,186,150.0,1,(x19),110003,9799665,Osher Cohen,פלסטרים
Eden Hason - עד שתבואי עד אליי,669,135.0,4,,31702,9682950,Eden Hason,עד שתבואי עד אליי
Ishay Ribo - סיבת הסיבות,1008,41.0,5,,20540,9509282,Ishay Ribo,סיבת הסיבות
Benaia Barabi - מישהו איתי כאן,1832,,19,,10534,9407759,Benaia Barabi,מישהו איתי כאן
Miley Cyrus - Flowers,608,121.0,1,(x40),75310,9379571,Miley Cyrus,Flowers
Akiva - אל תעזבי ידיים,1493,,22,,12339,9366756,Akiva,אל תעזבי ידיים
The Neighbourhood - Sweater Weather,1392,,18,,12034,9358645,The Neighbourhood,Sweater Weather
Glass Animals - Heat Waves,895,219.0,2,(x1),21759,9302259,Glass Animals,Heat Waves
Ness - תיק קטן,538,128.0,1,(x49),74057,9218258,Ness,תיק קטן
Tom Odell - Another Love,1083,,17,,15040,9214852,Tom Odell,Another Love
Eliad - מסע,1069,256.0,1,(x21),17728,9155977,Eliad,מסע
Eden Hason - מדליקה לי הכל,951,33.0,4,,22788,9109056,Eden Hason,מדליקה לי הכל
Eyal Golan - ממה את מפחדת,1398,162.0,1,(x26),17281,9079878,Eyal Golan,ממה את מפחדת
Yuval Dayan - שרק תחייך,1109,134.0,4,,20245,9059610,Yuval Dayan,שרק תחייך
Tuna - כל הכוכבים,960,1.0,4,,22217,9024860,Tuna,כל הכוכבים
Omer Adam - צמוד צמוד,191,129.0,1,(x16),117939,9020412,Omer Adam,צמוד צמוד
Ran Danker - בית משוגעים,654,205.0,1,(x44),34097,8993502,Ran Danker,בית משוגעים
David Guetta - I'm Good (Blue),741,114.0,3,(x2),31881,8872047,David Guetta,I'm Good (Blue)
The Kid LAROI - Stay,650,212.0,2,(x45),39849,8862099,The Kid LAROI,Stay
Tuna - סהרה,954,14.0,8,,20595,8794722,Tuna,סהרה
Ravid Plotnik - ‏שלווה בארמונותייך,925,,15,,21823,8791099,Ravid Plotnik,‏שלווה בארמונותייך
Vance Joy - Riptide,1545,,23,,15918,8646607,Vance Joy,Riptide
Gal Adam - משוגעת (Prod. by Triangle),611,135.0,4,,27973,8502743,Gal Adam,משוגעת (Prod. by Triangle)
Shahar Saul - דובשנייה,651,182.0,2,(x29),28326,8499925,Shahar Saul,דובשנייה
Avraham Tal - את חסרה לי & אורות,717,,11,,20552,8465704,Avraham Tal,את חסרה לי & אורות
Omer Adam - ואיך שלא,317,103.0,2,(x7),52512,8465275,Omer Adam,ואיך שלא
Narkis - הולכת איתך,720,134.0,1,(x8),27303,8268397,Narkis,הולכת איתך
Omer Adam - רחוק מכולם,1259,123.0,1,(x44),23204,8257338,Omer Adam,רחוק מכולם
Eden Hason - אין יותר מועדונים,1248,186.0,2,(x17),16183,8188016,Eden Hason,אין יותר מועדונים
Omer Adam - יהיה טוב & מים שקופים,415,156.0,2,(x14),46709,8181120,Omer Adam,יהיה טוב & מים שקופים
Noa Kirel - פנתרה,425,143.0,1,(x52),59385,8124840,Noa Kirel,פנתרה
ששון איפרם שאולוב - בואי נדבר,356,109.0,3,(x2),42276,8075640,ששון איפרם שאולוב,בואי נדבר
Arctic Monkeys - I Wanna Be Yours,845,,22,,16018,8014878,Arctic Monkeys,I Wanna Be Yours
Amir Ve Ben - תל אביב זה אני ואת,978,2.0,10,,15490,7973592,Amir Ve Ben,תל אביב זה אני ואת
Tones And I - Dance Monkey,861,269.0,1,(x149),23078,7882508,Tones And I,Dance Monkey
