Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
J Balvin - LA CANCIÓN,1944,264.0,1,(x15),21379,20607571,J Balvin,LA CANCIÓN
Bad Bunny - Me Porto Bonito,902,299.0,1,(x179),103279,18931188,Bad Bunny,Me Porto Bonito
Bad Bunny - Efecto,902,283.0,1,(x21),67143,16515926,Bad Bunny,Efecto
Bad Bunny - Ojitos Lindos,902,260.0,1,(x13),99659,16214502,Bad Bunny,Ojitos Lindos
Plan B - Es un Secreto,1288,364.0,3,(x25),29781,15684295,Plan B,Es un Secreto
Manuel Turizo - La Bachata,862,252.0,1,(x17),32458,14730658,Manuel Turizo,La Bachata
Feid - Feliz Cumpleaños Ferxxo,797,274.0,2,(x3),41347,14071330,Feid,Feliz Cumpleaños Ferxxo
Bad Bunny - Moscow Mule,902,249.0,1,(x1),117399,13648011,Bad Bunny,Moscow Mule
Bad Bunny - DÁKITI,1209,445.0,1,(x108),79903,13503260,Bad Bunny,DÁKITI
Bad Bunny - Yonaguni,913,335.0,1,(x124),71167,13267472,Bad Bunny,Yonaguni
Jay Wheeler - La Curiosidad,1587,183.0,2,(x69),18263,13129173,Jay Wheeler,La Curiosidad
Danny Ocean - Me Rehúso,2869,350.0,1,(x10),12810,13019119,Danny Ocean,Me Rehúso
Bad Bunny - La Santa,1698,107.0,3,(x6),41334,12992028,Bad Bunny,La Santa
Tainy - Lo Siento BB:/,1104,213.0,1,(x169),35694,12973043,Tainy,Lo Siento BB:/
Bad Bunny - Si Estuviésemos Juntos,2130,1.0,9,,15294,12571704,Bad Bunny,Si Estuviésemos Juntos
Bad Bunny - Callaita,1806,241.0,1,(x14),52255,12414912,Bad Bunny,Callaita
Rauw Alejandro - Desesperados,1044,119.0,1,(x1),26042,12002788,Rauw Alejandro,Desesperados
Feid - Classy 101,573,233.0,2,(x23),38661,11689556,Feid,Classy 101
Grupo Frontera - un x100to,556,176.0,1,(x62),108731,11643425,Grupo Frontera,un x100to
Feid - Normal,839,52.0,5,,32629,11401049,Feid,Normal
Ozuna - Hey Mor,748,248.0,1,(x2),40839,11269474,Ozuna,Hey Mor
Bad Bunny - Tití Me Preguntó,653,234.0,2,(x1),85270,10968619,Bad Bunny,Tití Me Preguntó
Bad Bunny - PERRO NEGRO,377,371.0,1,(x66),92443,10641327,Bad Bunny,PERRO NEGRO
Tego Calderón - Pa' Que Retozen,1436,,17,,17675,10404293,Tego Calderón,Pa' Que Retozen
Feid - LUNA,328,313.0,1,(x88),43301,10301333,Feid,LUNA
