Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Davina Michelle - Duurt Te Lang,1957,142.0,1,(x59),445121,114888667,Davina Michelle,Duurt Te Lang
Lewis Capaldi - Someone You Loved,2045,44.0,7,,180101,109012132,Lewis Capaldi,Someone You Loved
The Weeknd - Blinding Lights,1655,187.0,1,(x46),299351,105196247,The Weeknd,Blinding Lights
Danny Vera - Roller Coaster,1809,16.0,1,(x1),153125,92785965,Danny Vera,Roller Coaster
Tom Odell - Another Love,1510,13.0,6,,133262,89243035,Tom Odell,Another Love
Lady Gaga - Shallow,2002,29.0,6,,193582,85757696,Lady Gaga,Shallow
Racoon - Oceaan,2678,,25,,104203,77493368,Racoon,Oceaan
Ed Sheeran - Shape of You,989,148.0,1,(x68),415302,77209274,Ed Sheeran,Shape of You
Tones And I - Dance Monkey,780,174.0,1,(x104),421445,76940923,Tones And I,Dance Monkey
Marco Borsato - Hoe Het Danst,937,164.0,1,(x14),322039,76050022,Marco Borsato,Hoe Het Danst
Maan - Stiekem,721,219.0,1,(x22),277134,72719063,Maan,Stiekem
De Jeugd Van Tegenwoordig - Sterrenstof,2393,,31,,83035,69692155,De Jeugd Van Tegenwoordig,Sterrenstof
Kris Kross Amsterdam - Hij Is Van Mij,836,134.0,1,(x51),371548,69315574,Kris Kross Amsterdam,Hij Is Van Mij
Harry Styles - As It Was,844,176.0,1,(x57),335379,68287436,Harry Styles,As It Was
James Arthur - Say You Won't Let Go,1747,115.0,1,(x11),171688,67637949,James Arthur,Say You Won't Let Go
Mariah Carey - All I Want for Christmas Is You,549,213.0,1,(x82),817157,66040635,Mariah Carey,All I Want for Christmas Is You
TOTO - Africa,2215,,28,,84842,65261457,TOTO,Africa
Glass Animals - Heat Waves,983,153.0,4,,232257,64726797,Glass Animals,Heat Waves
Elton John - Cold Heart - PNAU Remix,1106,71.0,7,,211334,64247474,Elton John,Cold Heart - PNAU Remix
Goldband - Noodgeval,791,141.0,3,(x9),211634,63267768,Goldband,Noodgeval
Frenna - Verleden Tijd,659,125.0,1,(x31),793241,62797906,Frenna,Verleden Tijd
Emma Heesters - Pa Olvidarte,881,140.0,2,(x25),256117,62055054,Emma Heesters,Pa Olvidarte
Lost Frequencies - Where Are You Now,1040,40.0,6,,202908,61626632,Lost Frequencies,Where Are You Now
Marco Schuitmaker - Engelbewaarder,653,169.0,1,(x34),313964,60565175,Marco Schuitmaker,Engelbewaarder
Kris Kross Amsterdam - Vluchtstrook,700,169.0,1,(x14),334326,59934421,Kris Kross Amsterdam,Vluchtstrook
David Guetta - I'm Good (Blue),781,117.0,1,(x25),256582,58309780,David Guetta,I'm Good (Blue)
