Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Lazza - CENERE,607,114.0,1,(x60),2126399,150556998,Lazza,CENERE
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",823,153.0,1,(x47),595756,150522553,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
Marracash - CRUDELIA - I nervi,1729,80.0,2,(x5),593516,149245025,Marracash,CRUDELIA - I nervi
BLANCO - MI FAI IMPAZZIRE,801,199.0,1,(x71),906728,147598524,BLANCO,MI FAI IMPAZZIRE
Salmo - IL CIELO NELLA STANZA,1604,183.0,1,(x41),875592,147190341,Salmo,IL CIELO NELLA STANZA
Shablo - M' Manc (con Geolier & Sfera Ebbasta),1306,131.0,1,(x11),801257,141411022,Shablo,M' Manc (con Geolier & Sfera Ebbasta)
BLANCO - Notti In Bianco,901,140.0,1,(x5),839497,136796930,BLANCO,Notti In Bianco
Gazzelle - Destri,1489,127.0,1,(x1),398437,128205438,Gazzelle,Destri
Coez - La musica non c'è,1712,115.0,1,(x76),230659,127666097,Coez,La musica non c'è
AVA - VETRI NERI,524,174.0,1,(x76),746768,125888735,AVA,VETRI NERI
Geolier - COME VUOI,656,114.0,5,,376454,125847593,Geolier,COME VUOI
Pinguini Tattici Nucleari - Ridere,1645,,29,,152266,119829148,Pinguini Tattici Nucleari,Ridere
Ernia - Superclassico,1132,179.0,1,(x11),513664,118304632,Ernia,Superclassico
Finesse - Gelosa,551,185.0,1,(x10),680581,118287976,Finesse,Gelosa
Tedua - Hoe,509,133.0,1,(x27),1263626,112552685,Tedua,Hoe
Fred De Palma - Una volta ancora,842,130.0,1,(x32),487619,111955364,Fred De Palma,Una volta ancora
Geolier - CHIAGNE,675,99.0,1,(x3),705123,111468214,Geolier,CHIAGNE
Capo Plaza - Capri Sun,708,175.0,2,(x30),389632,111395420,Capo Plaza,Capri Sun
sangiovanni - malibu,487,119.0,1,(x47),1275117,110909938,sangiovanni,malibu
Lazza - USCITO DI GALERA,769,118.0,2,(x1),333556,110162881,Lazza,USCITO DI GALERA
Luchè - Non Abbiamo Età,1649,,34,,135042,106691922,Luchè,Non Abbiamo Età
Pinguini Tattici Nucleari - Pastello Bianco,921,92.0,1,(x2),302682,102098858,Pinguini Tattici Nucleari,Pastello Bianco
Geolier - IL MALE CHE MI FAI,562,70.0,1,(x28),919264,99712251,Geolier,IL MALE CHE MI FAI
