Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Ulukmanapo - Расстояние,879,797.0,1,(x85),16516,9377808,Ulukmanapo,Расстояние
Bakr - Очи,896,474.0,2,(x26),15184,7845510,Bakr,Очи
Bonapart - Алмата-Семей,831,603.0,2,(x10),14241,7444731,Bonapart,Алмата-Семей
Bakr - Эталон красоты,797,281.0,1,(x18),18932,7122925,Bakr,Эталон красоты
Bakr - Вредина,818,464.0,3,(x9),13466,7112690,Bakr,Вредина
Bakr - Сирень,909,278.0,1,(x26),15657,6834073,Bakr,Сирень
V $ X V PRiNCE - Мурашки,816,331.0,2,(x4),15045,6242133,V $ X V PRiNCE,Мурашки
Arctic Monkeys - I Wanna Be Yours,903,129.0,2,(x16),12404,5805131,Arctic Monkeys,I Wanna Be Yours
Irina Kairatovna - 5000,977,82.0,7,,10311,5442460,Irina Kairatovna,5000
The Neighbourhood - Sweater Weather,977,90.0,6,,9049,5375022,The Neighbourhood,Sweater Weather
Xcho - Про любовь,835,122.0,2,(x1),11006,5190285,Xcho,Про любовь
Ulukmanapo - Летали,932,13.0,7,,11653,5129110,Ulukmanapo,Летали
Skryptonite - Это любовь,977,1.0,10,,8682,4947151,Skryptonite,Это любовь
Jung Kook - Seven,468,259.0,1,(x8),35417,4766058,Jung Kook,Seven
INSTASAMKA - ЗА ДЕНЬГИ ДА,478,198.0,1,(x116),44360,4715295,INSTASAMKA,ЗА ДЕНЬГИ ДА
Hiro - Особа крутая,871,2.0,10,,9095,4592467,Hiro,Особа крутая
Bakr - Привет,419,314.0,1,(x40),21792,4482382,Bakr,Привет
Irina Kairatovna - Kõk tu,946,88.0,1,(x14),9710,4310699,Irina Kairatovna,Kõk tu
Irina Kairatovna - Чина,498,152.0,1,(x60),28204,4225718,Irina Kairatovna,Чина
INTERWORLD - METAMORPHOSIS,673,130.0,6,,12047,4160099,INTERWORLD,METAMORPHOSIS
Bakr - Ойлорумда,768,,18,,7803,4128141,Bakr,Ойлорумда
V $ X V PRiNCE - Суета,815,73.0,2,(x4),9896,4088703,V $ X V PRiNCE,Суета
MiyaGi & Endspiel - I Got Love,975,,18,,6532,4005852,MiyaGi & Endspiel,I Got Love
Bakr - За любовь,755,,21,,8071,3998181,Bakr,За любовь
Darkhan Juzz - Sheker,608,7.0,5,,13323,3922431,Darkhan Juzz,Sheker
Жугунусов Мирас - Шыда,877,,19,,7723,3910695,Жугунусов Мирас,Шыда
The Weeknd - Starboy,866,,20,,6970,3810993,The Weeknd,Starboy
The Weeknd - One Of The Girls,449,160.0,1,(x56),16094,3775773,The Weeknd,One Of The Girls
KRBK - Крепче,547,38.0,6,,11713,3756255,KRBK,Крепче
FACE - ЛАБИРИНТ,969,6.0,7,,7745,3713219,FACE,ЛАБИРИНТ
Duman - Жіберем қалай?,844,33.0,5,,6678,3706622,Duman,Жіберем қалай?
V $ X V PRiNCE - Дом 50,777,1.0,10,,8902,3662906,V $ X V PRiNCE,Дом 50
IL'HAN - Арман - Сені күнде көру,753,35.0,7,,11214,3552656,IL'HAN,Арман - Сені күнде көру
Darkhan Juzz - Úıde,610,15.0,6,,13215,3520755,Darkhan Juzz,Úıde
Irina Kairatovna - Кеттiк,846,,18,,7984,3503847,Irina Kairatovna,Кеттiк
Irina Kairatovna - NE ÁŃGIME?,956,,19,,6606,3471427,Irina Kairatovna,NE ÁŃGIME?
Kordhell - Murder In My Mind,700,91.0,5,,8678,3464152,Kordhell,Murder In My Mind
Steve Lacy - Dark Red,968,,22,,8060,3410957,Steve Lacy,Dark Red
Дайте танк (!) - Утро,872,,27,,6624,3395830,Дайте танк (!),Утро
Jimin - Who,97,97.0,1,(x95),69429,3359928,Jimin,Who
The Neighbourhood - Softcore,977,,13,,5482,3351448,The Neighbourhood,Softcore
Bakr - Статус души,797,1.0,10,,8971,3311177,Bakr,Статус души
Xcho - Вороны,883,,14,,6748,3250942,Xcho,Вороны
Tom Odell - Another Love,754,62.0,7,,8075,3247913,Tom Odell,Another Love
