Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Jung Kook - Seven,468,468.0,1,(x228),1139605,159588543,Jung Kook,Seven
Jimin - Like Crazy,526,461.0,1,(x83),446602,80237238,Jimin,Like Crazy
Jung Kook - Standing Next to You,355,353.0,1,(x78),413893,65819559,Jung Kook,Standing Next to You
V - Love Me Again,440,332.0,1,(x8),310177,50400481,V,Love Me Again
RPT MCK - Chìm Sâu,973,247.0,1,(x8),88934,45353686,RPT MCK,Chìm Sâu
Emcee L (Da LAB) - Chuyện Đôi Ta,1057,231.0,2,(x7),69726,44140257,Emcee L (Da LAB),Chuyện Đôi Ta
Sơn Tùng M-TP - Chúng Ta Của Hiện Tại,1404,362.0,1,(x81),241021,43572069,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại
GREY D - vaicaunoicokhiennguoithaydoi,857,267.0,1,(x6),94006,41945320,GREY D,vaicaunoicokhiennguoithaydoi
tlinh - nếu lúc đó,602,213.0,1,(x17),256080,40964876,tlinh,nếu lúc đó
Madihu - Vì Anh Đâu Có Biết,812,291.0,2,(x10),81046,40527469,Madihu,Vì Anh Đâu Có Biết
Jimin - Who,97,97.0,1,(x51),1066470,39798527,Jimin,Who
Wren Evans - Từng Quen,365,223.0,1,(x16),355680,37177746,Wren Evans,Từng Quen
Sơn Tùng M-TP - Muộn Rồi Mà Sao Còn,1274,267.0,1,(x33),191467,36103650,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn
T.R.I - Ánh Sao Và Bầu Trời,1087,77.0,1,(x11),49111,33257885,T.R.I,Ánh Sao Và Bầu Trời
JSOL - Sài Gòn Hôm Nay Mưa,1243,56.0,2,(x7),54316,33106654,JSOL,Sài Gòn Hôm Nay Mưa
Emcee L (Da LAB) - Sinh Ra Đã Là Thứ Đối Lập Nhau,1133,,16,,58683,32980711,Emcee L (Da LAB),Sinh Ra Đã Là Thứ Đối Lập Nhau
Charlie Puth - Left and Right (Feat. Jung Kook of BTS),546,193.0,1,(x29),366422,32463660,Charlie Puth,Left and Right (Feat. Jung Kook of BTS)
BTS - Butter,666,474.0,1,(x90),380465,31737206,BTS,Butter
Low G - An Thần,1099,42.0,1,(x7),61643,31126801,Low G,An Thần
RPT MCK - Anh Đã Ổn Hơn,602,109.0,3,(x15),108365,30934996,RPT MCK,Anh Đã Ổn Hơn
Da LAB - Chạy Khỏi Thế Giới Này,847,4.0,9,,66442,30820925,Da LAB,Chạy Khỏi Thế Giới Này
Đen - Lối Nhỏ,1825,202.0,1,(x57),40279,30733892,Đen,Lối Nhỏ
Lynk Lee - Buồn Thì Cứ Khóc Đi,1738,31.0,8,,38152,30014889,Lynk Lee,Buồn Thì Cứ Khóc Đi
Madihu - Có Em,914,44.0,2,(x1),53572,29837926,Madihu,Có Em
BTS - Dynamite,967,325.0,1,(x60),607785,29766209,BTS,Dynamite
RPT Orijinn - Don't Côi,668,37.0,2,(x2),67762,29422469,RPT Orijinn,Don't Côi
Da LAB - Thanh Xuan,2253,143.0,1,(x32),32516,29338339,Da LAB,Thanh Xuan
14 Casper - bao tiền một mớ bình yên?,962,27.0,7,,48048,28941404,14 Casper,bao tiền một mớ bình yên?
Vũ. - Lạ Lùng,2383,,12,,37596,28844380,Vũ.,Lạ Lùng
Vũ. - Bước Qua Mùa Cô Đơn,1406,134.0,1,(x8),52709,28376583,Vũ.,Bước Qua Mùa Cô Đơn
Đen - Đi Về Nhà,1404,75.0,1,(x1),70950,28347117,Đen,Đi Về Nhà
Da LAB - Thức Giấc,1198,82.0,1,(x16),55323,28219388,Da LAB,Thức Giấc
W/N - 3107 3,1181,60.0,1,(x9),52530,28103791,W/N,3107 3
tlinh - Thích Quá Rùi Nà,1497,,30,,56659,28059353,tlinh,Thích Quá Rùi Nà
MONSTAR - có hẹn với thanh xuân,1126,47.0,4,,44709,27232763,MONSTAR,có hẹn với thanh xuân
HIEUTHUHAI - Không Thể Say,554,14.0,7,,103716,27144448,HIEUTHUHAI,Không Thể Say
Wren Evans - Thích Em Hơi Nhiều,1174,63.0,1,(x7),70460,27002940,Wren Evans,Thích Em Hơi Nhiều
Dhruv - double take,1263,83.0,7,,41521,26493042,Dhruv,double take
Thịnh Suy - Chuyện Rằng,1492,160.0,4,,28374,26317737,Thịnh Suy,Chuyện Rằng
Olew - Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,643,14.0,5,,58120,26154666,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau
W/N - id 072019,450,68.0,3,(x9),106957,26031293,W/N,id 072019
Jung Kook - 3D,386,48.0,2,(x25),569400,25571131,Jung Kook,3D
Đen - Bài Này Chill Phết,1954,273.0,1,(x17),26692,25296824,Đen,Bài Này Chill Phết
Vũ. - Những Lời Hứa Bỏ Quên,314,126.0,1,(x9),250035,25277645,Vũ.,Những Lời Hứa Bỏ Quên
NÂN - Tình Đắng Như Ly Cà Phê,1534,,14,,31961,25145106,NÂN,Tình Đắng Như Ly Cà Phê
Thịnh Suy - tiny love,1050,57.0,2,(x2),45833,25132205,Thịnh Suy,tiny love
HIEUTHUHAI - ngủ một mình (tình rất tình),678,58.0,1,(x1),59695,24985943,HIEUTHUHAI,ngủ một mình (tình rất tình)
RHYDER - Chịu Cách Mình Nói Thua,337,126.0,4,,133158,24881510,RHYDER,Chịu Cách Mình Nói Thua
CoolKid - Sau Cơn Mưa,417,42.0,7,,112278,24704012,CoolKid,Sau Cơn Mưa
GREY D - đưa em về nhàa,549,75.0,3,(x1),115640,24245224,GREY D,đưa em về nhàa
W/N - 3 1 0 7,1205,,11,,44274,24219235,W/N,3 1 0 7
RPT MCK - Chỉ Một Đêm Nữa Thôi,602,2.0,4,,73730,23899434,RPT MCK,Chỉ Một Đêm Nữa Thôi
Sơn Tùng M-TP - Đừng Làm Trái Tim Anh Đau,138,91.0,1,(x20),689902,23385847,Sơn Tùng M-TP,Đừng Làm Trái Tim Anh Đau
HIEUTHUHAI - Nghe Như Tình Yêu,1130,,34,,61431,23299699,HIEUTHUHAI,Nghe Như Tình Yêu
GREY D - dự báo thời tiết hôm nay mưa,701,24.0,5,,47405,22931347,GREY D,dự báo thời tiết hôm nay mưa
RPT MCK - Tại Vì Sao,733,60.0,3,(x15),67302,22474793,RPT MCK,Tại Vì Sao
Sơn Tùng M-TP - Âm Thầm Bên Em,1464,,25,,47702,22073560,Sơn Tùng M-TP,Âm Thầm Bên Em
JustaTee - Thằng Điên,748,,18,,43583,22064703,JustaTee,Thằng Điên
Hoàng Dũng - Nàng Thơ,1196,137.0,2,(x31),42189,22035041,Hoàng Dũng,Nàng Thơ
Minh Huy - Miên Man,416,6.0,9,,71150,22025318,Minh Huy,Miên Man
buitruonglinh - Dù Cho Mai Về Sau,1301,3.0,9,,30153,21905533,buitruonglinh,Dù Cho Mai Về Sau
Chillies - Cứ Chill Thôi,1285,51.0,4,,32783,21656904,Chillies,Cứ Chill Thôi
WEAN - shhhhhhh..,383,11.0,7,,91252,21452664,WEAN,shhhhhhh..
V - Slow Dancing,214,92.0,1,(x2),561905,21234078,V,Slow Dancing
Karik - Bạn Đời,385,69.0,5,,140191,21201445,Karik,Bạn Đời
Low G - Simp Gái 808,373,29.0,7,,102198,21181844,Low G,Simp Gái 808
Da LAB - Gác Lại Âu Lo,1218,226.0,1,(x6),33236,20761784,Da LAB,Gác Lại Âu Lo
Phương Ly - Anh Là Ngoại Lệ Của Em,384,58.0,6,,117363,20573909,Phương Ly,Anh Là Ngoại Lệ Của Em
Changg - Em Không Hiểu,1212,,25,,38974,20330575,Changg,Em Không Hiểu
Sơn Tùng M-TP - Chúng Ta Của Tương Lai,231,111.0,1,(x20),432060,19855724,Sơn Tùng M-TP,Chúng Ta Của Tương Lai
Vũ Phụng Tiên - Lệ Lưu Ly,399,67.0,6,,102900,19638180,Vũ Phụng Tiên,Lệ Lưu Ly
JustaTee - 2AM,894,,14,,48469,19442345,JustaTee,2AM
W/N - 3 1 0 7 - 2,1335,,24,,32070,19426537,W/N,3 1 0 7 - 2
Tóc Tiên - Có Ai Thương Em Như Anh,838,,20,,40552,19332185,Tóc Tiên,Có Ai Thương Em Như Anh
Andree Right Hand - Chơi Như Tụi Mỹ,524,47.0,3,(x1),86091,19290030,Andree Right Hand,Chơi Như Tụi Mỹ
Vũ. - Bước Qua Nhau,831,149.0,1,(x31),93035,19085699,Vũ.,Bước Qua Nhau
