Date,JP,TW,HK,IE,PH,SG,MY,TH,Global,CA,AE,US,GB,NL,AU,NO,BE,NZ,DE,ID,BR,SE,FR,IT,DK,ES,IN,CH,MX,PL,PT,CZ,ZA,AT,FI,AR,IL,CO,VN,HU,CL,PE,NG,SK,RO,GR,CR,SA,EC,IS,GT,LU,PA,LT,EG,LV,DO,HN,EE,SV,BO,BG,UY,MA,CY,MT,NI,PY,KR,TR,UA,RU,VE,KZ,PK,AD,BY
2015-10-08,0.0,0.0,16927.0,0.0,112542.0,34384.0,25023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46749.0,20515.0,0.0,0.0,0.0,0.0,0.0,0.0,30611.0,38281.0,0.0,0.0,9194.0,159602.0,16422.0,0.0,4457.0,0.0,0.0,0.0,94485.0,0.0,21865.0,0.0,0.0,47079.0,16399.0,0.0,1163.0,0.0,5276.0,9686.0,0.0,7507.0,1900.0,2893.0,0.0,2328.0,0.0,0.0,0.0,4088.0,4539.0,0.0,3924.0,2588.0,0.0,5650.0,0.0,0.0,0.0,1180.0,2634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-15,0.0,0.0,17252.0,0.0,111944.0,33635.0,24561.0,0.0,1443090.0,0.0,0.0,0.0,0.0,0.0,0.0,47368.0,20937.0,0.0,0.0,0.0,0.0,84019.0,0.0,32824.0,35370.0,0.0,0.0,9539.0,168386.0,17263.0,0.0,5340.0,0.0,0.0,0.0,92306.0,0.0,20968.0,0.0,0.0,46401.0,17383.0,0.0,1384.0,0.0,4985.0,9909.0,0.0,7221.0,1938.0,3192.0,0.0,2582.0,0.0,0.0,0.0,3906.0,2626.0,0.0,4182.0,2828.0,0.0,3424.0,0.0,0.0,0.0,1191.0,2951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-22,0.0,0.0,16554.0,0.0,113200.0,33060.0,25039.0,0.0,1445971.0,0.0,0.0,0.0,0.0,0.0,0.0,46430.0,21321.0,0.0,0.0,0.0,0.0,0.0,0.0,39740.0,70313.0,0.0,0.0,9263.0,165396.0,17773.0,0.0,5666.0,0.0,0.0,0.0,55379.0,0.0,21650.0,0.0,0.0,47394.0,16867.0,0.0,1295.0,0.0,5013.0,10335.0,0.0,7835.0,2043.0,3074.0,0.0,2624.0,0.0,0.0,0.0,4004.0,4624.0,0.0,4391.0,2632.0,0.0,3460.0,0.0,0.0,0.0,1241.0,2729.0,0.0,13405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-29,0.0,0.0,16549.0,0.0,112712.0,33383.0,25208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45740.0,21446.0,0.0,0.0,0.0,0.0,0.0,0.0,36204.0,39267.0,0.0,0.0,9584.0,161493.0,17278.0,0.0,5003.0,0.0,0.0,0.0,54020.0,0.0,21535.0,0.0,0.0,47574.0,16489.0,0.0,1282.0,0.0,4516.0,10448.0,0.0,7892.0,1939.0,2958.0,0.0,2596.0,0.0,0.0,0.0,4007.0,4681.0,1709.0,4171.0,2560.0,0.0,3386.0,0.0,0.0,0.0,1266.0,2947.0,0.0,14622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-05,0.0,0.0,17067.0,7896.0,108914.0,34747.0,25234.0,0.0,1504995.0,0.0,0.0,0.0,0.0,0.0,0.0,48071.0,25380.0,0.0,0.0,0.0,0.0,0.0,0.0,36248.0,75062.0,0.0,0.0,19946.0,156952.0,20120.0,0.0,8365.0,0.0,0.0,0.0,54371.0,0.0,21191.0,0.0,3270.0,45817.0,16133.0,0.0,1478.0,0.0,4986.0,10498.0,0.0,7504.0,2225.0,2820.0,0.0,2261.0,1410.0,0.0,1727.0,4041.0,4750.0,2030.0,3981.0,2464.0,0.0,3269.0,0.0,0.0,0.0,1191.0,2924.0,0.0,28095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-12,0.0,0.0,17166.0,8083.0,112853.0,33909.0,24858.0,0.0,1510219.0,0.0,0.0,0.0,0.0,0.0,0.0,48180.0,24749.0,0.0,0.0,0.0,0.0,0.0,0.0,34908.0,40326.0,0.0,0.0,11015.0,167292.0,21441.0,0.0,5589.0,0.0,0.0,0.0,58232.0,0.0,22714.0,0.0,3086.0,46292.0,17171.0,0.0,1603.0,0.0,5004.0,10671.0,0.0,8161.0,2396.0,2905.0,0.0,2322.0,0.0,0.0,1934.0,4088.0,2879.0,1941.0,4399.0,2584.0,0.0,3382.0,0.0,0.0,0.0,1184.0,2983.0,0.0,27535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-19,0.0,12168.0,16340.0,0.0,103145.0,33822.0,24382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24209.0,0.0,0.0,0.0,0.0,0.0,0.0,36610.0,40040.0,0.0,0.0,11094.0,162128.0,22677.0,0.0,5426.0,0.0,0.0,0.0,57001.0,0.0,20838.0,0.0,0.0,42784.0,15962.0,0.0,1419.0,0.0,5053.0,10153.0,0.0,7066.0,2377.0,0.0,0.0,2318.0,0.0,0.0,1751.0,3900.0,2932.0,1891.0,2239.0,2573.0,0.0,3285.0,0.0,0.0,0.0,1217.0,2705.0,0.0,13428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-26,0.0,0.0,16781.0,0.0,103654.0,34430.0,24438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25153.0,16128.0,0.0,0.0,0.0,0.0,0.0,35655.0,0.0,0.0,0.0,20874.0,169131.0,23169.0,0.0,5356.0,0.0,0.0,0.0,56625.0,0.0,21306.0,0.0,3220.0,43385.0,16189.0,0.0,1370.0,0.0,5023.0,10133.0,0.0,7353.0,2094.0,2811.0,0.0,2324.0,1508.0,0.0,1775.0,3760.0,2745.0,1869.0,4385.0,4294.0,0.0,3113.0,0.0,0.0,1003.0,1122.0,2777.0,0.0,13153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-03,0.0,0.0,17247.0,0.0,99993.0,33280.0,23655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26202.0,0.0,0.0,0.0,0.0,0.0,0.0,34322.0,0.0,0.0,0.0,21539.0,174859.0,23316.0,0.0,5495.0,0.0,0.0,0.0,54798.0,0.0,21522.0,0.0,3325.0,41650.0,16354.0,0.0,1436.0,0.0,4952.0,17170.0,0.0,13166.0,0.0,2804.0,0.0,2367.0,0.0,0.0,1881.0,3858.0,3009.0,1851.0,4306.0,4609.0,0.0,3166.0,0.0,0.0,0.0,2325.0,2808.0,0.0,13499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-10,0.0,0.0,17061.0,0.0,98180.0,30781.0,23199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26607.0,0.0,0.0,0.0,0.0,0.0,0.0,41678.0,0.0,0.0,0.0,11507.0,173466.0,23496.0,0.0,5290.0,0.0,0.0,0.0,49986.0,0.0,18954.0,0.0,0.0,41013.0,16393.0,0.0,0.0,0.0,2593.0,17251.0,0.0,13624.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.0,3883.0,4792.0,1831.0,4223.0,4323.0,0.0,3271.0,0.0,0.0,0.0,1124.0,2366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-17,0.0,0.0,11514.0,0.0,95920.0,29378.0,22660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11511.0,168939.0,23173.0,0.0,5274.0,0.0,0.0,0.0,49261.0,0.0,19617.0,0.0,0.0,41125.0,16603.0,0.0,0.0,0.0,2446.0,10003.0,0.0,7810.0,0.0,0.0,0.0,2383.0,0.0,0.0,0.0,3757.0,2562.0,0.0,4251.0,2568.0,0.0,0.0,0.0,0.0,0.0,2203.0,2637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24,0.0,0.0,11662.0,0.0,0.0,27021.0,11114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168346.0,0.0,0.0,4729.0,0.0,0.0,0.0,49441.0,0.0,18166.0,0.0,0.0,41816.0,15204.0,0.0,0.0,0.0,0.0,9360.0,0.0,7304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853.0,2619.0,0.0,2382.0,2385.0,0.0,0.0,0.0,0.0,0.0,1292.0,2496.0,0.0,13432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-31,0.0,0.0,11552.0,0.0,0.0,26554.0,21748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152209.0,19183.0,0.0,4407.0,0.0,0.0,0.0,45268.0,0.0,17013.0,0.0,0.0,40464.0,14578.0,0.0,0.0,0.0,0.0,8604.0,0.0,6935.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,3694.0,2401.0,0.0,2188.0,2260.0,0.0,0.0,0.0,0.0,0.0,1297.0,2324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-07,0.0,14914.0,10610.0,0.0,49718.0,29491.0,22482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42245.0,23706.0,0.0,0.0,0.0,0.0,0.0,0.0,31704.0,35345.0,0.0,0.0,10816.0,158684.0,20339.0,0.0,4851.0,0.0,0.0,0.0,47197.0,0.0,16929.0,0.0,3041.0,40659.0,15033.0,0.0,1311.0,0.0,4845.0,10598.0,0.0,7348.0,2025.0,3545.0,0.0,2492.0,0.0,0.0,1737.0,3756.0,2957.0,1744.0,2573.0,2346.0,0.0,3199.0,0.0,0.0,0.0,1401.0,2515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-14,0.0,15573.0,10567.0,0.0,109933.0,33029.0,22839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45759.0,25029.0,0.0,0.0,0.0,0.0,0.0,0.0,33891.0,38884.0,0.0,0.0,12007.0,185051.0,22623.0,0.0,5449.0,0.0,0.0,0.0,51797.0,0.0,20327.0,0.0,0.0,44747.0,17736.0,0.0,1400.0,0.0,5008.0,12125.0,0.0,8718.0,2292.0,3878.0,0.0,2806.0,0.0,0.0,0.0,4538.0,3186.0,1726.0,5002.0,2968.0,0.0,3676.0,0.0,0.0,1042.0,1725.0,2993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-21,0.0,14655.0,10341.0,0.0,113019.0,34505.0,22476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47017.0,25128.0,0.0,0.0,0.0,0.0,0.0,0.0,34621.0,39434.0,0.0,0.0,22018.0,191706.0,22240.0,0.0,5396.0,0.0,0.0,0.0,53129.0,0.0,22268.0,0.0,0.0,44764.0,18336.0,0.0,1423.0,0.0,5472.0,12575.0,0.0,8941.0,2400.0,3824.0,0.0,2886.0,0.0,0.0,1902.0,4786.0,3418.0,1811.0,4945.0,3023.0,0.0,3890.0,0.0,0.0,1030.0,2778.0,3038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-28,0.0,14778.0,9485.0,0.0,125362.0,34787.0,21627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48897.0,24826.0,0.0,0.0,0.0,0.0,0.0,0.0,34756.0,40807.0,0.0,0.0,21800.0,183729.0,23116.0,0.0,9280.0,0.0,0.0,0.0,51320.0,0.0,22638.0,0.0,3301.0,41508.0,17460.0,0.0,1572.0,0.0,5561.0,12198.0,0.0,8571.0,2322.0,4142.0,0.0,2967.0,1696.0,0.0,1929.0,4716.0,3433.0,1717.0,2880.0,2766.0,0.0,3760.0,0.0,0.0,0.0,2730.0,3156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-04,0.0,14605.0,9639.0,0.0,132709.0,34450.0,22298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50448.0,24011.0,0.0,0.0,0.0,0.0,0.0,0.0,34952.0,41112.0,0.0,0.0,21668.0,168529.0,22200.0,0.0,5207.0,0.0,0.0,0.0,51001.0,0.0,22719.0,0.0,0.0,38939.0,16162.0,0.0,1486.0,0.0,5425.0,11818.0,0.0,8166.0,2165.0,3608.0,0.0,2808.0,1560.0,0.0,0.0,4736.0,3166.0,0.0,2734.0,2714.0,0.0,3721.0,0.0,0.0,1146.0,2828.0,2815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-11,0.0,10821.0,8843.0,0.0,132731.0,30074.0,19647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41945.0,0.0,0.0,11328.0,177257.0,20670.0,0.0,8615.0,0.0,0.0,0.0,47600.0,0.0,25074.0,0.0,0.0,39726.0,16176.0,0.0,1444.0,0.0,5162.0,11882.0,0.0,7235.0,2176.0,3775.0,0.0,2522.0,0.0,0.0,0.0,4890.0,3437.0,0.0,4818.0,2328.0,0.0,3456.0,0.0,0.0,0.0,1588.0,2911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-18,0.0,0.0,10355.0,12572.0,140621.0,34594.0,22881.0,0.0,1774376.0,0.0,0.0,0.0,218668.0,0.0,0.0,0.0,24703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41552.0,0.0,0.0,10917.0,187430.0,20353.0,0.0,5129.0,0.0,0.0,0.0,52746.0,0.0,27324.0,0.0,0.0,40952.0,16361.0,0.0,1337.0,0.0,4752.0,12627.0,0.0,8191.0,2343.0,3830.0,0.0,2854.0,0.0,0.0,0.0,5004.0,3237.0,0.0,4896.0,2726.0,0.0,0.0,0.0,0.0,0.0,2798.0,2851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-25,0.0,12682.0,18539.0,21669.0,195144.0,53605.0,36296.0,0.0,4102240.0,81033.0,0.0,1128892.0,368271.0,0.0,156091.0,0.0,23830.0,30681.0,0.0,0.0,0.0,0.0,0.0,0.0,42087.0,0.0,0.0,10841.0,201844.0,20113.0,0.0,4802.0,0.0,0.0,0.0,52589.0,0.0,25781.0,0.0,0.0,39229.0,16167.0,0.0,1312.0,0.0,4321.0,12358.0,0.0,8171.0,2171.0,3698.0,0.0,2803.0,2002.0,0.0,2230.0,4978.0,3528.0,2069.0,2580.0,2681.0,0.0,0.0,0.0,0.0,1010.0,2865.0,2904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-03,0.0,0.0,9879.0,19871.0,142500.0,55130.0,34579.0,0.0,3576307.0,77259.0,0.0,820287.0,318674.0,0.0,142718.0,0.0,24818.0,29044.0,0.0,0.0,0.0,0.0,0.0,0.0,42956.0,0.0,0.0,11009.0,191634.0,19334.0,0.0,4773.0,0.0,0.0,0.0,99800.0,0.0,24262.0,0.0,0.0,36841.0,15313.0,0.0,0.0,0.0,6557.0,12116.0,0.0,7597.0,2159.0,3611.0,0.0,2590.0,1783.0,0.0,2592.0,4487.0,3344.0,1883.0,2486.0,2466.0,0.0,0.0,0.0,0.0,1564.0,3078.0,2728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-10,0.0,0.0,10231.0,18028.0,144910.0,51816.0,24628.0,0.0,0.0,64071.0,0.0,0.0,287026.0,0.0,73416.0,0.0,24430.0,19686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11100.0,194416.0,20700.0,0.0,4852.0,0.0,0.0,0.0,103646.0,0.0,23942.0,0.0,0.0,38383.0,15453.0,0.0,0.0,0.0,4420.0,11623.0,0.0,7629.0,2473.0,3485.0,0.0,2676.0,0.0,0.0,2221.0,4773.0,3425.0,0.0,2544.0,2912.0,0.0,0.0,0.0,0.0,0.0,1655.0,2967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-17,0.0,0.0,19224.0,21815.0,147009.0,51381.0,26487.0,0.0,0.0,60856.0,0.0,0.0,367866.0,0.0,70123.0,0.0,24097.0,19810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11246.0,191307.0,20410.0,0.0,4650.0,0.0,0.0,0.0,0.0,0.0,23204.0,0.0,0.0,40861.0,16953.0,0.0,0.0,0.0,4214.0,11808.0,0.0,7653.0,2334.0,0.0,0.0,0.0,1788.0,0.0,0.0,4763.0,3782.0,0.0,2449.0,2627.0,0.0,0.0,0.0,0.0,0.0,1615.0,3760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-24,0.0,0.0,10793.0,23129.0,144022.0,36765.0,25547.0,0.0,0.0,0.0,0.0,0.0,299850.0,0.0,62130.0,0.0,23970.0,17239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11121.0,174760.0,21984.0,0.0,4723.0,0.0,0.0,0.0,0.0,0.0,20351.0,0.0,0.0,40217.0,16357.0,0.0,0.0,0.0,4364.0,12015.0,0.0,7571.0,2368.0,0.0,0.0,0.0,0.0,0.0,1933.0,4739.0,3876.0,0.0,0.0,2633.0,0.0,0.0,0.0,0.0,0.0,1483.0,3844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,0.0,12193.0,10467.0,24571.0,144967.0,35767.0,26373.0,0.0,0.0,0.0,0.0,0.0,251087.0,0.0,0.0,0.0,23487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10744.0,168431.0,19471.0,0.0,4568.0,0.0,0.0,0.0,0.0,0.0,19936.0,0.0,0.0,73398.0,15726.0,0.0,0.0,0.0,4573.0,11737.0,0.0,7427.0,2368.0,0.0,0.0,2544.0,0.0,0.0,0.0,4438.0,3715.0,0.0,2341.0,2701.0,0.0,0.0,0.0,0.0,0.0,2711.0,3963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-07,0.0,0.0,10822.0,18448.0,153764.0,37390.0,27284.0,0.0,0.0,0.0,0.0,0.0,230624.0,0.0,0.0,0.0,13039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79775.0,0.0,10903.0,193247.0,19014.0,0.0,4312.0,0.0,0.0,0.0,57804.0,0.0,23026.0,0.0,0.0,79592.0,17830.0,0.0,0.0,0.0,4371.0,12860.0,0.0,15736.0,2560.0,0.0,0.0,2773.0,0.0,0.0,0.0,5085.0,3812.0,0.0,2562.0,3051.0,0.0,0.0,0.0,0.0,0.0,1562.0,3885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-14,0.0,0.0,10568.0,16214.0,155927.0,38049.0,26936.0,0.0,0.0,0.0,0.0,0.0,210648.0,0.0,0.0,0.0,22992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11176.0,197668.0,20123.0,0.0,4848.0,0.0,0.0,0.0,114538.0,0.0,23525.0,0.0,0.0,43207.0,19156.0,0.0,0.0,0.0,4527.0,12362.0,0.0,8389.0,2499.0,0.0,0.0,2861.0,0.0,0.0,0.0,5003.0,3567.0,0.0,2637.0,3162.0,0.0,0.0,0.0,0.0,0.0,1628.0,4139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-21,0.0,0.0,10944.0,14930.0,76538.0,38124.0,26001.0,0.0,0.0,0.0,0.0,0.0,200173.0,0.0,0.0,0.0,23607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11657.0,194335.0,19668.0,0.0,5036.0,0.0,0.0,0.0,59991.0,0.0,23600.0,0.0,0.0,42181.0,18504.0,0.0,1355.0,0.0,4533.0,12523.0,0.0,7059.0,2534.0,0.0,0.0,2879.0,0.0,0.0,0.0,5000.0,3475.0,0.0,2644.0,2956.0,0.0,0.0,0.0,0.0,0.0,1391.0,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-28,0.0,0.0,10655.0,14750.0,76100.0,37071.0,14152.0,0.0,0.0,0.0,0.0,0.0,206164.0,0.0,0.0,0.0,12777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11694.0,191427.0,19314.0,0.0,4613.0,0.0,0.0,0.0,115329.0,0.0,23727.0,0.0,0.0,42728.0,19071.0,0.0,0.0,0.0,4704.0,12500.0,0.0,7895.0,2518.0,0.0,0.0,2789.0,0.0,0.0,0.0,4980.0,3443.0,0.0,2686.0,3053.0,0.0,0.0,0.0,0.0,0.0,1423.0,4446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-05,0.0,0.0,10198.0,15342.0,77356.0,35748.0,14189.0,0.0,0.0,0.0,0.0,0.0,202573.0,0.0,0.0,0.0,13324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11450.0,191725.0,18217.0,0.0,4863.0,0.0,0.0,0.0,112673.0,0.0,23501.0,0.0,0.0,42595.0,18567.0,0.0,1328.0,0.0,4153.0,12690.0,0.0,8562.0,2385.0,3949.0,0.0,2828.0,0.0,0.0,0.0,4656.0,3249.0,0.0,2802.0,3261.0,0.0,0.0,0.0,0.0,0.0,1534.0,4187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-12,0.0,0.0,10491.0,12923.0,73805.0,35804.0,13969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10434.0,188040.0,17302.0,0.0,4508.0,0.0,0.0,0.0,55946.0,0.0,22276.0,0.0,0.0,42447.0,19780.0,0.0,0.0,0.0,4596.0,12700.0,0.0,8516.0,2401.0,3751.0,0.0,2801.0,0.0,0.0,0.0,4853.0,3391.0,0.0,2668.0,3521.0,0.0,0.0,0.0,0.0,0.0,1671.0,4386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-19,0.0,0.0,10418.0,0.0,80219.0,35776.0,13832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45100.0,0.0,0.0,0.0,189680.0,18536.0,0.0,4897.0,0.0,0.0,0.0,55381.0,0.0,23622.0,0.0,0.0,42352.0,20150.0,0.0,0.0,0.0,4843.0,12521.0,0.0,8583.0,0.0,0.0,0.0,2788.0,0.0,0.0,0.0,4750.0,3406.0,0.0,2627.0,3400.0,0.0,0.0,0.0,0.0,1006.0,1531.0,4515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-26,0.0,0.0,10529.0,0.0,81274.0,36213.0,14348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209159.0,17644.0,0.0,4617.0,0.0,0.0,0.0,0.0,0.0,23310.0,0.0,0.0,43130.0,20467.0,0.0,0.0,0.0,5000.0,12736.0,0.0,9000.0,2325.0,3827.0,0.0,2897.0,0.0,0.0,0.0,4617.0,3304.0,0.0,2839.0,3310.0,0.0,0.0,0.0,0.0,1144.0,1717.0,4317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,0.0,0.0,9569.0,0.0,84336.0,37366.0,14502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11535.0,223390.0,17986.0,0.0,4680.0,0.0,0.0,0.0,57333.0,0.0,21558.0,0.0,0.0,42891.0,20073.0,0.0,0.0,0.0,2496.0,12781.0,0.0,8797.0,2479.0,3770.0,0.0,2929.0,0.0,0.0,0.0,4686.0,3431.0,0.0,2764.0,3286.0,0.0,0.0,0.0,0.0,1210.0,1535.0,4012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-09,0.0,0.0,9472.0,0.0,85330.0,37153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11862.0,226247.0,18667.0,0.0,4726.0,0.0,0.0,0.0,0.0,0.0,20985.0,0.0,0.0,43458.0,19264.0,0.0,0.0,0.0,2582.0,12698.0,0.0,8788.0,2413.0,3982.0,0.0,2846.0,0.0,0.0,0.0,5091.0,3341.0,0.0,2886.0,3408.0,0.0,0.0,0.0,0.0,1096.0,1500.0,3642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-16,0.0,0.0,9880.0,0.0,83134.0,36435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44272.0,0.0,0.0,11919.0,219848.0,19645.0,0.0,5050.0,0.0,0.0,0.0,0.0,0.0,22422.0,0.0,0.0,43893.0,19758.0,0.0,0.0,0.0,2618.0,13259.0,0.0,8999.0,2380.0,3979.0,0.0,0.0,0.0,0.0,0.0,5019.0,3305.0,0.0,2825.0,3387.0,0.0,0.0,0.0,0.0,1107.0,1429.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-23,0.0,0.0,9636.0,0.0,162983.0,36082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11506.0,219624.0,20095.0,0.0,5569.0,0.0,0.0,0.0,0.0,0.0,21440.0,0.0,0.0,43930.0,19758.0,0.0,0.0,0.0,2469.0,12708.0,0.0,9033.0,0.0,4010.0,0.0,2822.0,0.0,0.0,0.0,4910.0,3322.0,0.0,2716.0,3234.0,0.0,0.0,0.0,0.0,1065.0,1503.0,3597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-30,0.0,0.0,9522.0,0.0,170745.0,36167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11171.0,228207.0,19042.0,0.0,6079.0,0.0,0.0,0.0,0.0,0.0,22598.0,0.0,0.0,43078.0,20342.0,0.0,0.0,0.0,2418.0,24041.0,0.0,9291.0,2359.0,0.0,0.0,2828.0,0.0,0.0,0.0,5113.0,3390.0,0.0,5668.0,5837.0,0.0,0.0,0.0,0.0,0.0,3018.0,3605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-07,0.0,0.0,9277.0,0.0,174481.0,18240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12447.0,0.0,0.0,9117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10939.0,231513.0,19030.0,0.0,5010.0,0.0,0.0,0.0,0.0,0.0,21648.0,0.0,0.0,47134.0,21782.0,0.0,0.0,0.0,2382.0,24213.0,0.0,17293.0,2607.0,8080.0,0.0,2873.0,0.0,0.0,0.0,5181.0,3292.0,0.0,3083.0,6097.0,0.0,0.0,0.0,0.0,1055.0,2957.0,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
