Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Manuel Turizo - La Bachata,877,255.0,1,(x47),26619,12067511,Manuel Turizo,La Bachata
Mora - LA INOCENTE,937,182.0,3,(x3),18706,10908243,Mora,LA INOCENTE
Bad Bunny - Me Porto Bonito,899,246.0,1,(x37),79005,10717240,Bad Bunny,Me Porto Bonito
Feid - Feliz Cumpleaños Ferxxo,797,223.0,1,(x2),27035,10360538,Feid,Feliz Cumpleaños Ferxxo
Feid - Classy 101,573,292.0,1,(x39),43242,9447485,Feid,Classy 101
Feid - LUNA,328,325.0,1,(x139),46873,9394488,Feid,LUNA
Feid - Normal,839,105.0,1,(x1),39448,9061041,Feid,Normal
Ozuna - Hey Mor,748,245.0,1,(x16),28421,9056981,Ozuna,Hey Mor
KAROL G - PROVENZA,916,126.0,1,(x10),26582,8747887,KAROL G,PROVENZA
Bad Bunny - Efecto,895,209.0,3,(x15),54594,8628336,Bad Bunny,Efecto
KAROL G - AMARGURA,599,299.0,1,(x1),38975,8573929,KAROL G,AMARGURA
Bad Bunny - PERRO NEGRO,377,234.0,1,(x54),89312,8484337,Bad Bunny,PERRO NEGRO
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",661,195.0,1,(x76),52705,8217247,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
Bad Bunny - Ojitos Lindos,897,122.0,2,(x3),60672,8145312,Bad Bunny,Ojitos Lindos
Plan B - Es un Secreto,928,53.0,6,,18376,8106871,Plan B,Es un Secreto
Bad Bunny - Moscow Mule,842,137.0,1,(x6),97954,7741406,Bad Bunny,Moscow Mule
KAROL G - QLONA,440,248.0,1,(x2),34357,7443270,KAROL G,QLONA
Feid - CHORRITO PA LAS ANIMAS,692,162.0,3,(x1),25269,7395845,Feid,CHORRITO PA LAS ANIMAS
KAROL G - TQG,608,132.0,1,(x33),53143,7380003,KAROL G,TQG
Quevedo - Columbia,475,220.0,1,(x43),35942,7193165,Quevedo,Columbia
Yandel - Yandel 150,523,174.0,1,(x35),38015,7129241,Yandel,Yandel 150
Bad Bunny - Tití Me Preguntó,515,165.0,1,(x23),77270,6833004,Bad Bunny,Tití Me Preguntó
Myke Towers - LALA,490,171.0,1,(x33),45747,6592225,Myke Towers,LALA
Mora - MODELITO,720,20.0,4,,36825,6469633,Mora,MODELITO
Feid - Ferxxo 100,874,2.0,6,,17651,6258349,Feid,Ferxxo 100
Arcángel - La Jumpa,464,129.0,1,(x42),40104,6038392,Arcángel,La Jumpa
Rauw Alejandro - LOKERA,779,77.0,7,,16927,5954724,Rauw Alejandro,LOKERA
Rauw Alejandro - Desesperados,835,39.0,1,(x6),13301,5905719,Rauw Alejandro,Desesperados
J Balvin - LA CANCIÓN,941,,25,,9564,5769153,J Balvin,LA CANCIÓN
Mora - MEMORIAS,915,4.0,2,(x1),15739,5752778,Mora,MEMORIAS
Danny Ocean - Me Rehúso,941,,12,,13536,5739263,Danny Ocean,Me Rehúso
Bad Bunny - Tarot,723,104.0,4,,74777,5561864,Bad Bunny,Tarot
Becky G - MAMIII,856,39.0,1,(x3),15410,5512273,Becky G,MAMIII
