Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Manuel Turizo - La Bachata,878,361.0,1,(x125),64789,25305470,Manuel Turizo,La Bachata
J Balvin - LA CANCIÓN,1944,224.0,2,(x15),32379,24032884,J Balvin,LA CANCIÓN
Danny Ocean - Me Rehúso,2855,332.0,1,(x37),27399,23016067,Danny Ocean,Me Rehúso
Bad Bunny - Me Porto Bonito,901,258.0,1,(x3),129462,20599551,Bad Bunny,Me Porto Bonito
Bad Bunny - Ojitos Lindos,902,253.0,1,(x22),126040,19952063,Bad Bunny,Ojitos Lindos
Jay Wheeler - La Curiosidad,1586,184.0,1,(x5),36188,18721341,Jay Wheeler,La Curiosidad
Feid - Feliz Cumpleaños Ferxxo,797,242.0,3,(x12),59775,18277538,Feid,Feliz Cumpleaños Ferxxo
Christian Nodal - De Los Besos Que Te Di,2018,3.0,8,,26519,17177304,Christian Nodal,De Los Besos Que Te Di
Feid - Normal,839,111.0,4,,52415,16618674,Feid,Normal
Bad Bunny - Yonaguni,873,313.0,1,(x144),90197,16599577,Bad Bunny,Yonaguni
Bad Bunny - DÁKITI,1061,304.0,1,(x66),110798,16306853,Bad Bunny,DÁKITI
Bad Bunny - Efecto,878,238.0,2,(x1),91315,16264329,Bad Bunny,Efecto
Ozuna - Hey Mor,748,248.0,2,(x17),63703,15999174,Ozuna,Hey Mor
Bad Bunny - Tití Me Preguntó,622,249.0,1,(x44),126853,15770808,Bad Bunny,Tití Me Preguntó
Mora - LA INOCENTE,937,33.0,7,,40446,15703116,Mora,LA INOCENTE
Bad Bunny - Callaita,1569,178.0,1,(x5),65584,15679985,Bad Bunny,Callaita
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",695,208.0,1,(x52),92254,15644671,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
Christian Nodal - Ya No Somos Ni Seremos,978,71.0,1,(x7),57707,15111727,Christian Nodal,Ya No Somos Ni Seremos
Grupo Frontera - un x100to,556,211.0,1,(x69),126193,15078116,Grupo Frontera,un x100to
Feid - Classy 101,573,206.0,2,(x9),68036,14757643,Feid,Classy 101
KAROL G - PROVENZA,916,137.0,1,(x4),49439,14666617,KAROL G,PROVENZA
Feid - LUNA,328,318.0,1,(x97),60759,14504998,Feid,LUNA
Piso 21 - Pa' Olvidarme De Ella,1534,67.0,8,,22434,14311834,Piso 21,Pa' Olvidarme De Ella
Ed Sheeran - Shape of You,1718,244.0,1,(x51),40331,14167900,Ed Sheeran,Shape of You
Carin Leon - Primera Cita,508,258.0,1,(x23),50398,14087137,Carin Leon,Primera Cita
Maluma - Hawái,1205,202.0,1,(x71),77062,14032766,Maluma,Hawái
Maluma - Según Quién,433,248.0,1,(x38),55976,13536302,Maluma,Según Quién
Christian Nodal - No Te Contaron Mal,2042,,11,,20216,13525467,Christian Nodal,No Te Contaron Mal
KAROL G - Tusa,1037,189.0,1,(x98),90540,13511676,KAROL G,Tusa
KAROL G - AMARGURA,591,199.0,1,(x4),78093,13510640,KAROL G,AMARGURA
Bad Bunny - Moscow Mule,832,198.0,1,(x1),160159,13446873,Bad Bunny,Moscow Mule
Yandel - Yandel 150,603,176.0,1,(x47),78018,13310034,Yandel,Yandel 150
Rauw Alejandro - Todo De Ti,1015,229.0,1,(x9),75392,13263303,Rauw Alejandro,Todo De Ti
JHAYCO - No Me Conoce - Remix,1298,171.0,3,(x3),29176,12914404,JHAYCO,No Me Conoce - Remix
Bad Bunny - PERRO NEGRO,377,247.0,1,(x40),131129,12787818,Bad Bunny,PERRO NEGRO
Rauw Alejandro - Desesperados,950,108.0,1,(x4),32936,12613967,Rauw Alejandro,Desesperados
KAROL G - QLONA,440,244.0,2,(x3),72154,12432648,KAROL G,QLONA
Bad Bunny - Si Estuviésemos Juntos,1903,,12,,16161,12245297,Bad Bunny,Si Estuviésemos Juntos
KAROL G - TQG,608,104.0,1,(x23),98126,12231106,KAROL G,TQG
Christian Nodal - Aquí Abajo,1369,3.0,8,,24867,12109181,Christian Nodal,Aquí Abajo
Plan B - Es un Secreto,845,6.0,9,,28940,11944770,Plan B,Es un Secreto
Gera MX - Botella Tras Botella,1054,105.0,1,(x18),77335,11915964,Gera MX,Botella Tras Botella
Feid - Ferxxo 100,874,4.0,8,,34554,11684623,Feid,Ferxxo 100
Carin Leon - Que Vuelvas,657,19.0,8,,35218,11682226,Carin Leon,Que Vuelvas
Feid - CHORRITO PA LAS ANIMAS,690,121.0,5,,54683,11481070,Feid,CHORRITO PA LAS ANIMAS
Mora - Volando - Remix,923,245.0,2,(x1),40762,11340036,Mora,Volando - Remix
Myke Towers - LALA,486,170.0,1,(x64),65099,11212816,Myke Towers,LALA
Becky G - MAMIII,982,85.0,1,(x12),36353,11208382,Becky G,MAMIII
Dalex - Pa Mí - Remix,1169,172.0,1,(x52),41203,11084705,Dalex,Pa Mí - Remix
KAROL G - MI EX TENÍA RAZÓN,440,145.0,2,(x11),59294,11018072,KAROL G,MI EX TENÍA RAZÓN
Camilo - La Mitad,1571,,23,,17048,10965820,Camilo,La Mitad
The Weeknd - Blinding Lights,1383,82.0,5,,21520,10955071,The Weeknd,Blinding Lights
Piso 21 - Déjala Que Vuelva,1230,188.0,1,(x40),27288,10819839,Piso 21,Déjala Que Vuelva
Bad Bunny - Vete,1235,122.0,1,(x1),49344,10689499,Bad Bunny,Vete
Christian Nodal - Adiós Amor,2035,3.0,7,,24029,10681419,Christian Nodal,Adiós Amor
Tainy - Lo Siento BB:/,778,207.0,1,(x7),35125,10644117,Tainy,Lo Siento BB:/
Anuel AA - China,899,209.0,1,(x87),61152,10564470,Anuel AA,China
Bad Bunny - Neverita,570,131.0,6,,101177,10403450,Bad Bunny,Neverita
Bad Bunny - La Santa,1424,19.0,5,,52895,10398325,Bad Bunny,La Santa
Paulo Londra - Adan y Eva,1210,162.0,1,(x7),32498,10001868,Paulo Londra,Adan y Eva
Bad Bunny - A Tu Merced,1248,32.0,6,,29948,9986134,Bad Bunny,A Tu Merced
Paulo Londra - Tal Vez,1346,158.0,2,(x6),28050,9930123,Paulo Londra,Tal Vez
Piso 21 - Te Vi,1271,107.0,5,,24107,9857768,Piso 21,Te Vi
Zion & Lennox - Otra vez,1348,269.0,1,(x40),20735,9669000,Zion & Lennox,Otra vez
