Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Manuel Turizo - La Bachata,852,207.0,1,(x11),404774,128098549,Manuel Turizo,La Bachata
Bad Bunny - Me Porto Bonito,736,216.0,1,(x9),729513,115058293,Bad Bunny,Me Porto Bonito
Bad Bunny - Yonaguni,738,256.0,1,(x53),857956,109066130,Bad Bunny,Yonaguni
Bad Bunny - DÁKITI,826,182.0,1,(x52),1181291,108807800,Bad Bunny,DÁKITI
Danny Ocean - Me Rehúso,2261,277.0,1,(x45),197328,108520659,Danny Ocean,Me Rehúso
Cris Mj - Una Noche en Medellín,762,123.0,1,(x30),517283,104353654,Cris Mj,Una Noche en Medellín
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",614,173.0,1,(x54),730512,104008267,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
JHAYCO - No Me Conoce - Remix,1277,184.0,2,(x21),348522,103231711,JHAYCO,No Me Conoce - Remix
Bad Bunny - Callaita,1273,153.0,1,(x44),553351,102094737,Bad Bunny,Callaita
J Balvin - LA CANCIÓN,1494,119.0,4,,300955,100478884,J Balvin,LA CANCIÓN
Jay Wheeler - La Curiosidad,1316,151.0,1,(x56),285905,100168704,Jay Wheeler,La Curiosidad
Bad Bunny - Ojitos Lindos,760,127.0,1,(x25),546257,98920868,Bad Bunny,Ojitos Lindos
Bad Bunny - Efecto,662,180.0,2,(x2),490575,98735771,Bad Bunny,Efecto
Ak4:20 - Me Arrepentí,757,124.0,1,(x35),1268499,98257224,Ak4:20,Me Arrepentí
FloyyMenor - Gata Only,263,189.0,1,(x77),784655,96659233,FloyyMenor,Gata Only
Anuel AA - Amanece,1242,130.0,2,(x23),327269,90968236,Anuel AA,Amanece
KAROL G - PROVENZA,912,45.0,5,,329290,89904247,KAROL G,PROVENZA
Rauw Alejandro - Desesperados,853,125.0,1,(x3),347721,89250709,Rauw Alejandro,Desesperados
KAROL G - Tusa,861,144.0,1,(x92),652983,86947586,KAROL G,Tusa
Ozuna - Hey Mor,547,164.0,1,(x48),462575,83499505,Ozuna,Hey Mor
Bad Bunny - La Santa,1212,60.0,3,(x7),541048,82870223,Bad Bunny,La Santa
Feid - Feliz Cumpleaños Ferxxo,777,105.0,4,,275585,82352279,Feid,Feliz Cumpleaños Ferxxo
Jere Klein - X ESO BB,438,172.0,1,(x48),533703,82253260,Jere Klein,X ESO BB
Big One - Un Finde | CROSSOVER #2,567,172.0,1,(x1),311345,82060695,Big One,Un Finde | CROSSOVER #2
Jere Klein - ANDO,392,151.0,1,(x66),756956,81758576,Jere Klein,ANDO
Bad Bunny - Moscow Mule,519,150.0,1,(x6),968585,80558468,Bad Bunny,Moscow Mule
KAROL G - TQG,606,94.0,1,(x48),665676,80434417,KAROL G,TQG
Anuel AA - China,723,168.0,1,(x67),639936,79674671,Anuel AA,China
