Date,Global,DE,US,GB,DK,CA,NL,SE,PL,AU,NO,AT,IT,IE,FI,CH,BE,FR,HU,NZ,ES,SG,SK,PT,PH,HK,KR,CZ,LT,LV,GR,LU,IS,EE,AE,MT,CY,JP,MY,BG,RO,TW,ZA,CL,RU,CR,UA,VN,PA,CO,TH,ID,EC,GT,HN,AD,MX,BR,PE,AR,DO,TR,SA,UY,BO,SV,PY,NI,KZ,BY,VE,IN,EG
2022-12-22,215804815.0,15295854.0,80344002.0,26291179.0,3111825.0,13332443.0,7569807.0,4824428.0,6789071.0,8728563.0,3030697.0,1891786.0,3801313.0,3258284.0,1446680.0,1885153.0,1881260.0,1971610.0,1129418.0,1757755.0,2002981.0,748108.0,581072.0,793549.0,2750146.0,335877.0,291658.0,1244780.0,247643.0,205177.0,350903.0,138797.0,279811.0,138137.0,220426.0,0.0,81414.0,1890684.0,491845.0,98194.0,425885.0,391615.0,179237.0,0.0,0.0,85007.0,71775.0,394107.0,67990.0,0.0,302723.0,0.0,70696.0,75988.0,25333.0,0.0,1582287.0,0.0,0.0,0.0,24153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16273.0,13181.0,18576.0,0.0,0.0
2022-12-29,270356815.0,24344652.0,80379621.0,34217397.0,2945231.0,16992141.0,12112105.0,5186160.0,5764800.0,13984527.0,2359448.0,2463877.0,5862470.0,3958542.0,1647990.0,2921894.0,3277208.0,5876078.0,1528202.0,2671128.0,4957900.0,966155.0,468845.0,1418771.0,3636536.0,520276.0,314038.0,958306.0,361001.0,316280.0,497273.0,210541.0,226402.0,180672.0,311186.0,0.0,120784.0,2802414.0,603849.0,169316.0,424343.0,626808.0,616517.0,558637.0,0.0,171925.0,107010.0,399661.0,129255.0,184005.0,695267.0,0.0,171740.0,184172.0,60873.0,0.0,1810174.0,1567343.0,212924.0,0.0,59208.0,0.0,17177.0,22918.0,37734.0,33678.0,0.0,33570.0,38630.0,39437.0,26264.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78268.0,0.0,0.0,46932.0,0.0,0.0,96083.0,0.0,0.0,0.0,482811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19649.0,0.0,0.0,4831.0,0.0,0.0,0.0,13628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46692.0,37344.0,0.0,0.0,0.0
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-26,0.0,0.0,0.0,0.0,58872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02,0.0,0.0,2163785.0,529848.0,234107.0,354118.0,255193.0,174829.0,0.0,0.0,138838.0,53464.0,0.0,68986.0,54385.0,53446.0,70032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4059.0,8527.0,7391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-09,11713143.0,781781.0,3876756.0,1498844.0,565402.0,954437.0,656541.0,239000.0,248027.0,334732.0,384405.0,156839.0,0.0,188719.0,71307.0,163056.0,115108.0,0.0,38420.0,0.0,0.0,0.0,22719.0,61460.0,0.0,0.0,60595.0,56999.0,0.0,8901.0,0.0,6659.0,30735.0,8682.0,16609.0,0.0,0.0,0.0,0.0,0.0,36790.0,0.0,0.0,0.0,0.0,41881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-16,31580878.0,1845001.0,10985705.0,2786314.0,1142161.0,2326345.0,949515.0,819350.0,324956.0,396549.0,649379.0,415999.0,0.0,438464.0,142987.0,356378.0,211827.0,0.0,52972.0,60511.0,0.0,58642.0,51113.0,68903.0,0.0,0.0,95035.0,79995.0,13699.0,9509.0,0.0,18944.0,55408.0,18109.0,19905.0,0.0,6777.0,299367.0,0.0,0.0,47985.0,0.0,0.0,0.0,0.0,50948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-23,48168482.0,4883781.0,24004471.0,6297945.0,1719979.0,4293355.0,1450740.0,1583628.0,1582840.0,1193856.0,1067509.0,776162.0,435704.0,916916.0,363182.0,484023.0,360543.0,408940.0,179757.0,148504.0,0.0,143348.0,117140.0,91584.0,0.0,32656.0,121458.0,269670.0,74887.0,47769.0,257900.0,38650.0,94329.0,41295.0,43635.0,0.0,29457.0,393476.0,0.0,31041.0,192091.0,0.0,0.0,0.0,0.0,56446.0,89442.0,113276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30,112061837.0,12833842.0,53444265.0,10756216.0,3051654.0,6974056.0,2732647.0,3263800.0,2659968.0,1955851.0,1799436.0,1569415.0,1122576.0,1646643.0,497490.0,1227680.0,729369.0,1157852.0,463127.0,366388.0,496939.0,336588.0,332684.0,297269.0,623741.0,45365.0,206446.0,839019.0,154610.0,124100.0,387713.0,88438.0,131666.0,96071.0,83315.0,0.0,58544.0,855764.0,0.0,95570.0,383837.0,0.0,0.0,0.0,0.0,68463.0,112470.0,233362.0,25257.0,0.0,0.0,0.0,0.0,82562.0,25253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07,196636519.0,19884147.0,63685619.0,25799729.0,4127514.0,10956845.0,5645441.0,5130362.0,6313521.0,4862419.0,3252393.0,2493159.0,4157491.0,2789261.0,894180.0,2161427.0,1455232.0,3343727.0,1039269.0,1113277.0,2032813.0,528680.0,583638.0,729906.0,1458606.0,204325.0,235587.0,1355454.0,275038.0,210748.0,519133.0,169402.0,204212.0,163585.0,193768.0,0.0,79945.0,1123051.0,253619.0,105001.0,542675.0,98389.0,84632.0,0.0,0.0,133389.0,212905.0,305036.0,128452.0,0.0,0.0,0.0,72206.0,103284.0,36343.0,0.0,1584377.0,0.0,0.0,0.0,65631.0,0.0,0.0,0.0,0.0,37046.0,0.0,18431.0,20385.0,17399.0,30165.0,0.0,0.0
2023-12-14,207165107.0,15433891.0,70691170.0,24270001.0,3212275.0,11779825.0,7351884.0,4486950.0,5945594.0,5418680.0,2907213.0,1946974.0,5764796.0,2932305.0,754625.0,1781089.0,1808341.0,2770521.0,968649.0,1230167.0,1886555.0,602960.0,548695.0,665115.0,1902255.0,246152.0,219413.0,1150486.0,286893.0,222164.0,488822.0,150641.0,222526.0,139031.0,240454.0,0.0,85800.0,1291101.0,392636.0,96937.0,541459.0,187067.0,94687.0,0.0,0.0,117517.0,183584.0,278047.0,117290.0,0.0,330738.0,0.0,79742.0,102290.0,60775.0,0.0,1692353.0,0.0,163564.0,0.0,67662.0,0.0,18508.0,0.0,0.0,36180.0,0.0,0.0,50108.0,16424.0,26349.0,0.0,0.0
2023-12-21,243983429.0,18736813.0,86995865.0,29942431.0,3456712.0,14241151.0,7692813.0,5375328.0,7210908.0,8250538.0,3131843.0,2235283.0,5142648.0,3580602.0,1223981.0,2130970.0,2098926.0,3959122.0,1242053.0,1780599.0,2287748.0,751452.0,672278.0,908046.0,2925140.0,364012.0,320551.0,1351513.0,318349.0,247995.0,528546.0,178038.0,270858.0,168569.0,265095.0,0.0,96722.0,1746304.0,565590.0,125322.0,564702.0,340490.0,185623.0,287003.0,0.0,120621.0,172289.0,287337.0,120149.0,0.0,374952.0,0.0,104751.0,112642.0,64272.0,0.0,1662918.0,0.0,177162.0,0.0,71760.0,0.0,0.0,0.0,0.0,38160.0,0.0,17843.0,43759.0,16635.0,0.0,0.0,0.0
2023-12-28,364812972.0,33591481.0,111147852.0,46616267.0,4395499.0,22908999.0,13756844.0,8215229.0,8936571.0,16937821.0,3171437.0,3519220.0,10398451.0,5368633.0,2011660.0,3624993.0,4308011.0,9826522.0,2221308.0,3265400.0,5153216.0,1146556.0,720886.0,1889194.0,5090390.0,619094.0,399596.0,1523691.0,498102.0,411023.0,641179.0,283112.0,279518.0,246189.0,475317.0,0.0,164304.0,3423685.0,803675.0,223710.0,750951.0,762463.0,916941.0,1803829.0,0.0,308571.0,255228.0,317078.0,202284.0,0.0,996406.0,0.0,376043.0,276256.0,91004.0,0.0,3862023.0,2217880.0,322179.0,440010.0,124948.0,0.0,23085.0,32138.0,89623.0,49046.0,51961.0,57890.0,51112.0,46591.0,39394.0,0.0,0.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,179151.0,0.0,0.0,0.0,108256.0,0.0,377644.0,125516.0,0.0,0.0,138724.0,0.0,0.0,0.0,525067.0,0.0,37414.0,0.0,0.0,0.0,0.0,0.0,27901.0,30618.0,67546.0,4951.0,0.0,15470.0,0.0,0.0,25649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67991.0,59885.0,0.0,0.0,0.0
Peak,406466210.0,37558841.0,122422534.0,54052951.0,5548006.0,25845640.0,15668092.0,11072896.0,10117506.0,19570975.0,4577738.0,3828950.0,11251523.0,6056579.0,2517214.0,4092091.0,4858926.0,10559759.0,2556649.0,3825643.0,6626540.0,1528381.0,868306.0,2099959.0,6256558.0,751962.0,426261.0,1897695.0,559886.0,477422.0,888939.0,323935.0,381740.0,285680.0,528911.0,130716.0,182439.0,4094506.0,1056491.0,251825.0,871499.0,881673.0,1041164.0,1803829.0,900371.0,326307.0,338193.0,543381.0,228338.0,277628.0,1047191.0,655272.0,396994.0,333067.0,110792.0,6055.0,4262647.0,2290324.0,377284.0,472189.0,124948.0,79610.0,34476.0,34916.0,91378.0,51571.0,53646.0,60982.0,67991.0,59885.0,39394.0,130161.0,8225.0
Total,6002941118.0,475652778.0,2006068627.0,789038780.0,124390837.0,353623002.0,230002061.0,210350770.0,128114934.0,190011305.0,111217026.0,50294138.0,103030715.0,83206719.0,36709377.0,49914508.0,50001648.0,65425319.0,25342926.0,39782129.0,60792976.0,20572263.0,12115741.0,19353993.0,64600700.0,9541500.0,4012778.0,25980789.0,6890645.0,6384560.0,10993560.0,3818483.0,7616362.0,4402857.0,4205398.0,1087512.0,1989346.0,33519470.0,11310431.0,2678331.0,9542346.0,7182755.0,4154238.0,4043550.0,3036183.0,2562152.0,2896736.0,6270410.0,1740213.0,1020057.0,7298096.0,3353114.0,1681994.0,1901935.0,795611.0,9092.0,24015369.0,7275975.0,1895549.0,919713.0,870044.0,300153.0,92271.0,80787.0,222298.0,365517.0,61066.0,186522.0,350653.0,273861.0,175877.0,130161.0,13246.0
