Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Separ - Sunset,573,459.0,1,(x109),60806,8383993,Separ,Sunset
Calin - Safír,629,317.0,1,(x49),57500,8238571,Calin,Safír
Calin - Hannah Montana,958,348.0,1,(x132),18610,7926798,Calin,Hannah Montana
Nerieš - Viac,1685,161.0,1,(x15),28044,7184347,Nerieš,Viac
Tom Odell - Another Love,1351,72.0,5,,9351,6869680,Tom Odell,Another Love
The Weeknd - Blinding Lights,1572,277.0,1,(x20),16679,6818303,The Weeknd,Blinding Lights
Viktor Sheen - Až na měsíc,1926,7.0,3,(x3),6358,6570300,Viktor Sheen,Až na měsíc
Lost Frequencies - Where Are You Now,1129,239.0,2,(x4),15995,6367689,Lost Frequencies,Where Are You Now
Calin - Praha/Vídeň,1092,198.0,2,(x2),10033,6183730,Calin,Praha/Vídeň
Peter Pann - Stroj,1199,95.0,1,(x24),21375,6090810,Peter Pann,Stroj
Glass Animals - Heat Waves,1125,304.0,1,(x49),14386,6011908,Glass Animals,Heat Waves
The Neighbourhood - Sweater Weather,1484,,14,,8466,5854728,The Neighbourhood,Sweater Weather
Nerieš - Ruka Na Volante,1628,56.0,2,(x9),18910,5829126,Nerieš,Ruka Na Volante
David Guetta - I'm Good (Blue),789,155.0,1,(x15),18937,5783517,David Guetta,I'm Good (Blue)
DMS - Lepšia Pesnička,1947,34.0,1,(x5),6591,5737875,DMS,Lepšia Pesnička
STEIN27 - Habibi,706,190.0,2,(x4),16188,5155242,STEIN27,Habibi
Harry Styles - As It Was,818,159.0,1,(x24),25611,5016153,Harry Styles,As It Was
Gleb - Šedá Hus,525,185.0,1,(x21),30159,4897032,Gleb,Šedá Hus
Separ - Nemam mood,573,181.0,3,(x22),45020,4882436,Separ,Nemam mood
Separ - Bbejbb,235,233.0,1,(x23),33209,4759039,Separ,Bbejbb
Nerieš - 10 Minút,1880,,54,,5803,4588517,Nerieš,10 Minút
Pil C - NENI STRE$S,139,139.0,1,(x130),54477,4502356,Pil C,NENI STRE$S
Miley Cyrus - Flowers,597,109.0,1,(x20),41684,4416169,Miley Cyrus,Flowers
OneRepublic - I Ain't Worried,811,73.0,4,,9953,4324174,OneRepublic,I Ain't Worried
Imagine Dragons - Bones,853,85.0,3,(x1),11317,4299996,Imagine Dragons,Bones
Saul - Niekde V Oblakoch,1379,51.0,1,(x5),11314,4218446,Saul,Niekde V Oblakoch
Artemas - i like the way you kiss me,219,127.0,1,(x61),49308,4173503,Artemas,i like the way you kiss me
The Kid LAROI - Stay,663,199.0,1,(x28),20209,4091284,The Kid LAROI,Stay
Imagine Dragons - Believer,2057,101.0,3,(x2),10246,4064593,Imagine Dragons,Believer
Viktor Sheen - Stíny,908,17.0,2,(x3),11845,4051873,Viktor Sheen,Stíny
Separ - Bejšíí,349,126.0,1,(x29),29470,3996098,Separ,Bejšíí
Separ - OG,1224,46.0,1,(x5),13818,3995983,Separ,OG
David Kushner - Daylight,551,159.0,3,(x24),18766,3980627,David Kushner,Daylight
Gleb - KOMANDER PUMP IT UP,847,88.0,1,(x5),25502,3958355,Gleb,KOMANDER PUMP IT UP
Eminem - Without Me,1236,,41,,6499,3941562,Eminem,Without Me
Calin - Dívej,619,75.0,1,(x1),34828,3863218,Calin,Dívej
Gleb - alibababigbass,1113,39.0,1,(x8),13300,3812697,Gleb,alibababigbass
Eminem - Mockingbird,730,72.0,3,(x1),10389,3747701,Eminem,Mockingbird
Gleb - Hey G!,912,48.0,1,(x2),20487,3701064,Gleb,Hey G!
Tiësto - The Business,772,221.0,1,(x23),10534,3683726,Tiësto,The Business
Tones And I - Dance Monkey,749,191.0,1,(x86),21242,3671477,Tones And I,Dance Monkey
Separ - Vyjebala Rešpekt,936,,14,,8292,3618578,Separ,Vyjebala Rešpekt
cassö - Prada,437,137.0,4,,12742,3594671,cassö,Prada
SIMILIVINLIFE - Pussy Power,370,132.0,1,(x43),25729,3589401,SIMILIVINLIFE,Pussy Power
Separ - Reťaze,571,42.0,5,,40863,3559158,Separ,Reťaze
Eminem - The Real Slim Shady,1161,,41,,6821,3555620,Eminem,The Real Slim Shady
Pil C - Inverzia,570,45.0,1,(x2),51770,3502906,Pil C,Inverzia
Vance Joy - Riptide,1101,,21,,7456,3454892,Vance Joy,Riptide
Lewis Capaldi - Someone You Loved,1251,68.0,6,,5950,3426848,Lewis Capaldi,Someone You Loved
DMS - Zlatí a Zároveň Kanál,1534,28.0,3,(x6),5186,3406307,DMS,Zlatí a Zároveň Kanál
Yzomandias - Rolls,999,48.0,1,(x16),13223,3397562,Yzomandias,Rolls
Benson Boone - Beautiful Things,279,115.0,1,(x1),21805,3385497,Benson Boone,Beautiful Things
Samey - breeze,707,75.0,1,(x36),28467,3371307,Samey,breeze
Tiësto - Lay Low,612,34.0,5,,10503,3350621,Tiësto,Lay Low
Travis Scott - FE!N,454,39.0,1,(x1),23603,3326775,Travis Scott,FE!N
Lil Nas X - INDUSTRY BABY,528,202.0,1,(x15),16907,3292188,Lil Nas X,INDUSTRY BABY
Tate McRae - greedy,401,151.0,2,(x4),15311,3282418,Tate McRae,greedy
SAINt JHN - Roses - Imanbek Remix,684,155.0,1,(x71),16266,3280334,SAINt JHN,Roses - Imanbek Remix
Tiësto - The Motto,711,126.0,4,,8721,3270510,Tiësto,The Motto
