year,calendar_week,Global,tavg,tmax,tmin,snow
2017,41,,10.39,16.28,6.415873015873016,0.0
2017,42,,12.411428571428573,20.35142857142857,7.022222222222221,0.0
2017,43,,9.611428571428572,14.781428571428572,6.058571428571428,0.0
2017,44,0.0,6.659999999999999,11.634285714285712,2.6947619047619047,0.0
2017,45,0.0,6.105714285714285,9.767142857142858,3.286666666666666,40.0
2017,46,3821572.0,3.2285714285714286,6.359999999999999,0.6898412698412698,130.0
2017,47,6130250.0,3.427142857142857,7.372698412698412,0.6411111111111112,40.0
2017,48,0.0,1.6828571428571428,5.428888888888889,-0.8284920634920636,130.0
2017,48,28885404.0,1.6828571428571428,5.428888888888889,-0.8284920634920636,130.0
2017,49,0.0,-1.384285714285714,1.7264285714285716,-4.173095238095238,150.0
2017,49,51361448.0,-1.384285714285714,1.7264285714285716,-4.173095238095238,150.0
2017,50,0.0,0.8985714285714286,5.118214285714286,-2.869365079365079,190.0
2017,50,56908457.0,0.8985714285714286,5.118214285714286,-2.869365079365079,190.0
2017,51,0.0,-0.777142857142857,1.8511507936507936,-3.235555555555556,270.0
2017,51,65568943.0,-0.777142857142857,1.8511507936507936,-3.235555555555556,270.0
2017,52,6308167.0,1.3471428571428572,5.3,-1.5533333333333332,140.0
2017,52,99478540.0,1.3471428571428572,5.3,-1.5533333333333332,140.0
2018,1,0.0,1.9414285714285715,5.416071428571429,-1.4825000000000002,160.0
2018,2,,4.0200000000000005,7.409999999999999,1.3806349206349209,30.0
2018,3,,0.8357142857142857,3.857142857142857,-1.3562698412698413,200.0
2018,4,,1.197142857142857,5.141428571428572,-1.7810714285714284,250.0
2018,5,,3.0688311688311685,7.807792207792208,-0.4963636363636363,150.0
2018,6,,-0.7861038961038961,2.03987012987013,-3.0283116883116885,150.0
2018,7,,-1.0766233766233764,2.185714285714286,-3.823896103896104,270.0
2018,8,,-0.6528571428571428,1.6523376623376624,-2.315974025974026,220.0
2018,9,,-7.91038961038961,-4.348051948051948,-11.022077922077925,211.0
2018,10,,0.2922077922077922,4.531168831168832,-3.0,180.0
2018,11,,6.905194805194805,12.155844155844155,2.363506493506493,89.0
2018,12,,-0.2805194805194805,3.727272727272727,-3.2206493506493508,120.0
2018,13,,4.125974025974026,8.958441558441558,0.2857142857142857,100.0
2018,14,,9.114285714285714,14.693506493506494,4.921428571428572,10.0
2018,15,,12.335064935064937,19.561038961038964,6.125974025974026,0.0
2018,16,,13.77922077922078,20.56233766233766,7.819480519480519,0.0
2018,17,,16.414285714285715,24.664935064935065,9.81,0.0
2018,18,,15.63116883116883,22.536363636363635,9.342857142857143,0.0
2018,19,,15.82900432900433,22.3018759018759,10.63924963924964,0.0
2018,20,,15.014285714285714,20.46190476190477,11.47420634920635,
2018,21,,16.34285714285714,22.35079365079365,11.544444444444446,
2018,22,,20.046031746031748,26.690476190476183,14.67063492063492,
2018,23,,20.49047619047619,26.8936507936508,15.382539682539685,
2018,24,,20.304761904761904,26.21486291486292,15.681591424448568,
2018,25,,19.618181818181817,25.745454545454542,13.84025974025974,
2018,26,,14.74155844155844,19.953246753246752,11.153766233766234,
2018,27,,18.81168831168831,25.1038961038961,13.172987012987011,
2018,28,,18.09610389610389,23.466233766233763,13.91,
2018,29,,19.87922077922078,26.703896103896103,14.414285714285716,
2018,30,,20.055844155844152,26.58051948051948,15.11818181818182,
2018,31,,23.73636363636364,30.93376623376623,17.536363636363635,
2018,32,,23.9987012987013,31.81558441558441,17.697402597402597,
2018,33,,20.05194805194805,27.02987012987013,14.998701298701295,
2018,34,,22.27792207792208,30.55974025974026,15.664935064935063,
2018,35,,16.67142857142857,23.022077922077923,11.967532467532466,
2018,36,,16.13896103896104,20.484415584415583,13.062337662337663,0.0
2018,37,,18.54415584415585,25.5948051948052,12.914285714285716,0.0
2018,38,,18.268831168831166,24.50779220779221,13.39090909090909,0.0
2018,39,,12.387012987012987,19.56883116883117,7.264935064935066,0.0
2018,40,,10.72077922077922,16.71948051948052,5.95974025974026,0.0
2018,41,,13.56103896103896,20.15584415584416,8.374025974025972,0.0
2018,42,,12.912987012987012,19.77272727272728,7.8428571428571425,0.0
2018,43,,9.828571428571427,15.21038961038961,5.6688311688311686,0.0
2018,44,0.0,9.567532467532468,14.332467532467533,5.455844155844155,0.0
2018,45,0.0,10.876623376623376,14.985714285714286,7.627272727272727,0.0
2018,46,5967226.0,8.077922077922079,12.454545454545457,4.887012987012987,0.0
2018,47,18606718.0,1.34025974025974,4.814285714285715,-1.3103896103896102,30.0
2018,48,0.0,2.0545454545454547,4.551948051948052,-0.0857142857142856,100.0
2018,48,43267754.0,2.0545454545454547,4.551948051948052,-0.0857142857142856,100.0
2018,49,0.0,2.3506493506493507,5.628571428571428,-0.2896103896103896,30.0
2018,49,88920020.0,2.3506493506493507,5.628571428571428,-0.2896103896103896,30.0
2018,50,4941267.0,2.153246753246753,5.4727272727272736,-0.1571428571428572,150.0
2018,50,90974348.0,2.153246753246753,5.4727272727272736,-0.1571428571428572,150.0
2018,51,5928614.0,-2.244155844155844,0.7077922077922078,-4.6337662337662335,80.0
2018,51,110427617.0,-2.244155844155844,0.7077922077922078,-4.6337662337662335,80.0
2018,52,9435165.0,2.112987012987013,6.0168831168831165,-0.5701298701298702,140.0
2018,52,181717277.0,2.112987012987013,6.0168831168831165,-0.5701298701298702,140.0
2019,1,0.0,0.5220779220779221,3.7402597402597406,-1.8402597402597405,300.0
2019,2,,-0.4805194805194805,2.035064935064935,-2.383116883116883,1300.0
2019,3,,0.8571428571428571,4.788311688311688,-2.444155844155844,1370.0
2019,4,,-3.54025974025974,-0.3857142857142858,-6.107792207792208,940.0
2019,5,,-1.8337662337662337,1.9285714285714288,-4.976623376623377,970.0
2019,6,,-0.4428571428571429,3.854545454545456,-3.663636363636364,1040.0
2019,7,,2.15974025974026,7.1571428571428575,-1.4415584415584417,960.0
2019,8,,3.935064935064936,11.864935064935066,-1.3311688311688312,810.0
2019,9,,4.837662337662337,11.476623376623378,-0.4909090909090911,610.0
2019,10,,7.306493506493507,13.396103896103895,3.045454545454546,480.0
2019,11,,5.816883116883117,10.835064935064937,2.0818181818181816,300.0
2019,12,,5.624675324675325,12.02077922077922,1.0753246753246752,240.0
2019,13,,7.088311688311689,13.592207792207793,1.4961038961038962,80.0
2019,14,,10.142857142857142,17.42207792207792,3.2987012987012987,0.0
2019,15,,9.16103896103896,13.97012987012987,5.524675324675324,20.0
2019,16,,7.993506493506493,13.427272727272726,3.038961038961039,40.0
2019,17,,14.28181818181818,21.68051948051948,6.636363636363636,0.0
2019,18,,10.089610389610389,15.2012987012987,5.763636363636364,30.0
2019,19,,8.103896103896103,13.12857142857143,4.268831168831169,150.0
2019,20,,8.525974025974026,12.658441558441558,5.562337662337662,40.0
2019,21,,13.006493506493507,17.796103896103894,8.576623376623377,0.0
2019,22,,14.03896103896104,18.4974025974026,10.02987012987013,0.0
2019,23,,19.1987012987013,26.0025974025974,12.57012987012987,0.0
2019,24,,21.03246753246753,27.745454545454542,14.646753246753248,
2019,25,,21.56233766233766,28.37012987012987,15.56103896103896,
2019,26,,22.475324675324675,28.85194805194805,16.575324675324676,
2019,27,,22.31428571428572,29.654545454545456,15.83116883116883,
2019,28,,18.83246753246753,24.845454545454544,13.474025974025974,
2019,29,,17.62077922077922,23.46103896103896,12.57792207792208,
2019,30,,23.25714285714286,30.581818181818186,16.464935064935066,
2019,31,,21.061038961038964,26.915584415584416,16.967532467532468,
