calendar_week,tavg,streams
40,22.055765551457398,
41,21.602480478822603,24489.0
42,21.245658369218674,23276.0
43,20.828712946725528,53135.333333333336
44,20.3131380901718,1680445.6
45,19.677561565133654,8004721.2
46,19.17901313527069,16617834.6
47,18.539183819517465,38571466.2
48,17.79153359331025,82638710.8
49,17.325736450947012,146029921.6
50,16.98673165232363,171604153.8
51,16.714047106786868,178786817.2
52,16.8490463435626,256892657.2
53,16.42533940451316,198578267.0
