Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Calin - Safír,629,431.0,1,(x197),179481,29427085,Calin,Safír
Viktor Sheen - Až na měsíc,1983,406.0,1,(x36),46367,29251741,Viktor Sheen,Až na měsíc
Calin - Hannah Montana,956,460.0,1,(x175),92127,26774729,Calin,Hannah Montana
Viktor Sheen - Stíny,1069,411.0,1,(x89),98062,25066686,Viktor Sheen,Stíny
STEIN27 - Habibi,706,448.0,1,(x38),71024,24144420,STEIN27,Habibi
Calin - Praha/Vídeň,1131,410.0,1,(x25),51593,23705095,Calin,Praha/Vídeň
ŠKWOR - Síla Starejch Vín,2151,55.0,5,,38306,23193963,ŠKWOR,Síla Starejch Vín
Tom Odell - Another Love,1385,156.0,3,(x3),30345,22793484,Tom Odell,Another Love
The Weeknd - Blinding Lights,1692,399.0,1,(x121),28275,20510799,The Weeknd,Blinding Lights
Viktor Sheen - Rozdělený světy,1459,151.0,1,(x1),65441,18995822,Viktor Sheen,Rozdělený světy
Wohnout - Svaz českých bohémů,2338,3.0,7,,19153,18879416,Wohnout,Svaz českých bohémů
David Guetta - I'm Good (Blue),789,251.0,1,(x48),50731,18732326,David Guetta,I'm Good (Blue)
Glass Animals - Heat Waves,1242,305.0,1,(x36),42447,18653035,Glass Animals,Heat Waves
Lewis Capaldi - Someone You Loved,2055,247.0,5,,14848,18503822,Lewis Capaldi,Someone You Loved
Kabát - Malá dáma,1927,,18,,23283,18303197,Kabát,Malá dáma
Imagine Dragons - Believer,2653,143.0,2,(x3),23860,17691914,Imagine Dragons,Believer
The Neighbourhood - Sweater Weather,1480,,14,,26307,17229195,The Neighbourhood,Sweater Weather
Calin - Dívej,628,190.0,1,(x1),155166,16970528,Calin,Dívej
OneRepublic - I Ain't Worried,877,174.0,2,(x8),34081,16644236,OneRepublic,I Ain't Worried
DIVOKEJ BILL - Plakala,2189,,25,,17454,16008483,DIVOKEJ BILL,Plakala
Lost Frequencies - Where Are You Now,1120,86.0,6,,23900,15602827,Lost Frequencies,Where Are You Now
Calin - Růže,1633,121.0,1,(x13),41758,14918411,Calin,Růže
Harry Styles - As It Was,882,155.0,2,(x40),59710,14899452,Harry Styles,As It Was
Sofian Medjmedj - Slzy,551,147.0,3,(x10),61906,14361208,Sofian Medjmedj,Slzy
Vance Joy - Riptide,1958,,11,,24508,14221978,Vance Joy,Riptide
Yzomandias - Rolls,1173,144.0,1,(x29),55479,13682071,Yzomandias,Rolls
Imagine Dragons - Demons,2457,,14,,21677,13623322,Imagine Dragons,Demons
Viktor Sheen - Virtuální drogy,990,54.0,2,(x1),81551,13560573,Viktor Sheen,Virtuální drogy
Imagine Dragons - Bones,948,48.0,4,,38704,13422004,Imagine Dragons,Bones
Miley Cyrus - Flowers,632,112.0,1,(x19),108782,13400867,Miley Cyrus,Flowers
Robin Zoot - Givenchy,489,184.0,2,(x29),47361,13268863,Robin Zoot,Givenchy
Viktor Sheen - Ibalgin,1136,4.0,10,,33631,13176263,Viktor Sheen,Ibalgin
Linkin Park - In the End,2394,3.0,1,(x1),22593,13145230,Linkin Park,In the End
OneRepublic - Counting Stars,1889,,30,,15304,13132453,OneRepublic,Counting Stars
David Kushner - Daylight,556,180.0,2,(x14),66066,13020558,David Kushner,Daylight
