Date,Global
,
2015-12-17,0.0
2016-12-15,0.0
2017-12-14,0.0
2018-12-13,41560176.0
2019-12-12,30496689.0
2020-12-17,18440463.0
2021-12-16,38763076.0
2022-12-15,7655509.0
2023-12-14,28834289.0
